,loss,o1_f1,o1_loss,o2_f1,o2_loss,val_loss,val_o1_f1,val_o1_loss,val_o2_f1,val_o2_loss,learning_rate
0,6.277686595916748,0.5513784289360046,0.6887871026992798,0.4334365427494049,0.6858059763908386,6.3119401931762695,0.0,0.7154345512390137,0.0,0.6988117694854736,9.999999747378752e-05
1,6.25623083114624,2.111377716064453,0.6807628273963928,0.0,0.685030996799469,6.277830600738525,3.3504276275634766,0.7019403576850891,0.0,0.6965945363044739,9.999999747378752e-05
2,6.246089458465576,8.426902770996094,0.6765509843826294,0.0,0.6847329139709473,6.2509355545043945,6.18518590927124,0.6932039260864258,0.6060606241226196,0.6944653391838074,9.999999747378752e-05
3,6.237211227416992,10.093138694763184,0.6729399561882019,6.320733070373535,0.6844790577888489,6.2306294441223145,7.128427028656006,0.6886081099510193,8.305556297302246,0.6926516890525818,9.999999747378752e-05
4,6.22807502746582,10.742444038391113,0.66928631067276,12.007335662841797,0.6842154264450073,6.214398384094238,7.492063999176025,0.686526358127594,8.781577110290527,0.6911306381225586,9.999999747378752e-05
5,6.218471527099609,10.84961986541748,0.6653923392295837,12.128746032714844,0.6839618682861328,6.200619220733643,7.3000006675720215,0.685950756072998,8.781577110290527,0.6898377537727356,9.999999747378752e-05
6,6.207780361175537,10.824273109436035,0.6611930131912231,12.128746032714844,0.6836178302764893,6.18818998336792,7.3000006675720215,0.6863312125205994,8.781577110290527,0.6886960864067078,9.999999747378752e-05
7,6.196263790130615,10.722071647644043,0.6566775441169739,12.128746032714844,0.6832181215286255,6.176590919494629,7.087719440460205,0.6874091625213623,8.781577110290527,0.6876645088195801,9.999999747378752e-05
8,6.183924198150635,10.62084674835205,0.6518556475639343,12.128746032714844,0.6827885508537292,6.165380477905273,6.9766082763671875,0.6890268921852112,8.781577110290527,0.6867101788520813,9.999999747378752e-05
9,6.171090602874756,10.581744194030762,0.6467486023902893,12.128746032714844,0.6823081970214844,6.154445171356201,6.74074125289917,0.6910915374755859,8.781577110290527,0.6857911944389343,9.999999747378752e-05
10,6.156925201416016,10.552095413208008,0.6414039731025696,12.128746032714844,0.681649386882782,6.1435065269470215,6.619968414306641,0.6935734152793884,8.781577110290527,0.6848610043525696,9.999999747378752e-05
11,6.142183303833008,10.425843238830566,0.6358625292778015,12.128746032714844,0.6809530854225159,6.132584571838379,6.356351375579834,0.6964706778526306,8.781577110290527,0.6839616894721985,9.999999747378752e-05
12,6.124630451202393,10.323586463928223,0.6301748156547546,12.034758567810059,0.6798539161682129,6.121560573577881,6.224599361419678,0.6997432708740234,8.781577110290527,0.6830542683601379,9.999999747378752e-05
13,6.108212471008301,10.18403434753418,0.624387800693512,11.956831932067871,0.6789414286613464,6.110292434692383,6.224599361419678,0.7033969759941101,8.781577110290527,0.6821086406707764,9.999999747378752e-05
14,6.090035915374756,10.022229194641113,0.6185464262962341,11.916767120361328,0.6777228116989136,6.098932266235352,6.080298900604248,0.7073788642883301,8.564103126525879,0.6811255812644958,9.999999747378752e-05
15,6.071391582489014,9.941980361938477,0.6127064824104309,11.720759391784668,0.6764264106750488,6.087525367736816,6.080298900604248,0.7117015719413757,8.440000534057617,0.6802005767822266,9.999999747378752e-05
16,6.050601959228516,9.941980361938477,0.6069029569625854,11.736953735351562,0.6747913360595703,6.076330661773682,6.080298900604248,0.7163134217262268,8.440000534057617,0.6793022155761719,9.999999747378752e-05
17,6.026182174682617,9.894417762756348,0.6011652946472168,11.47949504852295,0.6725236773490906,6.064994812011719,6.080298900604248,0.7212384343147278,8.305556297302246,0.6784873008728027,9.999999747378752e-05
18,6.004791259765625,9.85704231262207,0.5955092310905457,11.415946960449219,0.6706669330596924,6.053498268127441,6.080298900604248,0.7264110445976257,8.15942096710205,0.677768886089325,9.999999747378752e-05
19,5.979662895202637,9.85704231262207,0.5899543166160583,11.351781845092773,0.66826993227005,6.042507171630859,6.080298900604248,0.7318143844604492,8.0,0.6772037148475647,9.999999747378752e-05
20,5.954370021820068,9.821885108947754,0.5844923853874207,11.27999210357666,0.6657724380493164,6.03186559677124,6.080298900604248,0.7373021245002747,7.825397491455078,0.6767427325248718,9.999999747378752e-05
21,5.91964054107666,9.753743171691895,0.5791664123535156,11.12707233428955,0.6619417667388916,6.021438121795654,6.080298900604248,0.743084728717804,7.825397491455078,0.6765696406364441,9.999999747378752e-05
22,5.8954901695251465,9.731305122375488,0.5739307403564453,11.043647766113281,0.6596432328224182,6.01112174987793,5.7837300300598145,0.7488760948181152,7.492063999176025,0.676590621471405,9.999999747378752e-05
23,5.86559534072876,9.696906089782715,0.5688270926475525,11.043647766113281,0.6562364101409912,6.001643180847168,5.449561595916748,0.7546529173851013,7.492063999176025,0.67677241563797,9.999999747378752e-05
24,5.82728385925293,9.724273681640625,0.5638446807861328,10.996723175048828,0.6518163681030273,5.992656230926514,5.449561595916748,0.7605175375938416,7.492063999176025,0.6772149205207825,9.999999747378752e-05
25,5.79770565032959,9.674882888793945,0.5589679479598999,10.890971183776855,0.6484740376472473,5.985336780548096,5.449561595916748,0.7664809823036194,7.3000006675720215,0.6783187985420227,9.999999747378752e-05
26,5.760283470153809,9.647181510925293,0.5541864037513733,10.724685668945312,0.643972635269165,5.977704048156738,5.449561595916748,0.7722752690315247,7.3000006675720215,0.679497241973877,9.999999747378752e-05
27,5.71524715423584,9.599176406860352,0.5494973659515381,10.65066909790039,0.6382671594619751,5.969874858856201,5.449561595916748,0.7780232429504395,7.3000006675720215,0.6804588437080383,9.999999747378752e-05
28,5.675025463104248,9.599176406860352,0.5448939800262451,10.520676612854004,0.6332294344902039,5.963159561157227,5.449561595916748,0.7836681008338928,7.087719440460205,0.6819060444831848,9.999999747378752e-05
29,5.63762092590332,9.599176406860352,0.540386438369751,10.3215913772583,0.6286531686782837,5.9588470458984375,5.449561595916748,0.7893245816230774,6.74074125289917,0.6838018298149109,9.999999747378752e-05
30,5.606118679046631,9.599176406860352,0.5359290838241577,10.217009544372559,0.6250468492507935,5.954438209533691,5.449561595916748,0.7947028279304504,6.619968414306641,0.685987651348114,9.999999747378752e-05
31,5.563038349151611,9.599176406860352,0.5315564274787903,10.307604789733887,0.619607150554657,5.952610492706299,5.449561595916748,0.7999398112297058,6.488215923309326,0.6886687278747559,9.999999747378752e-05
32,5.533403396606445,9.599176406860352,0.5272622108459473,10.062273979187012,0.6157413721084595,5.952830791473389,5.449561595916748,0.8050632476806641,6.080298900604248,0.6918192505836487,9.999999747378752e-05
33,5.4745001792907715,9.652212142944336,0.5230041742324829,9.990959167480469,0.6080211997032166,5.9538469314575195,5.449561595916748,0.8099082112312317,6.080298900604248,0.6951344609260559,9.999999747378752e-05
34,5.438899040222168,9.652212142944336,0.5188088417053223,9.988629341125488,0.6035577058792114,5.954308032989502,5.449561595916748,0.8144760727882385,5.921568393707275,0.6981474757194519,9.999999747378752e-05
35,5.404635429382324,9.652212142944336,0.5147085189819336,9.877729415893555,0.5990283489227295,5.957492828369141,5.449561595916748,0.8191673159599304,5.625,0.7017614841461182,9.999999747378752e-05
