dataset,model,fold,macro_f1,accuracy,n_test
blca,P-NET,1,43.836671802773495,55.55555555555556,81.0
blca,P-NET,2,43.5655737704918,58.0246913580247,81.0
blca,P-NET,3,46.11973392461197,59.25925925925925,81.0
blca,P-NET,4,47.05882352941176,54.32098765432099,81.0
blca,P-NET,5,53.45454545454545,60.0,80.0
blca,P-NET,mean,46.807069696366895,57.4320987654321,404.0
blca,P-NET,std,3.5792542210602267,2.1672205686411536,
