dataset,model,fold,macro_f1,accuracy,n_test
brca,MOGONET,1,10.180983335912911,8.653846153846153,104.0
brca,MOGONET,2,26.32678991169557,36.53846153846153,104.0
brca,MOGONET,3,15.705486113612622,24.03846153846154,104.0
brca,MOGONET,4,7.720672769853099,7.766990291262135,103.0
brca,MOGONET,5,7.0588235294117645,17.475728155339805,103.0
brca,MOGONET,mean,13.398551132097193,18.894697535474233,518.0
brca,MOGONET,std,7.144851268528748,10.662786652154134,
