dataset,model,fold,macro_f1,accuracy,n_test
blca,MOGAT,1,52.650675267083244,64.19753086419753,81.0
blca,MOGAT,2,46.15384615384615,56.79012345679012,81.0
blca,MOGAT,3,40.44117647058824,67.90123456790124,81.0
blca,MOGAT,4,46.11973392461197,59.25925925925925,81.0
blca,MOGAT,5,56.666666666666664,67.5,80.0
blca,MOGAT,mean,48.406419696559254,63.12962962962963,404.0
blca,MOGAT,std,5.656739421060986,4.4312045591972415,
