dataset,model,fold,macro_f1,accuracy,n_test
prostate,MOGAT,1,80.91683255916833,83.2512315270936,203.0
prostate,MOGAT,2,72.27462547089915,76.73267326732673,202.0
prostate,MOGAT,3,80.65134099616857,84.15841584158416,202.0
prostate,MOGAT,4,72.56823325788842,74.75247524752476,202.0
prostate,MOGAT,5,79.72759856630825,82.67326732673267,202.0
prostate,MOGAT,mean,77.22772617008654,80.31361264205239,1011.0
prostate,MOGAT,std,3.9452271711484266,3.8139077732448703,
