rank,gene,importance,recursion_depth
1,ACHE,1.0,2.055
2,ACTBL2,1.0,2.526
3,ACTN2,1.0,3.359
4,ADAM28,1.0,3.222
5,ADH1B,1.0,3.128
6,AKR1C2,1.0,3.501
7,ALDOC,1.0,1.964
8,ALK,1.0,2.080
9,ANKFN1,1.0,2.312
10,ANKRD30A,1.0,3.076
11,ANKRD45,1.0,3.356
12,ANXA8,1.0,3.969
13,ARMC4,1.0,2.618
14,ATP13A4,1.0,1.740
15,AURKA,1.0,3.185
16,AZGP1,1.0,2.447
17,B3GALT2,1.0,2.772
18,C10orf82,1.0,2.973
19,C11orf87,1.0,2.105
20,C12orf56,1.0,2.331
21,C14orf34,1.0,3.208
22,C16orf73,1.0,1.662
23,C18orf2,1.0,3.249
24,C1orf114,1.0,2.969
25,C1orf115,1.0,2.283
26,C2CD4C,1.0,2.558
27,C2orf89,1.0,2.859
28,C5orf49,1.0,2.579
29,C6orf118,1.0,2.528
30,C6orf165,1.0,2.732
31,C6orf97,1.0,3.283
32,CA9,1.0,2.470
33,CACNA1B,1.0,3.034
34,CACNA1I,1.0,3.218
35,CACNA1S,1.0,3.744
36,CALCA,1.0,3.373
37,CCDC160,1.0,3.143
38,CCL23,1.0,2.497
39,CCNO,1.0,2.507
40,CD163L1,1.0,3.237
41,CD209,1.0,3.101
42,CD3D,1.0,2.946
43,CDC20,1.0,2.285
44,CDC25C,1.0,2.252
45,CDH26,1.0,3.346
46,CHP2,1.0,3.247
47,CHRNA1,1.0,1.931
48,CKMT1A,1.0,2.373
49,CLDN5,1.0,2.239
50,CLUL1,1.0,2.350
51,CNN1,1.0,3.149
52,COL21A1,1.0,2.910
53,COL7A1,1.0,2.902
54,CPS1,1.0,3.585
55,CREB3L4,1.0,2.476
56,CRLF1,1.0,2.208
57,CSF2,1.0,2.725
58,CTSG,1.0,2.998
59,CYP21A2,1.0,2.164
60,CYP4F3,1.0,3.451
61,CYP4F8,1.0,3.069
62,DCC,1.0,3.180
63,DDC,1.0,3.279
64,DEGS2,1.0,2.180
65,DEPDC7,1.0,2.453
66,DERL3,1.0,2.270
67,DLK1,1.0,1.713
68,DMRT2,1.0,1.985
69,DNAH2,1.0,1.956
70,DNAH7,1.0,2.990
71,DNAJC22,1.0,2.004
72,DPY19L2,1.0,3.706
73,DYSFIP1,1.0,2.937
74,ECM1,1.0,2.235
75,EDNRB,1.0,2.767
76,EFCAB6,1.0,2.952
77,EFHB,1.0,2.411
78,ELAVL2,1.0,2.688
79,ENAM,1.0,3.497
80,ENPP3,1.0,2.337
81,EPHA8,1.0,1.365
82,EPR1,1.0,2.960
83,EPS8L3,1.0,2.786
84,EVPLL,1.0,1.929
85,F3,1.0,2.015
86,FA2H,1.0,2.359
87,FAM101A,1.0,2.895
88,FAM5C,1.0,2.717
89,FAM83A,1.0,2.755
90,FCN3,1.0,2.365
91,FGA,1.0,3.939
92,FMO5,1.0,2.606
93,GALNTL2,1.0,3.050
94,GBP6,1.0,3.015
95,GCNT3,1.0,2.933
96,GDA,1.0,2.474
97,GDF1,1.0,3.258
98,GGT3P,1.0,2.491
99,GLB1L2,1.0,2.849
100,GLDC,1.0,2.096
101,GLOD5,1.0,3.015
102,GPX2,1.0,3.094
103,GRIK2,1.0,3.140
104,GSDMA,1.0,3.616
105,GTF2H2B,1.0,1.520
106,GZMM,1.0,2.189
107,HAS2,1.0,3.111
108,HHIPL2,1.0,2.359
109,HLA-DQB2,1.0,1.788
110,HLA-DRB6,1.0,3.298
111,HMP19,1.0,1.021
112,HOXA9,1.0,2.748
113,HOXC4,1.0,3.597
114,HS3ST3A1,1.0,2.728
115,HSD11B1,1.0,2.881
116,IGF2BP3,1.0,2.815
117,IGSF9,1.0,2.130
118,IL17RB,1.0,2.315
119,IL31RA,1.0,1.618
120,IL6,1.0,1.809
121,IQGAP2,1.0,2.245
122,ISG15,1.0,2.994
123,ISM2,1.0,2.608
124,KCNC2,1.0,3.090
125,KCNF1,1.0,3.377
126,KLC3,1.0,2.795
127,KLK2,1.0,1.895
128,KLK8,1.0,2.304
129,KPRP,1.0,3.333
130,KRT6A,1.0,2.862
131,KRT6C,1.0,3.409
132,KRT74,1.0,2.929
133,KRT77,1.0,3.285
134,KRT80,1.0,2.382
135,KSR2,1.0,3.486
136,LOC100132354,1.0,3.369
137,LOC121838,1.0,1.642
138,LOC149620,1.0,3.539
139,LOC162632,1.0,2.189
140,LOC283867,1.0,3.440
141,LOC285629,1.0,3.231
142,LOC728606,1.0,1.746
