rank,gene,importance,recursion_depth
1,ABCC5,1.0,1.486
2,FAM83E,1.0,1.629
3,GAD1,1.0,1.361
4,GPR109B,1.0,1.000
5,IL31RA,1.0,1.962
6,KPNA7,1.0,1.751
7,MGC87042,1.0,1.658
8,OTX1,1.0,2.218
9,PLAC1,1.0,1.545
10,SDR16C5,1.0,1.331
11,SFTA1P,1.0,2.740
12,TBX4,1.0,1.054
13,?|652919,0.0,
14,?|729884,0.0,
15,?|90288,0.0,
16,A2BP1,0.0,
17,A2ML1,0.0,
18,AADAC,0.0,
19,AADACL2,0.0,
20,ABAT,0.0,
21,ABCA10,0.0,
22,ABCA12,0.0,
23,ABCA13,0.0,
24,ABCA3,0.0,
25,ABCA4,0.0,
26,ABCA6,0.0,
27,ABCA8,0.0,
28,ABCA9,0.0,
29,ABCB5,0.0,
30,ABCC11,0.0,
31,ABCC12,0.0,
32,ABCC13,0.0,
33,ABCC2,0.0,
34,ABCC3,0.0,
35,ABCC6,0.0,
36,ABCC6P1,0.0,
37,ABCC6P2,0.0,
38,ABCC8,0.0,
39,ABCD2,0.0,
40,ABHD12B,0.0,
41,ABI3BP,0.0,
42,ABO,0.0,
43,ABP1,0.0,
44,ACADL,0.0,
45,ACAN,0.0,
46,ACBD7,0.0,
47,ACE2,0.0,
48,ACHE,0.0,
49,ACMSD,0.0,
50,ACOT11,0.0,
51,ACOX2,0.0,
52,ACOXL,0.0,
53,ACPP,0.0,
54,ACSL5,0.0,
55,ACSM1,0.0,
56,ACSM3,0.0,
57,ACSM5,0.0,
58,ACSS3,0.0,
59,ACTA1,0.0,
60,ACTBL2,0.0,
61,ACTC1,0.0,
62,ACTG2,0.0,
63,ACTL8,0.0,
64,ACTN2,0.0,
65,ACVR1C,0.0,
66,ACY3,0.0,
67,ADAM12,0.0,
68,ADAM22,0.0,
69,ADAM23,0.0,
70,ADAM28,0.0,
71,ADAM32,0.0,
72,ADAM33,0.0,
73,ADAM6,0.0,
74,ADAMDEC1,0.0,
75,ADAMTS12,0.0,
76,ADAMTS14,0.0,
77,ADAMTS15,0.0,
78,ADAMTS16,0.0,
79,ADAMTS18,0.0,
80,ADAMTS19,0.0,
81,ADAMTS2,0.0,
82,ADAMTS20,0.0,
83,ADAMTS5,0.0,
84,ADAMTS8,0.0,
85,ADAMTSL3,0.0,
86,ADAMTSL5,0.0,
87,ADARB2,0.0,
88,ADCY1,0.0,
89,ADCY2,0.0,
90,ADCY5,0.0,
91,ADCY8,0.0,
92,ADCYAP1,0.0,
93,ADD2,0.0,
94,ADH1A,0.0,
95,ADH1B,0.0,
96,ADH1C,0.0,
97,ADH7,0.0,
98,ADIPOQ,0.0,
99,ADM,0.0,
100,ADORA1,0.0,
101,ADORA2B,0.0,
102,ADPRHL1,0.0,
103,ADRA1B,0.0,
104,ADRA2A,0.0,
105,ADRA2C,0.0,
106,ADRB1,0.0,
107,ADRB2,0.0,
108,AFAP1L2,0.0,
109,AFF2,0.0,
110,AFF3,0.0,
111,AFP,0.0,
112,AGER,0.0,
113,AGPAT9,0.0,
114,AGR2,0.0,
115,AGR3,0.0,
116,AGT,0.0,
117,AGTR1,0.0,
118,AGTR2,0.0,
119,AGXT2L1,0.0,
120,AHNAK2,0.0,
121,AIF1L,0.0,
122,AIM1L,0.0,
123,AIM2,0.0,
124,AJAP1,0.0,
125,AK3L1,0.0,
126,AK5,0.0,
127,AKAP14,0.0,
128,AKAP2,0.0,
129,AKR1B10,0.0,
130,AKR1B15,0.0,
131,AKR1C1,0.0,
132,AKR1C2,0.0,
133,AKR1C3,0.0,
134,AKR1E2,0.0,
135,AKR7A3,0.0,
136,ALB,0.0,
137,ALDH1A1,0.0,
138,ALDH1A2,0.0,
139,ALDH1A3,0.0,
140,ALDH1L1,0.0,
141,ALDH3A1,0.0,
142,ALDH3B1,0.0,
143,ALDH3B2,0.0,
144,ALDOC,0.0,
145,ALG1L,0.0,
146,ALK,0.0,
147,ALOX12,0.0,
148,ALOX12B,0.0,
149,ALOX12P2,0.0,
150,ALOX15,0.0,
151,ALOX15B,0.0,
152,ALOX5,0.0,
153,ALOXE3,0.0,
154,ALPK2,0.0,
155,ALPL,0.0,
156,ALPP,0.0,
157,ALPPL2,0.0,
158,ALX1,0.0,
159,AMBP,0.0,
160,AMDHD1,0.0,
161,AMH,0.0,
162,AMN,0.0,
163,AMOT,0.0,
164,AMPD1,0.0,
165,AMPH,0.0,
166,AMTN,0.0,
167,AMY1A,0.0,
168,AMY2B,0.0,
169,AMZ1,0.0,
170,ANGPT1,0.0,
171,ANGPTL1,0.0,
172,ANGPTL4,0.0,
173,ANGPTL7,0.0,
174,ANK1,0.0,
175,ANK2,0.0,
176,ANKFN1,0.0,
177,ANKRD1,0.0,
178,ANKRD2,0.0,
179,ANKRD22,0.0,
180,ANKRD29,0.0,
181,ANKRD30A,0.0,
182,ANKRD30B,0.0,
183,ANKRD34B,0.0,
184,ANKRD35,0.0,
185,ANKRD43,0.0,
186,ANKRD45,0.0,
187,ANKS1B,0.0,
188,ANLN,0.0,
189,ANO1,0.0,
190,ANO3,0.0,
191,ANO5,0.0,
192,ANPEP,0.0,
193,ANXA1,0.0,
194,ANXA10,0.0,
195,ANXA13,0.0,
196,ANXA2P3,0.0,
197,ANXA3,0.0,
198,ANXA8,0.0,
199,ANXA8L2,0.0,
200,ANXA9,0.0,
