rank,gene,importance,recursion_depth
1,ACHE,1.0,2.359
2,ACTBL2,1.0,2.711
3,ACTN2,1.0,3.264
4,ADAM28,1.0,3.218
5,ADH1B,1.0,3.444
6,AKR1C2,1.0,3.671
7,ALDOC,1.0,2.002
8,ALK,1.0,2.560
9,ANKFN1,1.0,2.426
10,ANKRD30A,1.0,3.189
11,ANKRD45,1.0,3.581
12,ANXA8,1.0,3.901
13,ARMC4,1.0,2.088
14,ATP13A4,1.0,2.033
15,AURKA,1.0,2.931
16,AZGP1,1.0,2.365
17,B3GALT2,1.0,3.130
18,C10orf82,1.0,2.866
19,C11orf87,1.0,2.294
20,C12orf56,1.0,2.423
21,C14orf34,1.0,2.962
22,C16orf73,1.0,1.989
23,C18orf2,1.0,2.805
24,C1orf114,1.0,2.857
25,C1orf115,1.0,2.449
26,C2CD4C,1.0,2.891
27,C2orf89,1.0,2.361
28,C5orf49,1.0,2.730
29,C6orf118,1.0,2.751
30,C6orf165,1.0,2.904
31,C6orf97,1.0,3.734
32,CA9,1.0,2.545
33,CACNA1B,1.0,3.140
34,CACNA1I,1.0,3.312
35,CACNA1S,1.0,3.761
36,CALCA,1.0,2.203
37,CCDC160,1.0,3.207
38,CCL23,1.0,1.977
39,CCNO,1.0,2.252
40,CD163L1,1.0,2.927
41,CD209,1.0,3.281
42,CD3D,1.0,3.331
43,CDC20,1.0,2.392
44,CDC25C,1.0,1.943
45,CDH26,1.0,3.327
46,CHP2,1.0,3.191
47,CHRNA1,1.0,1.883
48,CKMT1A,1.0,2.296
49,CLDN5,1.0,2.057
50,CLUL1,1.0,2.270
51,CNN1,1.0,3.235
52,COL21A1,1.0,3.033
53,COL7A1,1.0,2.939
54,CPS1,1.0,3.734
55,CREB3L4,1.0,1.966
56,CRLF1,1.0,2.620
57,CSF2,1.0,2.962
58,CTSG,1.0,2.591
59,CYP21A2,1.0,2.002
60,CYP4F3,1.0,3.212
61,CYP4F8,1.0,3.151
62,DCC,1.0,3.300
63,DDC,1.0,3.489
64,DEGS2,1.0,1.994
65,DEPDC7,1.0,2.767
66,DERL3,1.0,2.166
67,DLK1,1.0,1.707
68,DMRT2,1.0,1.843
69,DNAH2,1.0,2.511
70,DNAH7,1.0,3.241
71,DNAJC22,1.0,2.140
72,DPY19L2,1.0,3.052
73,DYSFIP1,1.0,3.046
74,ECM1,1.0,2.304
75,EDNRB,1.0,3.126
76,EFCAB6,1.0,2.897
77,EFHB,1.0,2.088
78,ELAVL2,1.0,2.407
79,ENAM,1.0,3.220
80,ENPP3,1.0,2.170
81,EPHA8,1.0,1.971
82,EPR1,1.0,2.925
83,EPS8L3,1.0,2.417
84,EVPLL,1.0,1.753
85,F3,1.0,2.373
86,FA2H,1.0,2.432
87,FAM101A,1.0,2.683
88,FAM5C,1.0,2.985
89,FAM83A,1.0,2.711
90,FCN3,1.0,2.681
91,FGA,1.0,3.740
92,FMO5,1.0,2.816
93,GALNTL2,1.0,2.543
94,GBP6,1.0,3.277
95,GCNT3,1.0,2.964
96,GDA,1.0,2.891
97,GDF1,1.0,3.145
98,GGT3P,1.0,2.294
99,GLB1L2,1.0,2.434
100,GLDC,1.0,2.893
101,GLOD5,1.0,3.052
102,GPX2,1.0,3.159
103,GRIK2,1.0,3.163
104,GSDMA,1.0,3.558
105,GTF2H2B,1.0,1.641
106,GZMM,1.0,2.046
107,HAS2,1.0,3.038
108,HHIPL2,1.0,2.025
109,HLA-DQB2,1.0,1.834
110,HLA-DRB6,1.0,3.321
111,HMP19,1.0,1.277
112,HOXA9,1.0,2.765
113,HOXC4,1.0,3.514
114,HS3ST3A1,1.0,3.113
115,HSD11B1,1.0,3.109
116,IGF2BP3,1.0,2.396
117,IGSF9,1.0,1.870
118,IL17RB,1.0,2.015
119,IL31RA,1.0,1.872
120,IL6,1.0,2.006
121,IQGAP2,1.0,2.545
122,ISG15,1.0,2.675
123,ISM2,1.0,2.459
124,KCNC2,1.0,3.411
125,KCNF1,1.0,3.367
126,KLC3,1.0,3.296
127,KLK2,1.0,1.522
128,KLK8,1.0,2.797
129,KPRP,1.0,3.394
130,KRT6A,1.0,2.841
131,KRT6C,1.0,3.113
132,KRT74,1.0,1.784
133,KRT77,1.0,2.333
134,KRT80,1.0,2.222
135,KSR2,1.0,3.553
136,LOC100132354,1.0,3.541
137,LOC121838,1.0,2.174
138,LOC149620,1.0,3.317
139,LOC162632,1.0,2.199
140,LOC283867,1.0,3.390
141,LOC285629,1.0,3.050
142,LOC728606,1.0,2.013
143,LOC84740,1.0,1.966
144,MAB21L2,1.0,2.337
145,MAGEA6,1.0,3.507
146,MAOB,1.0,1.914
147,MAPK4,1.0,3.507
148,MFSD4,1.0,1.841
149,MLC1,1.0,2.746
150,MRAP2,1.0,3.033
151,MRGPRX3,1.0,3.461
152,MT1A,1.0,3.600
153,MT1G,1.0,3.491
154,MUC5B,1.0,3.224
155,MYBPH,1.0,3.365
156,MYH14,1.0,3.413
157,MYOZ3,1.0,3.294
158,NCAPH,1.0,2.113
159,NCCRP1,1.0,3.228
160,NKAIN4,1.0,3.384
161,NOG,1.0,2.931
162,NOS1,1.0,2.922
163,NPW,1.0,2.386
164,NR3C2,1.0,3.289
165,NSUN7,1.0,1.373
166,NTNG1,1.0,3.440
167,NTRK2,1.0,3.067
168,NXPH3,1.0,1.996
169,OLFM1,1.0,2.629
170,ORM2,1.0,3.241
171,PACSIN1,1.0,1.484
172,PARM1,1.0,3.214
173,PARP15,1.0,2.367
174,PCDH8,1.0,2.577
175,PCDHA12,1.0,3.843
176,PCDHA6,1.0,3.377
177,PCDHGB1,1.0,3.048
178,PDE4C,1.0,1.807
179,PDIA2,1.0,1.920
180,PDK4,1.0,1.612
181,PDLIM4,1.0,2.761
182,PEBP4,1.0,3.036
183,PGC,1.0,1.922
184,PI15,1.0,2.706
185,PIGR,1.0,3.520
186,PIK3C2G,1.0,2.115
187,PKMYT1,1.0,3.966
188,PLA2G4F,1.0,2.602
189,PLAG1,1.0,3.092
190,PLEKHN1,1.0,2.782
191,PLXNC1,1.0,2.119
192,PNMA6A,1.0,2.807
193,POU2AF1,1.0,3.430
194,PPP1R1B,1.0,2.063
195,PRKG1,1.0,3.145
196,PRSS21,1.0,2.675
197,PTGIS,1.0,2.801
198,PTPRZ1,1.0,2.600
199,PYHIN1,1.0,2.367
200,PYY2,1.0,3.015
