rank,gene,importance,recursion_depth
1,AMN,1.0,2.061
2,CABYR,1.0,1.424
3,DLX4,1.0,1.279
4,IL31RA,1.0,1.671
5,KCNG3,1.0,1.017
6,KCNK9,1.0,1.071
7,KIAA0802,1.0,1.000
8,MIA2,1.0,1.566
9,PITX1,1.0,1.000
10,SCTR,1.0,1.057
11,SFN,1.0,2.434
12,SFTA1P,1.0,1.233
13,SLC7A5,1.0,1.763
14,TCF21,1.0,1.000
15,TOX3,1.0,1.040
16,TREML3,1.0,3.099
17,?|652919,0.0,
18,?|729884,0.0,
19,?|90288,0.0,
20,A2BP1,0.0,
21,A2ML1,0.0,
22,AADAC,0.0,
23,AADACL2,0.0,
24,ABAT,0.0,
25,ABCA10,0.0,
26,ABCA12,0.0,
27,ABCA13,0.0,
28,ABCA17P,0.0,
29,ABCA3,0.0,
30,ABCA4,0.0,
31,ABCA6,0.0,
32,ABCA8,0.0,
33,ABCA9,0.0,
34,ABCB5,0.0,
35,ABCC11,0.0,
36,ABCC12,0.0,
37,ABCC13,0.0,
38,ABCC2,0.0,
39,ABCC3,0.0,
40,ABCC5,0.0,
41,ABCC6,0.0,
42,ABCC6P1,0.0,
43,ABCC6P2,0.0,
44,ABCC8,0.0,
45,ABCD2,0.0,
46,ABHD12B,0.0,
47,ABI3BP,0.0,
48,ABO,0.0,
49,ABP1,0.0,
50,ACADL,0.0,
51,ACAN,0.0,
52,ACBD7,0.0,
53,ACE2,0.0,
54,ACHE,0.0,
55,ACMSD,0.0,
56,ACOT11,0.0,
57,ACOX2,0.0,
58,ACOXL,0.0,
59,ACPP,0.0,
60,ACSL5,0.0,
61,ACSM1,0.0,
62,ACSM3,0.0,
63,ACSM5,0.0,
64,ACSS3,0.0,
65,ACTA1,0.0,
66,ACTBL2,0.0,
67,ACTC1,0.0,
68,ACTG2,0.0,
69,ACTL8,0.0,
70,ACTN2,0.0,
71,ACVR1C,0.0,
72,ACY3,0.0,
73,ADAM12,0.0,
74,ADAM22,0.0,
75,ADAM23,0.0,
76,ADAM28,0.0,
77,ADAM32,0.0,
78,ADAM33,0.0,
79,ADAM6,0.0,
80,ADAMDEC1,0.0,
81,ADAMTS12,0.0,
82,ADAMTS14,0.0,
83,ADAMTS15,0.0,
84,ADAMTS16,0.0,
85,ADAMTS18,0.0,
86,ADAMTS19,0.0,
87,ADAMTS2,0.0,
88,ADAMTS20,0.0,
89,ADAMTS5,0.0,
90,ADAMTS8,0.0,
91,ADAMTSL3,0.0,
92,ADAMTSL5,0.0,
93,ADARB2,0.0,
94,ADCY1,0.0,
95,ADCY2,0.0,
96,ADCY5,0.0,
97,ADCY8,0.0,
98,ADCYAP1,0.0,
99,ADD2,0.0,
100,ADH1A,0.0,
101,ADH1B,0.0,
102,ADH1C,0.0,
103,ADH7,0.0,
104,ADIPOQ,0.0,
105,ADM,0.0,
106,ADORA1,0.0,
107,ADORA2B,0.0,
108,ADPRHL1,0.0,
109,ADRA1B,0.0,
110,ADRA2A,0.0,
111,ADRA2B,0.0,
112,ADRA2C,0.0,
113,ADRB1,0.0,
114,ADRB2,0.0,
115,AFAP1L2,0.0,
116,AFF2,0.0,
117,AFF3,0.0,
118,AFP,0.0,
119,AGER,0.0,
120,AGPAT9,0.0,
121,AGR2,0.0,
122,AGR3,0.0,
123,AGT,0.0,
124,AGTR1,0.0,
125,AGTR2,0.0,
126,AGXT2L1,0.0,
127,AHNAK2,0.0,
128,AIF1L,0.0,
129,AIM1L,0.0,
130,AIM2,0.0,
131,AJAP1,0.0,
132,AK3L1,0.0,
133,AK5,0.0,
134,AKAP2,0.0,
135,AKR1B10,0.0,
136,AKR1B15,0.0,
137,AKR1C1,0.0,
138,AKR1C2,0.0,
139,AKR1C3,0.0,
140,AKR1E2,0.0,
141,AKR7A3,0.0,
142,ALB,0.0,
143,ALDH1A1,0.0,
144,ALDH1A2,0.0,
145,ALDH1A3,0.0,
146,ALDH1L1,0.0,
147,ALDH3A1,0.0,
148,ALDH3B1,0.0,
149,ALDH3B2,0.0,
150,ALDOC,0.0,
151,ALG1L,0.0,
152,ALK,0.0,
153,ALOX12,0.0,
154,ALOX12B,0.0,
155,ALOX12P2,0.0,
156,ALOX15,0.0,
157,ALOX15B,0.0,
158,ALOX5,0.0,
159,ALOXE3,0.0,
160,ALPK2,0.0,
161,ALPL,0.0,
162,ALPP,0.0,
163,ALPPL2,0.0,
164,ALS2CL,0.0,
165,ALS2CR11,0.0,
166,ALX1,0.0,
167,AMBP,0.0,
168,AMDHD1,0.0,
169,AMH,0.0,
170,AMOT,0.0,
171,AMPD1,0.0,
172,AMPH,0.0,
173,AMTN,0.0,
174,AMY1A,0.0,
175,AMY2B,0.0,
176,AMZ1,0.0,
177,ANGPT1,0.0,
178,ANGPTL1,0.0,
179,ANGPTL4,0.0,
180,ANGPTL7,0.0,
181,ANK1,0.0,
182,ANK2,0.0,
183,ANKFN1,0.0,
184,ANKRD1,0.0,
185,ANKRD2,0.0,
186,ANKRD22,0.0,
187,ANKRD29,0.0,
188,ANKRD30A,0.0,
189,ANKRD30B,0.0,
190,ANKRD34B,0.0,
191,ANKRD35,0.0,
192,ANKRD43,0.0,
193,ANKRD45,0.0,
194,ANKS1B,0.0,
195,ANLN,0.0,
196,ANO1,0.0,
197,ANO3,0.0,
198,ANO5,0.0,
199,ANPEP,0.0,
200,ANXA1,0.0,
