rank,gene,importance,recursion_depth
1,C10orf99,1.0,2.038
2,CSDAP1,1.0,2.744
3,FAM83E,1.0,2.960
4,GPR109B,1.0,3.294
5,SDR16C5,1.0,1.235
6,?|652919,0.0,
7,?|729884,0.0,
8,?|90288,0.0,
9,A2BP1,0.0,
10,A2ML1,0.0,
11,AADAC,0.0,
12,AADACL2,0.0,
13,ABAT,0.0,
14,ABCA10,0.0,
15,ABCA12,0.0,
16,ABCA13,0.0,
17,ABCA3,0.0,
18,ABCA4,0.0,
19,ABCA6,0.0,
20,ABCA8,0.0,
21,ABCA9,0.0,
22,ABCB5,0.0,
23,ABCC11,0.0,
24,ABCC12,0.0,
25,ABCC13,0.0,
26,ABCC2,0.0,
27,ABCC3,0.0,
28,ABCC5,0.0,
29,ABCC6,0.0,
30,ABCC6P1,0.0,
31,ABCC6P2,0.0,
32,ABCC8,0.0,
33,ABCD2,0.0,
34,ABHD12B,0.0,
35,ABI3BP,0.0,
36,ABO,0.0,
37,ABP1,0.0,
38,ACADL,0.0,
39,ACAN,0.0,
40,ACBD7,0.0,
41,ACE2,0.0,
42,ACHE,0.0,
43,ACMSD,0.0,
44,ACOT11,0.0,
45,ACOX2,0.0,
46,ACOXL,0.0,
47,ACPP,0.0,
48,ACSL5,0.0,
49,ACSM1,0.0,
50,ACSM3,0.0,
51,ACSM5,0.0,
52,ACSS3,0.0,
53,ACTA1,0.0,
54,ACTBL2,0.0,
55,ACTC1,0.0,
56,ACTG2,0.0,
57,ACTL8,0.0,
58,ACTN2,0.0,
59,ACVR1C,0.0,
60,ACY3,0.0,
61,ADAM12,0.0,
62,ADAM22,0.0,
63,ADAM23,0.0,
64,ADAM28,0.0,
65,ADAM32,0.0,
66,ADAM33,0.0,
67,ADAM6,0.0,
68,ADAMDEC1,0.0,
69,ADAMTS12,0.0,
70,ADAMTS14,0.0,
71,ADAMTS15,0.0,
72,ADAMTS16,0.0,
73,ADAMTS18,0.0,
74,ADAMTS19,0.0,
75,ADAMTS2,0.0,
76,ADAMTS20,0.0,
77,ADAMTS5,0.0,
78,ADAMTS8,0.0,
79,ADAMTSL3,0.0,
80,ADAMTSL5,0.0,
81,ADARB2,0.0,
82,ADCY1,0.0,
83,ADCY2,0.0,
84,ADCY5,0.0,
85,ADCY8,0.0,
86,ADCYAP1,0.0,
87,ADD2,0.0,
88,ADH1A,0.0,
89,ADH1B,0.0,
90,ADH1C,0.0,
91,ADH7,0.0,
92,ADIPOQ,0.0,
93,ADM,0.0,
94,ADORA1,0.0,
95,ADORA2B,0.0,
96,ADPRHL1,0.0,
97,ADRA1B,0.0,
98,ADRA2A,0.0,
99,ADRA2C,0.0,
100,ADRB1,0.0,
101,ADRB2,0.0,
102,AFAP1L2,0.0,
103,AFF2,0.0,
104,AFF3,0.0,
105,AFP,0.0,
106,AGER,0.0,
107,AGPAT9,0.0,
108,AGR2,0.0,
109,AGR3,0.0,
110,AGT,0.0,
111,AGTR1,0.0,
112,AGTR2,0.0,
113,AGXT2L1,0.0,
114,AHNAK2,0.0,
115,AIF1L,0.0,
116,AIM1L,0.0,
117,AIM2,0.0,
118,AJAP1,0.0,
119,AK3L1,0.0,
120,AK5,0.0,
121,AKAP14,0.0,
122,AKAP2,0.0,
123,AKR1B10,0.0,
124,AKR1B15,0.0,
125,AKR1C1,0.0,
126,AKR1C2,0.0,
127,AKR1C3,0.0,
128,AKR1E2,0.0,
129,AKR7A3,0.0,
130,ALB,0.0,
131,ALDH1A1,0.0,
132,ALDH1A2,0.0,
133,ALDH1A3,0.0,
134,ALDH1L1,0.0,
135,ALDH3A1,0.0,
136,ALDH3B1,0.0,
137,ALDH3B2,0.0,
138,ALDOC,0.0,
139,ALG1L,0.0,
140,ALK,0.0,
141,ALOX12,0.0,
142,ALOX12B,0.0,
143,ALOX12P2,0.0,
144,ALOX15,0.0,
145,ALOX15B,0.0,
146,ALOX5,0.0,
147,ALOXE3,0.0,
148,ALPK2,0.0,
149,ALPL,0.0,
150,ALPP,0.0,
151,ALPPL2,0.0,
152,ALX1,0.0,
153,AMBP,0.0,
154,AMDHD1,0.0,
155,AMH,0.0,
156,AMN,0.0,
157,AMOT,0.0,
158,AMPD1,0.0,
159,AMPH,0.0,
160,AMTN,0.0,
161,AMY1A,0.0,
162,AMY2B,0.0,
163,AMZ1,0.0,
164,ANGPT1,0.0,
165,ANGPTL1,0.0,
166,ANGPTL4,0.0,
167,ANGPTL7,0.0,
168,ANK1,0.0,
169,ANK2,0.0,
170,ANKFN1,0.0,
171,ANKRD1,0.0,
172,ANKRD2,0.0,
173,ANKRD22,0.0,
174,ANKRD29,0.0,
175,ANKRD30A,0.0,
176,ANKRD30B,0.0,
177,ANKRD34B,0.0,
178,ANKRD35,0.0,
179,ANKRD43,0.0,
180,ANKRD45,0.0,
181,ANKS1B,0.0,
182,ANLN,0.0,
183,ANO1,0.0,
184,ANO3,0.0,
185,ANO5,0.0,
186,ANPEP,0.0,
187,ANXA1,0.0,
188,ANXA10,0.0,
189,ANXA13,0.0,
190,ANXA2P3,0.0,
191,ANXA3,0.0,
192,ANXA8,0.0,
193,ANXA8L2,0.0,
194,ANXA9,0.0,
195,AOAH,0.0,
196,AOC3,0.0,
197,AOX1,0.0,
198,AP3B2,0.0,
199,APBA2,0.0,
200,APCDD1L,0.0,
