rank,gene,importance,recursion_depth
1,A2ML1,1.0,2.593
2,ABO,1.0,3.403
3,ACTL8,1.0,1.000
4,ADAM12,1.0,1.000
5,ADAM22,1.0,3.816
6,AFF3,1.0,1.006
7,AFP,1.0,3.321
8,AGER,1.0,2.757
9,AHNAK2,1.0,1.000
10,ALDH3B2,1.0,3.572
11,ALDOC,1.0,1.000
12,ALG1L,1.0,1.054
13,ALPPL2,1.0,2.795
14,AMN,1.0,3.893
15,ANKS1B,1.0,3.491
16,ANLN,1.0,3.354
17,ANXA8,1.0,1.000
18,ANXA9,1.0,3.235
19,AQP5,1.0,2.620
20,ASAM,1.0,3.843
21,ASB5,1.0,1.000
22,BCL2,1.0,1.000
23,BRIP1,1.0,1.000
24,C2orf72,1.0,1.000
25,C7orf57,1.0,1.115
26,C7orf58,1.0,2.914
27,CACNB4,1.0,2.792
28,CADM1,1.0,2.803
29,CATSPER1,1.0,1.000
30,CCL11,1.0,3.113
31,CCL19,1.0,3.981
32,CCL28,1.0,1.000
33,CCL3L1,1.0,1.000
34,CCL8,1.0,3.472
35,CD3E,1.0,3.690
36,CD7,1.0,2.226
37,CDC20,1.0,1.000
38,CDC45,1.0,3.231
39,CDKN2B,1.0,3.449
40,CENPI,1.0,3.438
41,CFI,1.0,1.922
42,CHRDL1,1.0,1.000
43,CIDEA,1.0,1.000
44,CLDN6,1.0,3.660
45,CLIC6,1.0,3.644
46,CLSTN2,1.0,1.000
47,CNTNAP2,1.0,3.067
48,COL14A1,1.0,3.380
49,COL4A3,1.0,3.476
50,COL6A3,1.0,2.585
51,CPA4,1.0,2.918
52,CPAMD8,1.0,3.985
53,CRLF1,1.0,2.849
54,CRTAC1,1.0,3.499
55,CT62,1.0,1.000
56,CYP4Z2P,1.0,1.000
57,DGCR9,1.0,3.595
58,DLX4,1.0,1.023
59,DLX5,1.0,2.711
60,DNAH5,1.0,2.902
61,DNASE1L2,1.0,1.637
62,DNASE2B,1.0,2.868
63,DNER,1.0,3.813
64,DOC2B,1.0,3.950
65,DYNC1I1,1.0,2.620
66,EDA2R,1.0,3.943
67,EDNRB,1.0,3.327
68,EFHB,1.0,3.644
69,ELAVL2,1.0,1.000
70,ENHO,1.0,3.174
71,EPPK1,1.0,3.243
72,ERP27,1.0,3.782
73,EXTL1,1.0,3.859
74,FADS2,1.0,2.811
75,FAM111B,1.0,1.000
76,FAM154B,1.0,3.576
77,FAM178B,1.0,2.451
78,FAM190A,1.0,2.868
79,FAM5B,1.0,3.667
80,FAM83E,1.0,3.078
81,FCAMR,1.0,1.000
82,FGFR4,1.0,3.457
83,FIBIN,1.0,3.832
84,FLT3,1.0,3.667
85,FMO1,1.0,3.277
86,FREM2,1.0,3.365
87,FUT3,1.0,3.667
88,GABRQ,1.0,2.597
89,GAD1,1.0,2.994
90,GALNTL1,1.0,3.229
91,GDF5,1.0,3.954
92,GJB2,1.0,3.262
93,GPNMB,1.0,3.572
94,GRIA4,1.0,4.000
95,GRIN2A,1.0,1.904
96,GSDMC,1.0,3.384
97,HAS3,1.0,2.975
98,HGF,1.0,3.476
99,HLA-DQB1,1.0,3.099
100,HLA-DRB6,1.0,3.503
101,HNF4G,1.0,3.143
102,HOXA1,1.0,2.891
103,HOXD10,1.0,3.350
104,HOXD13,1.0,1.925
105,HOXD4,1.0,3.423
106,HOXD9,1.0,3.457
107,HS3ST6,1.0,3.943
108,HSPB6,1.0,1.000
109,HYDIN,1.0,3.629
110,IGF2,1.0,1.000
111,IGFL3,1.0,1.671
112,IL1RL1,1.0,1.369
113,ITGA9,1.0,3.308
114,ITLN2,1.0,1.000
115,KCNB1,1.0,3.721
116,KCNK1,1.0,2.895
117,KIAA1244,1.0,2.027
118,KIF1A,1.0,3.155
119,KLK13,1.0,3.625
120,LAMA1,1.0,3.530
121,LASS1,1.0,3.048
122,LEMD1,1.0,3.885
123,LIN28B,1.0,1.000
124,LINGO4,1.0,3.392
125,LMO3,1.0,3.323
126,LOC154822,1.0,2.654
127,LOC220594,1.0,2.805
128,LOC283174,1.0,1.000
129,LOC284276,1.0,3.507
130,LOC440925,1.0,1.000
131,LOC728264,1.0,2.585
132,LONRF2,1.0,3.476
133,LY6D,1.0,3.507
134,LYPD1,1.0,3.268
135,LYZ,1.0,3.346
136,MAG,1.0,3.124
137,MAGEA1,1.0,2.830
138,MAGEA12,1.0,3.468
139,MAGED4,1.0,2.050
140,MAPK4,1.0,1.000
141,MCOLN3,1.0,3.736
142,METTL7B,1.0,4.000
143,MGC45800,1.0,1.000
144,MGP,1.0,3.943
145,MMP10,1.0,2.692
146,MPPED1,1.0,3.614
147,MRAP2,1.0,1.042
148,MS4A1,1.0,2.826
149,MUC21,1.0,1.711
150,MYBPH,1.0,3.625
151,MYOCD,1.0,3.304
152,MYT1,1.0,3.549
153,NAP1L6,1.0,3.380
154,NELL2,1.0,3.438
155,NIPAL1,1.0,2.994
156,NKG7,1.0,3.667
157,NKX2-3,1.0,3.660
158,NLRP5,1.0,3.648
159,NOD2,1.0,3.059
160,NPW,1.0,3.820
161,NR0B1,1.0,1.031
162,NR4A3,1.0,1.000
163,NRXN1,1.0,1.000
164,NTNG1,1.0,3.193
165,OIT3,1.0,1.000
166,OPRK1,1.0,1.000
167,OR2W3,1.0,2.795
168,P2RY10,1.0,3.449
169,PACSIN1,1.0,3.839
170,PADI3,1.0,1.000
171,PARD3B,1.0,3.511
172,PCDHA4,1.0,3.901
173,PCP4L1,1.0,2.815
174,PDGFD,1.0,3.465
175,PIGR,1.0,2.646
176,PLA2G3,1.0,3.969
177,PLEKHH1,1.0,3.415
178,PON3,1.0,3.465
179,POPDC3,1.0,1.000
180,POU5F1,1.0,2.960
181,PPFIA4,1.0,1.000
182,PPP1R14D,1.0,3.556
183,PRDM13,1.0,1.011
184,PRSS50,1.0,3.438
185,PSG1,1.0,1.000
186,PVRL1,1.0,3.273
187,RAB39B,1.0,1.143
188,RADIL,1.0,2.925
189,RASGRP1,1.0,3.625
190,RHOH,1.0,3.208
191,RLN2,1.0,3.878
192,ROR1,1.0,3.782
193,RPL9,1.0,1.000
