rank,gene,importance,recursion_depth
1,AURKA,1.0,1.824
2,C20orf56,1.0,2.713
3,CCBE1,1.0,1.650
4,ENAM,1.0,1.140
5,FGA,1.0,1.843
6,FGG,1.0,1.163
7,GALNT6,1.0,1.094
8,GNA15,1.0,1.704
9,HABP2,1.0,1.141
10,LAMC3,1.0,1.405
11,PTK6,1.0,1.315
12,SLC2A1,1.0,1.874
13,SOX2,1.0,1.243
14,?|652919,0.0,
15,?|729884,0.0,
16,?|90288,0.0,
17,A2BP1,0.0,
18,A2ML1,0.0,
19,AADAC,0.0,
20,AADACL2,0.0,
21,ABAT,0.0,
22,ABCA10,0.0,
23,ABCA12,0.0,
24,ABCA13,0.0,
25,ABCA3,0.0,
26,ABCA4,0.0,
27,ABCA6,0.0,
28,ABCA8,0.0,
29,ABCA9,0.0,
30,ABCB5,0.0,
31,ABCC11,0.0,
32,ABCC12,0.0,
33,ABCC13,0.0,
34,ABCC2,0.0,
35,ABCC3,0.0,
36,ABCC5,0.0,
37,ABCC6,0.0,
38,ABCC6P1,0.0,
39,ABCC6P2,0.0,
40,ABCC8,0.0,
41,ABCD2,0.0,
42,ABHD12B,0.0,
43,ABI3BP,0.0,
44,ABO,0.0,
45,ABP1,0.0,
46,ACADL,0.0,
47,ACAN,0.0,
48,ACBD7,0.0,
49,ACE2,0.0,
50,ACHE,0.0,
51,ACMSD,0.0,
52,ACOT11,0.0,
53,ACOX2,0.0,
54,ACOXL,0.0,
55,ACPP,0.0,
56,ACSL5,0.0,
57,ACSM1,0.0,
58,ACSM3,0.0,
59,ACSM5,0.0,
60,ACSS3,0.0,
61,ACTA1,0.0,
62,ACTBL2,0.0,
63,ACTC1,0.0,
64,ACTG2,0.0,
65,ACTL8,0.0,
66,ACTN2,0.0,
67,ACVR1C,0.0,
68,ACY3,0.0,
69,ADAM12,0.0,
70,ADAM22,0.0,
71,ADAM23,0.0,
72,ADAM28,0.0,
73,ADAM32,0.0,
74,ADAM33,0.0,
75,ADAM6,0.0,
76,ADAMDEC1,0.0,
77,ADAMTS12,0.0,
78,ADAMTS14,0.0,
79,ADAMTS15,0.0,
80,ADAMTS16,0.0,
81,ADAMTS18,0.0,
82,ADAMTS19,0.0,
83,ADAMTS2,0.0,
84,ADAMTS20,0.0,
85,ADAMTS5,0.0,
86,ADAMTS8,0.0,
87,ADAMTSL3,0.0,
88,ADAMTSL5,0.0,
89,ADARB2,0.0,
90,ADCY1,0.0,
91,ADCY2,0.0,
92,ADCY5,0.0,
93,ADCY8,0.0,
94,ADCYAP1,0.0,
95,ADD2,0.0,
96,ADH1A,0.0,
97,ADH1B,0.0,
98,ADH1C,0.0,
99,ADH7,0.0,
100,ADIPOQ,0.0,
101,ADM,0.0,
102,ADORA1,0.0,
103,ADORA2B,0.0,
104,ADPRHL1,0.0,
105,ADRA1B,0.0,
106,ADRA2A,0.0,
107,ADRA2C,0.0,
108,ADRB1,0.0,
109,ADRB2,0.0,
110,AFAP1L2,0.0,
111,AFF2,0.0,
112,AFF3,0.0,
113,AFP,0.0,
114,AGER,0.0,
115,AGPAT9,0.0,
116,AGR2,0.0,
117,AGR3,0.0,
118,AGT,0.0,
119,AGTR1,0.0,
120,AGTR2,0.0,
121,AGXT2L1,0.0,
122,AHNAK2,0.0,
123,AIF1L,0.0,
124,AIM1L,0.0,
125,AIM2,0.0,
126,AJAP1,0.0,
127,AK3L1,0.0,
128,AK5,0.0,
129,AKAP2,0.0,
130,AKR1B10,0.0,
131,AKR1B15,0.0,
132,AKR1C1,0.0,
133,AKR1C2,0.0,
134,AKR1C3,0.0,
135,AKR1E2,0.0,
136,AKR7A3,0.0,
137,ALB,0.0,
138,ALDH1A1,0.0,
139,ALDH1A2,0.0,
140,ALDH1A3,0.0,
141,ALDH1L1,0.0,
142,ALDH3A1,0.0,
143,ALDH3B1,0.0,
144,ALDH3B2,0.0,
145,ALDOC,0.0,
146,ALG1L,0.0,
147,ALK,0.0,
148,ALOX12,0.0,
149,ALOX12B,0.0,
150,ALOX12P2,0.0,
151,ALOX15,0.0,
152,ALOX15B,0.0,
153,ALOX5,0.0,
154,ALOXE3,0.0,
155,ALPK2,0.0,
156,ALPL,0.0,
157,ALPP,0.0,
158,ALPPL2,0.0,
159,ALS2CR11,0.0,
160,ALX1,0.0,
161,AMBP,0.0,
162,AMDHD1,0.0,
163,AMH,0.0,
164,AMN,0.0,
165,AMOT,0.0,
166,AMPD1,0.0,
167,AMPH,0.0,
168,AMTN,0.0,
169,AMY1A,0.0,
170,AMY2B,0.0,
171,AMZ1,0.0,
172,ANGPT1,0.0,
173,ANGPTL1,0.0,
174,ANGPTL4,0.0,
175,ANGPTL7,0.0,
176,ANK1,0.0,
177,ANK2,0.0,
178,ANKFN1,0.0,
179,ANKRD1,0.0,
180,ANKRD2,0.0,
181,ANKRD22,0.0,
182,ANKRD29,0.0,
183,ANKRD30A,0.0,
184,ANKRD30B,0.0,
185,ANKRD34B,0.0,
186,ANKRD35,0.0,
187,ANKRD43,0.0,
188,ANKRD45,0.0,
189,ANKS1B,0.0,
190,ANLN,0.0,
191,ANO1,0.0,
192,ANO3,0.0,
193,ANO5,0.0,
194,ANPEP,0.0,
195,ANXA1,0.0,
196,ANXA10,0.0,
197,ANXA2P3,0.0,
198,ANXA3,0.0,
199,ANXA8,0.0,
200,ANXA8L2,0.0,
