rank,gene,importance,recursion_depth
1,ABAT,1.0,2.922
2,ABO,1.0,1.927
3,ACADL,1.0,2.941
4,ACAN,1.0,1.929
5,ADAM28,1.0,2.663
6,ADRB1,1.0,3.151
7,AGPAT9,1.0,2.600
8,AKR1C1,1.0,2.893
9,AMPH,1.0,2.623
10,ANKRD45,1.0,3.562
11,ASPHD1,1.0,3.815
12,ASXL3,1.0,3.591
13,ATP8A1,1.0,1.182
14,BAALC,1.0,2.488
15,BBOX1,1.0,1.690
16,BEST3,1.0,2.329
17,BEX1,1.0,1.455
18,BMP2,1.0,2.620
19,BRIP1,1.0,3.859
20,C10orf79,1.0,2.379
21,C11orf70,1.0,3.740
22,C11orf87,1.0,3.386
23,C15orf48,1.0,3.021
24,C20orf26,1.0,2.629
25,C2orf62,1.0,3.491
26,C2orf72,1.0,2.532
27,C6,1.0,1.468
28,C8orf4,1.0,3.365
29,CARNS1,1.0,3.300
30,CCDC65,1.0,1.157
31,CCDC74B,1.0,2.382
32,CCDC85A,1.0,3.145
33,CDCA3,1.0,3.308
34,CDH16,1.0,2.723
35,CDK5R2,1.0,3.862
36,CECR7,1.0,3.214
37,CES4,1.0,1.843
38,CGN,1.0,1.170
39,CH25H,1.0,1.795
40,CHRM3,1.0,3.440
41,CHST2,1.0,1.310
42,CITED4,1.0,2.229
43,CKMT1B,1.0,2.061
44,CLDN16,1.0,3.528
45,CLDN2,1.0,3.694
46,CMYA5,1.0,2.581
47,COL1A2,1.0,2.229
48,COL23A1,1.0,1.765
49,COL4A4,1.0,2.537
50,COL6A3,1.0,2.757
51,CRHBP,1.0,3.614
52,CRHR1,1.0,3.252
53,CSF2,1.0,2.931
54,CXCL10,1.0,3.231
55,CYP11A1,1.0,1.759
56,CYP26B1,1.0,3.174
57,CYP2E1,1.0,1.229
58,CYP4B1,1.0,3.667
59,CYP4F22,1.0,3.698
60,DACH1,1.0,1.694
61,DCD,1.0,3.700
62,DCLK1,1.0,3.352
63,DCN,1.0,1.874
64,DCX,1.0,2.989
65,DEFB132,1.0,3.193
66,DEPDC6,1.0,3.451
67,DES,1.0,1.998
68,DGCR9,1.0,1.914
69,DIRAS3,1.0,1.946
70,DLX2,1.0,1.551
71,DNAH17,1.0,3.832
72,DOCK3,1.0,1.881
73,DSC3,1.0,2.790
74,DUOXA2,1.0,3.587
75,EGR3,1.0,3.751
76,ELFN2,1.0,2.474
77,EMILIN3,1.0,3.388
78,EPHA10,1.0,3.034
79,EPHA6,1.0,3.377
80,ERBB4,1.0,2.293
81,ESCO2,1.0,3.061
82,FAM133A,1.0,3.663
83,FGFBP2,1.0,3.776
84,FOSB,1.0,1.264
85,FOSL1,1.0,2.908
86,FOXG1,1.0,3.782
87,FSTL4,1.0,3.514
88,GABRG2,1.0,3.585
89,GAGE1,1.0,3.247
90,GFRA1,1.0,1.713
91,GGTLC1,1.0,3.658
92,GJB4,1.0,3.342
93,GLT25D2,1.0,3.321
94,GPC6,1.0,2.581
95,GPR81,1.0,2.857
96,GPR97,1.0,3.419
97,GRIN2A,1.0,1.520
98,GULP1,1.0,3.738
99,HABP2,1.0,3.193
100,HHIPL2,1.0,2.753
101,HMMR,1.0,3.878
102,HNF1B,1.0,1.774
103,HOXB2,1.0,3.537
104,HOXB6,1.0,3.075
105,IGFL1,1.0,3.369
106,IGJ,1.0,2.382
107,IGSF10,1.0,3.145
108,IL1RN,1.0,3.807
109,IL2RA,1.0,3.792
110,INPP4B,1.0,2.843
111,INPP5J,1.0,1.633
112,IQSEC3,1.0,3.772
113,ITGA11,1.0,2.830
114,ITGB6,1.0,3.518
115,ITK,1.0,2.447
116,ITLN1,1.0,1.849
117,KC6,1.0,2.042
118,KCNC2,1.0,3.547
119,KCNE4,1.0,3.333
120,KCNG1,1.0,1.859
121,KCNH8,1.0,1.908
122,KCNJ15,1.0,2.486
123,KCNMA1,1.0,1.294
124,KCNN4,1.0,3.203
125,KIAA1244,1.0,2.373
126,KLHL32,1.0,3.300
127,KLHL35,1.0,3.430
128,KRT2,1.0,3.704
129,KRT20,1.0,3.600
130,KRT7,1.0,1.975
131,LAMP3,1.0,2.019
132,LAX1,1.0,2.933
133,LEMD1,1.0,3.312
134,LGI3,1.0,2.403
135,LHX9,1.0,3.317
136,LOC100130238,1.0,2.099
137,LOC100216001,1.0,3.021
138,LOC134466,1.0,2.707
139,LOC643008,1.0,1.644
140,LOC723809,1.0,3.338
141,LOC728606,1.0,3.641
142,MAG,1.0,2.945
143,MAP2,1.0,3.935
144,MAPK10,1.0,1.184
145,MAT1A,1.0,1.753
146,MCM10,1.0,1.922
147,MEOX1,1.0,2.815
148,MEOX2,1.0,1.409
149,MEX3A,1.0,1.948
150,MGST1,1.0,3.342
151,MMP17,1.0,2.616
152,MOXD1,1.0,1.499
153,MRC1,1.0,2.547
154,MSC,1.0,3.809
155,MT1M,1.0,1.163
156,MYO7B,1.0,1.623
157,NCRNA00162,1.0,3.662
158,NEFH,1.0,3.853
159,NEURL3,1.0,1.966
160,NKAIN4,1.0,1.178
161,NKG7,1.0,3.161
162,NPY1R,1.0,2.432
163,NPY5R,1.0,3.103
164,NR3C2,1.0,3.006
165,NSUN7,1.0,3.564
166,OGN,1.0,2.258
167,OSR2,1.0,2.665
168,PAEP,1.0,3.098
169,PBK,1.0,3.195
170,PCDH9,1.0,3.635
171,PCSK1,1.0,1.866
172,PDE11A,1.0,2.184
173,PDZK1IP1,1.0,1.989
174,PHEX,1.0,2.891
175,PIF1,1.0,2.954
176,PPARG,1.0,2.000
177,PPEF1,1.0,3.048
178,PRKG2,1.0,2.268
179,PRND,1.0,1.774
180,PROS1,1.0,1.564
181,RAET1L,1.0,1.665
182,RBP1,1.0,1.620
183,RELN,1.0,2.185
184,ROBO2,1.0,1.627
185,RP1,1.0,2.941
186,RPSAP52,1.0,2.902
187,SAA4,1.0,1.275
188,SCARA5,1.0,2.600
189,SCGB2A1,1.0,3.337
190,SCGB3A1,1.0,3.073
191,SCIN,1.0,2.159
192,SCUBE1,1.0,2.279
193,SCXB,1.0,2.367
194,SDC2,1.0,3.228
195,SELV,1.0,3.598
196,SERPINA1,1.0,2.769
197,SFRP4,1.0,3.931
198,SFTA2,1.0,3.266
199,SGK2,1.0,3.857
200,SHCBP1,1.0,3.633
