dataset,model,fold,macro_f1,accuracy,n_test
blca,MOGONET,1,40.73170731707317,40.74074074074074,81.0
blca,MOGONET,2,30.17241379310345,35.80246913580247,81.0
blca,MOGONET,3,46.78380443086325,46.913580246913575,81.0
blca,MOGONET,4,49.689440993788814,50.617283950617285,81.0
blca,MOGONET,5,39.65714285714286,58.75,80.0
blca,MOGONET,mean,41.40690187839431,46.56481481481482,404.0
blca,MOGONET,std,6.7415547483264975,7.934365819085639,
