dataset,model,fold,macro_f1,accuracy,n_test
stad,P-NET,1,48.125,49.39759036144578,83.0
stad,P-NET,2,46.67563125653668,48.19277108433735,83.0
stad,P-NET,3,52.765212315774114,53.01204819277109,83.0
stad,P-NET,4,50.40880503144653,54.21686746987952,83.0
stad,P-NET,5,46.92157157910582,47.5609756097561,82.0
stad,P-NET,mean,48.97924403657263,50.47605054363796,414.0
stad,P-NET,std,2.308574499805759,2.6570321291263492,
