dataset,model,fold,macro_f1,accuracy,n_test
stad,MOGAT,1,53.06547619047619,54.21686746987952,83.0
stad,MOGAT,2,49.03508771929824,49.39759036144578,83.0
stad,MOGAT,3,60.14405762304922,61.44578313253012,83.0
stad,MOGAT,4,46.67563125653668,48.19277108433735,83.0
stad,MOGAT,5,43.36336336336336,43.90243902439025,82.0
stad,MOGAT,mean,50.45672323054474,51.4310902145166,414.0
stad,MOGAT,std,5.784176655086459,5.98927458616688,
