rank,gene,importance,recursion_depth
1,A2ML1,1.0,2.554
2,ABO,1.0,3.927
3,ACTL8,1.0,1.000
4,ADAM12,1.0,1.000
5,ADAM22,1.0,3.816
6,AFF3,1.0,1.027
7,AFP,1.0,2.685
8,AGER,1.0,2.830
9,AHNAK2,1.0,1.000
10,ALDH3B2,1.0,3.247
11,ALDOC,1.0,1.000
12,ALG1L,1.0,2.203
13,ALPPL2,1.0,3.885
14,AMN,1.0,3.943
15,ANKS1B,1.0,3.598
16,ANLN,1.0,3.300
17,ANXA8,1.0,1.000
18,ANXA9,1.0,3.273
19,AQP5,1.0,3.239
20,ASAM,1.0,3.973
21,ASB5,1.0,1.000
22,BCL2,1.0,1.000
23,BRIP1,1.0,1.000
24,C2orf72,1.0,1.000
25,C7orf57,1.0,1.063
26,C7orf58,1.0,2.069
27,CACNB4,1.0,2.876
28,CADM1,1.0,2.803
29,CATSPER1,1.0,1.000
30,CCL11,1.0,3.522
31,CCL19,1.0,4.000
32,CCL28,1.0,1.000
33,CCL3L1,1.0,1.344
34,CCL8,1.0,3.434
35,CD3E,1.0,3.602
36,CD7,1.0,2.268
37,CDC20,1.0,1.000
38,CDC45,1.0,3.755
39,CDKN2B,1.0,3.369
40,CENPI,1.0,3.576
41,CFI,1.0,1.715
42,CHRDL1,1.0,1.000
43,CIDEA,1.0,1.000
44,CLDN6,1.0,3.373
45,CLIC6,1.0,3.495
46,CLSTN2,1.0,1.000
47,CNTNAP2,1.0,3.243
48,COL14A1,1.0,3.629
49,COL4A3,1.0,3.511
50,COL6A3,1.0,2.895
51,CPA4,1.0,3.017
52,CPAMD8,1.0,3.969
53,CRLF1,1.0,2.815
54,CRTAC1,1.0,3.484
55,CT62,1.0,1.000
56,CYP4Z2P,1.0,1.000
57,DGCR9,1.0,3.694
58,DLX4,1.0,1.057
59,DLX5,1.0,2.960
60,DNAH5,1.0,3.055
61,DNASE1L2,1.0,1.436
62,DNASE2B,1.0,2.864
63,DNER,1.0,3.801
64,DOC2B,1.0,3.958
65,DYNC1I1,1.0,2.359
66,EDA2R,1.0,3.992
67,EDNRB,1.0,3.633
68,EFHB,1.0,3.182
69,ELAVL2,1.0,1.000
70,ENHO,1.0,3.358
71,EPPK1,1.0,1.998
72,ERP27,1.0,3.901
73,EXTL1,1.0,3.533
74,FADS2,1.0,2.799
75,FAM111B,1.0,1.000
76,FAM154B,1.0,3.220
77,FAM178B,1.0,1.155
78,FAM190A,1.0,3.446
79,FAM5B,1.0,3.694
80,FAM83E,1.0,3.013
81,FCAMR,1.0,1.000
82,FGFR4,1.0,3.178
83,FIBIN,1.0,3.426
84,FLT3,1.0,3.480
85,FMO1,1.0,3.350
86,FREM2,1.0,3.553
87,FUT3,1.0,3.782
88,GABRQ,1.0,2.818
89,GAD1,1.0,3.526
90,GALNTL1,1.0,3.426
91,GDF5,1.0,3.973
92,GJB2,1.0,3.702
93,GPNMB,1.0,3.889
94,GRIA4,1.0,3.996
95,GRIN2A,1.0,2.164
96,GSDMC,1.0,3.315
97,HAS3,1.0,3.380
98,HGF,1.0,3.205
99,HLA-DQB1,1.0,2.966
100,HLA-DRB6,1.0,3.059
101,HNF4G,1.0,2.688
102,HOXA1,1.0,3.358
103,HOXD10,1.0,3.239
104,HOXD13,1.0,1.818
105,HOXD4,1.0,2.950
106,HOXD9,1.0,3.189
107,HS3ST6,1.0,3.927
108,HSPB6,1.0,1.000
109,HYDIN,1.0,3.365
110,IGF2,1.0,1.000
111,IGFL3,1.0,2.792
112,IL1RL1,1.0,2.713
113,ITGA9,1.0,3.319
114,ITLN2,1.0,1.000
115,KCNB1,1.0,3.675
116,KCNK1,1.0,3.059
117,KIAA1244,1.0,1.335
118,KIF1A,1.0,2.910
119,KLK13,1.0,3.660
120,LAMA1,1.0,3.514
121,LASS1,1.0,3.514
122,LEMD1,1.0,3.897
123,LIN28B,1.0,1.000
124,LINGO4,1.0,3.281
125,LMO3,1.0,2.665
126,LOC154822,1.0,3.075
127,LOC220594,1.0,3.128
128,LOC283174,1.0,1.000
129,LOC284276,1.0,2.933
130,LOC440925,1.0,1.000
131,LOC728264,1.0,1.597
132,LONRF2,1.0,3.430
133,LY6D,1.0,3.924
134,LYPD1,1.0,3.669
135,LYZ,1.0,3.323
136,MAG,1.0,3.572
137,MAGEA1,1.0,2.979
138,MAGEA12,1.0,2.220
139,MAGED4,1.0,1.480
140,MAPK4,1.0,1.000
141,MCOLN3,1.0,3.706
142,METTL7B,1.0,4.000
143,MGC45800,1.0,1.000
144,MGP,1.0,3.606
145,MMP10,1.0,2.849
146,MPPED1,1.0,3.663
147,MRAP2,1.0,1.564
148,MS4A1,1.0,3.059
149,MUC21,1.0,1.338
150,MYBPH,1.0,3.797
151,MYOCD,1.0,3.545
152,MYT1,1.0,2.998
153,NAP1L6,1.0,3.992
154,NELL2,1.0,3.744
155,NIPAL1,1.0,2.803
156,NKG7,1.0,3.713
157,NKX2-3,1.0,1.011
158,NLRP5,1.0,3.618
159,NOD2,1.0,2.874
160,NPW,1.0,3.767
161,NR0B1,1.0,1.006
162,NR4A3,1.0,1.000
163,NRXN1,1.0,1.000
164,NTNG1,1.0,2.937
165,OIT3,1.0,1.000
166,OPRK1,1.0,1.000
167,OR2W3,1.0,2.887
168,P2RY10,1.0,3.698
169,PACSIN1,1.0,3.912
170,PADI3,1.0,1.000
171,PARD3B,1.0,3.388
172,PCDHA4,1.0,3.924
173,PCP4L1,1.0,3.270
174,PDGFD,1.0,3.480
175,PIGR,1.0,2.834
176,PLA2G3,1.0,3.981
177,PLEKHH1,1.0,3.342
178,PON3,1.0,3.778
179,POPDC3,1.0,1.000
180,POU5F1,1.0,3.059
181,PPFIA4,1.0,1.000
182,PPP1R14D,1.0,3.273
183,PRDM13,1.0,1.042
184,PRSS50,1.0,3.361
185,PSG1,1.0,1.000
186,PVRL1,1.0,3.323
187,RAB39B,1.0,2.218
188,RADIL,1.0,2.979
189,RASGRP1,1.0,3.606
190,RHOH,1.0,3.641
191,RLN2,1.0,3.931
192,ROR1,1.0,3.461
193,RPL9,1.0,1.000
194,RTN4RL2,1.0,3.641
195,RYR1,1.0,2.688
196,SBK1,1.0,3.197
197,SCN3B,1.0,1.004
198,SCN4B,1.0,2.973
199,SCN5A,1.0,3.924
200,SDC2,1.0,3.973
