rank,gene,importance,recursion_depth
1,ABAT,1.0,2.870
2,ABO,1.0,1.962
3,ACADL,1.0,2.943
4,ACAN,1.0,2.050
5,ADAM28,1.0,2.767
6,ADRB1,1.0,3.038
7,AGPAT9,1.0,2.644
8,AKR1C1,1.0,2.484
9,AMPH,1.0,2.681
10,ANKRD45,1.0,3.457
11,ASPHD1,1.0,3.702
12,ASXL3,1.0,3.503
13,ATP8A1,1.0,1.222
14,BAALC,1.0,2.461
15,BBOX1,1.0,1.639
16,BEST3,1.0,2.543
17,BEX1,1.0,1.497
18,BMP2,1.0,2.728
19,BRIP1,1.0,3.832
20,C10orf79,1.0,2.602
21,C11orf70,1.0,3.623
22,C11orf87,1.0,3.403
23,C15orf48,1.0,2.750
24,C20orf26,1.0,2.692
25,C2orf62,1.0,3.478
26,C2orf72,1.0,2.375
27,C6,1.0,1.488
28,C8orf4,1.0,3.298
29,CARNS1,1.0,3.252
30,CCDC65,1.0,1.185
31,CCDC74B,1.0,2.635
32,CCDC85A,1.0,2.927
33,CDCA3,1.0,3.331
34,CDH16,1.0,2.864
35,CDK5R2,1.0,3.765
36,CECR7,1.0,3.197
37,CES4,1.0,1.801
38,CGN,1.0,1.258
39,CH25H,1.0,1.920
40,CHRM3,1.0,3.279
41,CHST2,1.0,1.547
42,CITED4,1.0,2.449
43,CKMT1B,1.0,1.922
44,CLDN16,1.0,3.497
45,CLDN2,1.0,3.679
46,CMYA5,1.0,2.537
47,COL1A2,1.0,2.212
48,COL23A1,1.0,1.795
49,COL4A4,1.0,2.677
50,COL6A3,1.0,2.952
51,CRHBP,1.0,3.489
52,CRHR1,1.0,3.319
53,CSF2,1.0,2.774
54,CXCL10,1.0,3.119
55,CYP11A1,1.0,1.904
56,CYP26B1,1.0,3.094
57,CYP2E1,1.0,1.426
58,CYP4B1,1.0,3.629
59,CYP4F22,1.0,3.541
60,DACH1,1.0,1.742
61,DCD,1.0,3.639
62,DCLK1,1.0,3.105
63,DCN,1.0,1.692
64,DCX,1.0,3.094
65,DEFB132,1.0,3.201
66,DEPDC6,1.0,3.371
67,DES,1.0,2.337
68,DGCR9,1.0,1.904
69,DIRAS3,1.0,2.094
70,DLX2,1.0,1.683
71,DNAH17,1.0,3.778
72,DOCK3,1.0,2.098
73,DSC3,1.0,2.751
74,DUOXA2,1.0,3.553
75,EGR3,1.0,3.625
76,ELFN2,1.0,2.644
77,EMILIN3,1.0,3.293
78,EPHA10,1.0,3.467
79,EPHA6,1.0,3.287
80,ERBB4,1.0,2.361
81,ESCO2,1.0,3.067
82,FAM133A,1.0,3.654
83,FGFBP2,1.0,3.719
84,FOSB,1.0,1.373
85,FOSL1,1.0,2.878
86,FOXG1,1.0,3.765
87,FSTL4,1.0,3.593
88,GABRG2,1.0,3.537
89,GAGE1,1.0,3.279
90,GFRA1,1.0,1.960
91,GGTLC1,1.0,3.568
92,GJB4,1.0,3.254
93,GLT25D2,1.0,3.172
94,GPC6,1.0,2.340
95,GPR81,1.0,2.742
96,GPR97,1.0,3.197
97,GRIN2A,1.0,1.442
98,GULP1,1.0,3.623
99,HABP2,1.0,3.509
100,HHIPL2,1.0,2.650
