rank,gene,importance,recursion_depth
101,HMMR,1.0,3.851
102,HNF1B,1.0,1.790
103,HOXB2,1.0,3.432
104,HOXB6,1.0,2.933
105,IGFL1,1.0,3.365
106,IGJ,1.0,2.421
107,IGSF10,1.0,2.941
108,IL1RN,1.0,3.782
109,IL2RA,1.0,3.637
110,INPP4B,1.0,2.807
111,INPP5J,1.0,1.597
112,IQSEC3,1.0,3.742
113,ITGA11,1.0,2.807
114,ITGB6,1.0,3.509
115,ITK,1.0,2.417
116,ITLN1,1.0,1.801
117,KC6,1.0,2.086
118,KCNC2,1.0,3.497
119,KCNE4,1.0,3.350
120,KCNG1,1.0,1.793
121,KCNH8,1.0,1.908
122,KCNJ15,1.0,2.535
123,KCNMA1,1.0,1.331
124,KCNN4,1.0,3.113
125,KIAA1244,1.0,2.595
126,KLHL32,1.0,3.082
127,KLHL35,1.0,3.361
128,KRT2,1.0,3.704
129,KRT20,1.0,3.530
130,KRT7,1.0,2.069
131,LAMP3,1.0,1.901
132,LAX1,1.0,2.843
133,LEMD1,1.0,3.256
134,LGI3,1.0,2.566
135,LHX9,1.0,3.195
136,LOC100130238,1.0,2.723
137,LOC100216001,1.0,3.052
138,LOC134466,1.0,2.750
139,LOC643008,1.0,1.826
140,LOC723809,1.0,3.187
141,LOC728606,1.0,3.608
142,MAG,1.0,3.004
143,MAP2,1.0,3.864
144,MAPK10,1.0,1.260
145,MAT1A,1.0,1.855
146,MCM10,1.0,2.078
147,MEOX1,1.0,2.862
148,MEOX2,1.0,1.423
149,MEX3A,1.0,1.946
150,MGST1,1.0,3.367
151,MMP17,1.0,2.604
152,MOXD1,1.0,1.656
153,MRC1,1.0,2.480
154,MSC,1.0,3.660
155,MT1M,1.0,1.285
156,MYO7B,1.0,1.690
157,NCRNA00162,1.0,3.616
158,NEFH,1.0,3.816
159,NEURL3,1.0,1.899
160,NKAIN4,1.0,1.250
161,NKG7,1.0,2.979
162,NPY1R,1.0,2.503
163,NPY5R,1.0,3.365
164,NR3C2,1.0,2.931
165,NSUN7,1.0,3.419
166,OGN,1.0,2.388
167,OSR2,1.0,2.489
168,PAEP,1.0,3.075
169,PBK,1.0,3.010
170,PCDH9,1.0,3.579
171,PCSK1,1.0,2.099
172,PDE11A,1.0,2.096
173,PDZK1IP1,1.0,2.063
174,PHEX,1.0,2.925
175,PIF1,1.0,2.935
176,PPARG,1.0,1.987
177,PPEF1,1.0,2.989
178,PRKG2,1.0,2.344
179,PRND,1.0,2.084
180,PROS1,1.0,1.755
181,RAET1L,1.0,1.671
182,RBP1,1.0,1.981
183,RELN,1.0,1.901
184,ROBO2,1.0,1.618
185,RP1,1.0,2.920
186,RPSAP52,1.0,2.918
187,SAA4,1.0,1.352
188,SCARA5,1.0,2.696
189,SCGB2A1,1.0,3.241
190,SCGB3A1,1.0,2.851
191,SCIN,1.0,2.294
192,SCUBE1,1.0,2.306
193,SCXB,1.0,2.577
194,SDC2,1.0,2.906
195,SELV,1.0,3.604
196,SERPINA1,1.0,2.620
197,SFRP4,1.0,3.931
198,SFTA2,1.0,3.170
199,SGK2,1.0,3.832
200,SHCBP1,1.0,3.434
