rank,gene,importance,recursion_depth
76,FGFBP2,1.0,2.860
77,FGFR3,1.0,2.912
78,FLG2,1.0,3.371
79,FLRT3,1.0,3.185
80,FOXD3,1.0,2.966
81,FOXI3,1.0,2.591
82,FOXM1,1.0,2.801
83,FRMPD2,1.0,2.750
84,FSD1,1.0,1.061
85,FSTL4,1.0,2.528
86,FUT6,1.0,2.870
87,GFAP,1.0,3.113
88,GFRA2,1.0,3.315
89,GJB1,1.0,2.889
90,GJB7,1.0,2.954
91,GLRA3,1.0,2.700
92,GNA15,1.0,1.484
93,GPR64,1.0,2.876
94,GPR77,1.0,2.880
95,GPR98,1.0,2.723
96,GRAMD2,1.0,1.874
97,GRB14,1.0,2.631
98,H19,1.0,3.115
99,HAND2,1.0,2.629
100,HAP1,1.0,3.239
101,HFE2,1.0,1.298
102,HHLA2,1.0,2.912
103,HOXA7,1.0,3.231
104,HOXB3,1.0,2.987
105,HOXB7,1.0,3.451
106,HOXD1,1.0,1.040
107,HS3ST2,1.0,2.864
108,IFI44L,1.0,2.755
109,IL1F5,1.0,2.847
110,IL1R2,1.0,3.143
111,IL22RA1,1.0,2.296
112,IL33,1.0,3.015
113,IL7R,1.0,3.103
114,IRS4,1.0,3.277
115,IRX6,1.0,3.136
116,ITGA8,1.0,1.000
117,ITIH5,1.0,3.092
118,JAKMIP1,1.0,2.394
119,KCNC1,1.0,3.323
120,KCNH2,1.0,3.013
121,KCNH3,1.0,3.132
122,KCNJ12,1.0,2.935
123,KCNS1,1.0,2.532
124,KIAA0319,1.0,3.333
125,KIAA0802,1.0,2.925
126,KLHDC9,1.0,2.436
127,KLK14,1.0,3.078
128,KREMEN2,1.0,1.621
129,KRT40,1.0,3.279
130,KRT6B,1.0,2.874
131,LASS3,1.0,3.052
132,LDLRAD1,1.0,2.501
133,LMO3,1.0,3.489
134,LOC284276,1.0,3.124
135,LOC285629,1.0,3.262
136,LOC441666,1.0,1.384
137,LOC644165,1.0,2.006
138,LOC92973,1.0,2.950
139,LOC96610,1.0,3.214
140,LOR,1.0,3.503
141,LOXL4,1.0,2.589
142,LRP2,1.0,2.499
143,MCOLN3,1.0,2.706
144,MDFI,1.0,3.390
145,MIOX,1.0,3.208
146,MMRN1,1.0,2.585
147,MPV17L,1.0,3.315
148,MRAP2,1.0,2.975
149,MYB,1.0,1.008
150,MYL1,1.0,1.048
151,NAALADL2,1.0,3.503
152,NBLA00301,1.0,2.761
153,NCAM1,1.0,2.935
154,NCRNA00162,1.0,2.910
155,NCRNA00185,1.0,3.298
156,NDRG1,1.0,2.902
157,NEIL3,1.0,2.593
158,NHLH2,1.0,3.430
159,NKX2-5,1.0,2.792
160,NLRP5,1.0,2.857
161,NNAT,1.0,2.916
162,NOS2,1.0,1.000
163,NPTX2,1.0,3.145
164,NR3C2,1.0,2.990
165,NR5A1,1.0,3.637
166,ORC6L,1.0,2.497
167,PCDH7,1.0,3.054
168,PCDHA5,1.0,2.459
169,PCDHAC1,1.0,3.323
170,PCDHGA2,1.0,2.889
171,PGM5,1.0,2.629
172,PI3,1.0,2.535
173,PKIA,1.0,1.556
174,PLA2G12B,1.0,3.264
175,PLA2G4F,1.0,3.011
176,PLAC2,1.0,2.656
177,PLD5,1.0,3.335
178,PLUNC,1.0,2.333
179,PNOC,1.0,2.658
180,PNPLA7,1.0,2.149
181,PPARG,1.0,2.096
182,PRDM13,1.0,3.207
183,PROX1,1.0,2.539
184,PRSS50,1.0,3.082
185,PRUNE2,1.0,1.161
186,PSAT1,1.0,2.881
187,PSG1,1.0,2.415
188,PTPRH,1.0,2.939
189,RBM11,1.0,1.855
190,RBP5,1.0,2.753
191,RET,1.0,2.597
192,RGN,1.0,1.231
193,RIMS2,1.0,2.839
194,RND2,1.0,1.008
195,RPS4Y1,1.0,2.885
196,RTBDN,1.0,3.107
197,RTKN2,1.0,2.577
198,S100A2,1.0,3.398
199,SCGB1D2,1.0,3.174
200,SCN4B,1.0,2.818
