gene,feature,nn_fold_0,nn_fold_1,nn_fold_2,nn_fold_3,nn_fold_4
MIR3936,cnv,,,,,
SLC22A5,mut,,,,,
SLC22A5,cnv,,,,,
C5orf56,mut,,,,,
C5orf56,cnv,,,,,
IRF1,mut,,,,,
IRF1,cnv,,,,,
IL5,mut,,,,,
IL5,cnv,,,,,
RAD50,mut,,,,,
RAD50,cnv,,,,,
IL13,mut,,,,,
IL13,cnv,,,,,
IL4,mut,,,,,
IL4,cnv,,,,,
KIF3A,mut,,,,,
KIF3A,cnv,,,,,
CCNI2,mut,,,,,
CCNI2,cnv,,,,,
SEPT8,mut,,,,,
SEPT8,cnv,,,,,
SOWAHA,mut,,,,,
SOWAHA,cnv,,,,,
SHROOM1,mut,,,,,
SHROOM1,cnv,,,,,
RNA5SP192,mut,,,,,
RNA5SP192,cnv,,,,,
GDF9,mut,,,,,
GDF9,cnv,,,,,
UQCRQ,mut,,,,,
UQCRQ,cnv,,,,,
LEAP2,mut,,,,,
LEAP2,cnv,,,,,
AFF4,mut,,,,,
AFF4,cnv,,,,,
ZCCHC10,mut,,,,,
ZCCHC10,cnv,,,,,
HSPA4,mut,,,,,
HSPA4,cnv,,,,,
FSTL4,mut,,,,,
FSTL4,cnv,,,,,
C5orf15,mut,,,,,
C5orf15,cnv,,,,,
VDAC1,mut,,,,,
VDAC1,cnv,,,,,
TCF7,mut,,,,,
TCF7,cnv,,,,,
SKP1,mut,,,,,
SKP1,cnv,,,,,
PPP2CA,mut,,,,,
PPP2CA,cnv,,,,,
CDKL3,mut,,,,,
CDKL3,cnv,,,,,
MIR3661,mut,,,,,
MIR3661,cnv,,,,,
UBE2B,mut,,,,,
UBE2B,cnv,,,,,
CDKN2AIPNL,mut,,,,,
CDKN2AIPNL,cnv,,,,,
RN7SL541P,mut,,,,,
RN7SL541P,cnv,,,,,
PHF15,mut,,,,,
PHF15,cnv,,,,,
SAR1B,mut,,,,,
SAR1B,cnv,,,,,
SEC24A,mut,,,,,
SEC24A,cnv,,,,,
CAMLG,mut,,,,,
CAMLG,cnv,,,,,
DDX46,mut,,,,,
DDX46,cnv,,,,,
C5orf24,mut,,,,,
C5orf24,cnv,,,,,
TXNDC15,mut,,,,,
TXNDC15,cnv,,,,,
PCBD2,mut,,,,,
PCBD2,cnv,,,,,
MIR4461,mut,,,,,
MIR4461,cnv,,,,,
CATSPER3,mut,,,,,
CATSPER3,cnv,,,,,
PITX1,mut,,,,,
PITX1,cnv,,,,,
H2AFY,mut,,,,,
H2AFY,cnv,,,,,
C5orf20,mut,,,,,
C5orf20,cnv,,,,,
TIFAB,mut,,,,,
TIFAB,cnv,,,,,
NEUROG1,mut,,,,,
NEUROG1,cnv,,,,,
CXCL14,mut,,,,,
CXCL14,cnv,,,,,
MIR5692C1,mut,,,,,
MIR5692C1,cnv,,,,,
SLC25A48,mut,,,,,
SLC25A48,cnv,,,,,
IL9,mut,,,,,
IL9,cnv,,,,,
LECT2,mut,,,,,
LECT2,cnv,,,,,
FBXL21,mut,,,,,
FBXL21,cnv,,,,,
TGFBI,mut,,,,,
TGFBI,cnv,,,,,
SMAD5,mut,,,,,
SMAD5,cnv,,,,,
TRPC7,mut,,,,,
TRPC7,cnv,,,,,
RNA5SP193,mut,,,,,
RNA5SP193,cnv,,,,,
SPOCK1,mut,,,,,
SPOCK1,cnv,,,,,
KLHL3,mut,,,,,
KLHL3,cnv,,,,,
MIR874,mut,,,,,
MIR874,cnv,,,,,
HNRNPA0,mut,,,,,
HNRNPA0,cnv,,,,,
NPY6R,mut,,,,,
NPY6R,cnv,,,,,
MYOT,mut,,,,,
MYOT,cnv,,,,,
PKD2L2,mut,,,,,
PKD2L2,cnv,,,,,
FAM13B,mut,,,,,
FAM13B,cnv,,,,,
WNT8A,mut,,,,,
WNT8A,cnv,,,,,
NME5,mut,,,,,
NME5,cnv,,,,,
BRD8,mut,,,,,
BRD8,cnv,,,,,
KIF20A,mut,,,,,
KIF20A,cnv,,,,,
CDC23,mut,,,,,
CDC23,cnv,,,,,
GFRA3,mut,,,,,
GFRA3,cnv,,,,,
RN7SL682P,mut,,,,,
RN7SL682P,cnv,,,,,
CDC25C,mut,,,,,
CDC25C,cnv,,,,,
FAM53C,mut,,,,,
FAM53C,cnv,,,,,
KDM3B,mut,,,,,
KDM3B,cnv,,,,,
REEP2,mut,,,,,
REEP2,cnv,,,,,
EGR1,mut,,,,,
EGR1,cnv,,,,,
ETF1,mut,,,,,
ETF1,cnv,,,,,
HSPA9,mut,,,,,
HSPA9,cnv,,,,,
CTNNA1,mut,,,,,
CTNNA1,cnv,,,,,
RN7SL867P,mut,,,,,
RN7SL867P,cnv,,,,,
LRRTM2,mut,,,,,
LRRTM2,cnv,,,,,
SIL1,mut,,,,,
SIL1,cnv,,,,,
RNA5SP194,mut,,,,,
RNA5SP194,cnv,,,,,
MATR3,mut,,,,,
MATR3,cnv,,,,,
SNORA74A,mut,,,,,
SNORA74A,cnv,,,,,
RNA5SP195,mut,,,,,
RNA5SP195,cnv,,,,,
RN7SKP64,mut,,,,,
RN7SKP64,cnv,,,,,
PAIP2,mut,,,,,
PAIP2,cnv,,,,,
SLC23A1,mut,,,,,
SLC23A1,cnv,,,,,
MZB1,mut,,,,,
MZB1,cnv,,,,,
PROB1,mut,,,,,
PROB1,cnv,,,,,
SPATA24,mut,,,,,
SPATA24,cnv,,,,,
DNAJC18,mut,,,,,
DNAJC18,cnv,,,,,
ECSCR,mut,,,,,
ECSCR,cnv,,,,,
TMEM173,mut,,,,,
TMEM173,cnv,,,,,
UBE2D2,mut,,,,,
UBE2D2,cnv,,,,,
CXXC5,mut,,,,,
CXXC5,cnv,,,,,
PSD2,mut,,,,,
PSD2,cnv,,,,,
NRG2,mut,,,,,
NRG2,cnv,,,,,
PURA,mut,,,,,
PURA,cnv,,,,,
IGIP,mut,,,,,
IGIP,cnv,,,,,
CYSTM1,mut,,,,,
CYSTM1,cnv,,,,,
PFDN1,mut,,,,,
PFDN1,cnv,,,,,
HBEGF,mut,,,,,
HBEGF,cnv,,,,,
SLC4A9,mut,,,,,
SLC4A9,cnv,,,,,
ANKHD1,mut,,,,,
ANKHD1,cnv,,,,,
SRA1,mut,,,,,
SRA1,cnv,,,,,
EIF4EBP3,mut,,,,,
EIF4EBP3,cnv,,,,,
APBB3,mut,,,,,
APBB3,cnv,,,,,
SLC35A4,mut,,,,,
SLC35A4,cnv,,,,,
CD14,mut,,,,,
CD14,cnv,,,,,
NDUFA2,mut,,,,,
NDUFA2,cnv,,,,,
TMCO6,mut,,,,,
TMCO6,cnv,,,,,
IK,mut,,,,,
IK,cnv,,,,,
MIR3655,mut,,,,,
MIR3655,cnv,,,,,
WDR55,mut,,,,,
WDR55,cnv,,,,,
DND1,mut,,,,,
DND1,cnv,,,,,
HARS,mut,,,,,
HARS,cnv,,,,,
HARS2,mut,,,,,
HARS2,cnv,,,,,
ZMAT2,mut,,,,,
ZMAT2,cnv,,,,,
PCDHA1,mut,,,,,
PCDHA1,cnv,,,,,
PCDHA2,mut,,,,,
PCDHA2,cnv,,,,,
PCDHA3,mut,,,,,
PCDHA3,cnv,,,,,
PCDHA4,mut,,,,,
PCDHA4,cnv,,,,,
PCDHA10,mut,,,,,
PCDHA10,cnv,,,,,
PCDHA11,mut,,,,,
PCDHA11,cnv,,,,,
PCDHA14,mut,,,,,
PCDHA14,cnv,,,,,
PCDHA5,mut,,,,,
PCDHA5,cnv,,,,,
PCDHA6,mut,,,,,
PCDHA6,cnv,,,,,
PCDHA7,mut,,,,,
PCDHA7,cnv,,,,,
PCDHA8,mut,,,,,
PCDHA8,cnv,,,,,
PCDHA9,mut,,,,,
PCDHA9,cnv,,,,,
PCDHA12,mut,,,,,
PCDHA12,cnv,,,,,
PCDHA13,mut,,,,,
PCDHA13,cnv,,,,,
PCDHAC1,mut,,,,,
PCDHAC1,cnv,,,,,
PCDHAC2,mut,,,,,
PCDHAC2,cnv,,,,,
PCDHB1,mut,,,,,
PCDHB1,cnv,,,,,
PCDHB2,mut,,,,,
PCDHB2,cnv,,,,,
PCDHB3,mut,,,,,
PCDHB3,cnv,,,,,
PCDHB17,mut,,,,,
PCDHB17,cnv,,,,,
PCDHB4,mut,,,,,
PCDHB4,cnv,,,,,
PCDHB5,mut,,,,,
PCDHB5,cnv,,,,,
PCDHB6,mut,,,,,
PCDHB6,cnv,,,,,
PCDHB7,mut,,,,,
PCDHB7,cnv,,,,,
PCDHB16,mut,,,,,
PCDHB16,cnv,,,,,
PCDHB8,mut,,,,,
PCDHB8,cnv,,,,,
PCDHB10,mut,,,,,
PCDHB10,cnv,,,,,
PCDHB11,mut,,,,,
PCDHB11,cnv,,,,,
PCDHB12,mut,,,,,
PCDHB12,cnv,,,,,
PCDHB13,mut,,,,,
PCDHB13,cnv,,,,,
PCDHB14,mut,,,,,
PCDHB14,cnv,,,,,
PCDHB18,mut,,,,,
PCDHB18,cnv,,,,,
PCDHB15,mut,,,,,
PCDHB15,cnv,,,,,
SLC25A2,mut,,,,,
SLC25A2,cnv,,,,,
TAF7,mut,,,,,
TAF7,cnv,,,,,
PCDHGA1,mut,,,,,
PCDHGA1,cnv,,,,,
PCDHGA2,mut,,,,,
PCDHGA2,cnv,,,,,
PCDHGA3,mut,,,,,
PCDHGA3,cnv,,,,,
PCDHGB1,mut,,,,,
PCDHGB1,cnv,,,,,
PCDHGA4,mut,,,,,
PCDHGA4,cnv,,,,,
PCDHGB2,mut,,,,,
PCDHGB2,cnv,,,,,
PCDHGA5,mut,,,,,
PCDHGA5,cnv,,,,,
PCDHGB3,mut,,,,,
PCDHGB3,cnv,,,,,
PCDHGA6,mut,,,,,
PCDHGA6,cnv,,,,,
PCDHGA7,mut,,,,,
PCDHGA7,cnv,,,,,
PCDHGB4,mut,,,,,
PCDHGB4,cnv,,,,,
PCDHGA8,mut,,,,,
PCDHGA8,cnv,,,,,
PCDHGA9,mut,,,,,
PCDHGA9,cnv,,,,,
PCDHGA10,mut,,,,,
PCDHGA10,cnv,,,,,
PCDHGA11,mut,,,,,
PCDHGA11,cnv,,,,,
PCDHGB6,mut,,,,,
PCDHGB6,cnv,,,,,
PCDHGB7,mut,,,,,
PCDHGB7,cnv,,,,,
PCDHGB8P,mut,,,,,
PCDHGB8P,cnv,,,,,
PCDHGA12,mut,,,,,
PCDHGA12,cnv,,,,,
PCDHGC3,mut,,,,,
PCDHGC3,cnv,,,,,
RN7SL68P,mut,,,,,
RN7SL68P,cnv,,,,,
PCDHGC4,mut,,,,,
PCDHGC4,cnv,,,,,
PCDHGC5,mut,,,,,
PCDHGC5,cnv,,,,,
DIAPH1,mut,,,,,
DIAPH1,cnv,,,,,
HDAC3,mut,,,,,
HDAC3,cnv,,,,,
RELL2,mut,,,,,
RELL2,cnv,,,,,
FCHSD1,mut,,,,,
FCHSD1,cnv,,,,,
ARAP3,mut,,,,,
ARAP3,cnv,,,,,
PCDH1,mut,,,,,
PCDH1,cnv,,,,,
KIAA0141,mut,,,,,
KIAA0141,cnv,,,,,
PCDH12,mut,,,,,
PCDH12,cnv,,,,,
RNF14,mut,,,,,
RNF14,cnv,,,,,
GNPDA1,mut,,,,,
GNPDA1,cnv,,,,,
NDFIP1,mut,,,,,
NDFIP1,cnv,,,,,
SPRY4,mut,,,,,
SPRY4,cnv,,,,,
FGF1,mut,,,,,
FGF1,cnv,,,,,
ARHGAP26,mut,,,,,
ARHGAP26,cnv,,,,,
NR3C1,mut,,,,,
NR3C1,cnv,,,,,
MIR5197,mut,,,,,
MIR5197,cnv,,,,,
HMHB1,mut,,,,,
HMHB1,cnv,,,,,
RN7SL87P,mut,,,,,
RN7SL87P,cnv,,,,,
YIPF5,mut,,,,,
YIPF5,cnv,,,,,
KCTD16,mut,,,,,
KCTD16,cnv,,,,,
RN7SKP246,mut,,,,,
RN7SKP246,cnv,,,,,
PRELID2,mut,,,,,
PRELID2,cnv,,,,,
GRXCR2,mut,,,,,
GRXCR2,cnv,,,,,
SH3RF2,mut,,,,,
SH3RF2,cnv,,,,,
PLAC8L1,mut,,,,,
PLAC8L1,cnv,,,,,
LARS,mut,,,,,
LARS,cnv,,,,,
RBM27,mut,,,,,
RBM27,cnv,,,,,
POU4F3,mut,,,,,
POU4F3,cnv,,,,,
TCERG1,mut,,,,,
TCERG1,cnv,,,,,
GPR151,mut,,,,,
GPR151,cnv,,,,,
RNA5SP196,mut,,,,,
RNA5SP196,cnv,,,,,
PPP2R2B,mut,,,,,
PPP2R2B,cnv,,,,,
RN7SL791P,mut,,,,,
RN7SL791P,cnv,,,,,
STK32A,mut,,,,,
STK32A,cnv,,,,,
DPYSL3,mut,,,,,
DPYSL3,cnv,,,,,
JAKMIP2,mut,,,,,
JAKMIP2,cnv,,,,,
SPINK1,mut,,,,,
SPINK1,cnv,,,,,
SCGB3A2,mut,,,,,
SCGB3A2,cnv,,,,,
C5orf46,mut,,,,,
C5orf46,cnv,,,,,
SPINK5,mut,,,,,
SPINK5,cnv,,,,,
SPINK14,mut,,,,,
SPINK14,cnv,,,,,
SPINK6,mut,,,,,
SPINK6,cnv,,,,,
SPINK13,mut,,,,,
SPINK13,cnv,,,,,
SPINK7,mut,,,,,
SPINK7,cnv,,,,,
SPINK9,mut,,,,,
SPINK9,cnv,,,,,
FBXO38,mut,,,,,
FBXO38,cnv,,,,,
HTR4,mut,,,,,
HTR4,cnv,,,,,
ADRB2,mut,,,,,
ADRB2,cnv,,,,,
SH3TC2,mut,,,,,
SH3TC2,cnv,,,,,
MIR584,mut,,,,,
MIR584,cnv,,,,,
RN7SKP145,mut,,,,,
RN7SKP145,cnv,,,,,
ABLIM3,mut,,,,,
ABLIM3,cnv,,,,,
AFAP1L1,mut,,,,,
AFAP1L1,cnv,,,,,
GRPEL2,mut,,,,,
GRPEL2,cnv,,,,,
PCYOX1L,mut,,,,,
PCYOX1L,cnv,,,,,
IL17B,mut,,,,,
IL17B,cnv,,,,,
MIR143HG,mut,,,,,
MIR143HG,cnv,,,,,
MIR143,mut,,,,,
MIR143,cnv,,,,,
MIR145,mut,,,,,
MIR145,cnv,,,,,
CSNK1A1,mut,,,,,
CSNK1A1,cnv,,,,,
ARHGEF37,mut,,,,,
ARHGEF37,cnv,,,,,
RN7SL868P,mut,,,,,
RN7SL868P,cnv,,,,,
MIR378A,mut,,,,,
MIR378A,cnv,,,,,
PPARGC1B,mut,,,,,
PPARGC1B,cnv,,,,,
PDE6A,mut,,,,,
PDE6A,cnv,,,,,
SLC26A2,mut,,,,,
SLC26A2,cnv,,,,,
TIGD6,mut,,,,,
TIGD6,cnv,,,,,
HMGXB3,mut,,,,,
HMGXB3,cnv,,,,,
CSF1R,mut,,,,,
CSF1R,cnv,,,,,
PDGFRB,mut,,,,,
PDGFRB,cnv,,,,,
CDX1,mut,,,,,
CDX1,cnv,,,,,
SLC6A7,mut,,,,,
SLC6A7,cnv,,,,,
CAMK2A,mut,,,,,
CAMK2A,cnv,,,,,
ARSI,mut,,,,,
ARSI,cnv,,,,,
TCOF1,mut,,,,,
TCOF1,cnv,,,,,
CD74,mut,,,,,
CD74,cnv,,,,,
RPS14,mut,,,,,
RPS14,cnv,,,,,
NDST1,mut,,,,,
NDST1,cnv,,,,,
SYNPO,mut,,,,,
SYNPO,cnv,,,,,
MYOZ3,mut,,,,,
MYOZ3,cnv,,,,,
RBM22,mut,,,,,
RBM22,cnv,,,,,
DCTN4,mut,,,,,
DCTN4,cnv,,,,,
SMIM3,mut,,,,,
SMIM3,cnv,,,,,
IRGM,mut,,,,,
IRGM,cnv,,,,,
ZNF300,mut,,,,,
ZNF300,cnv,,,,,
ZNF300P1,mut,,,,,
ZNF300P1,cnv,,,,,
GPX3,mut,,,,,
GPX3,cnv,,,,,
TNIP1,mut,,,,,
TNIP1,cnv,,,,,
ANXA6,mut,,,,,
ANXA6,cnv,,,,,
CCDC69,mut,,,,,
CCDC69,cnv,,,,,
GM2A,mut,,,,,
GM2A,cnv,,,,,
SLC36A3,mut,,,,,
SLC36A3,cnv,,,,,
SLC36A2,mut,,,,,
SLC36A2,cnv,,,,,
SLC36A1,mut,,,,,
SLC36A1,cnv,,,,,
RNA5SP197,mut,,,,,
RNA5SP197,cnv,,,,,
FAT2,mut,,,,,
FAT2,cnv,,,,,
SPARC,mut,,,,,
SPARC,cnv,,,,,
RN7SKP232,mut,,,,,
RN7SKP232,cnv,,,,,
ATOX1,mut,,,,,
ATOX1,cnv,,,,,
G3BP1,mut,,,,,
G3BP1,cnv,,,,,
GLRA1,mut,,,,,
GLRA1,cnv,,,,,
RNA5SP198,mut,,,,,
RNA5SP198,cnv,,,,,
NMUR2,mut,,,,,
NMUR2,cnv,,,,,
GRIA1,mut,,,,,
GRIA1,cnv,,,,,
RN7SL177P,mut,,,,,
RN7SL177P,cnv,,,,,
FAM114A2,mut,,,,,
FAM114A2,cnv,,,,,
MFAP3,mut,,,,,
MFAP3,cnv,,,,,
GALNT10,mut,,,,,
GALNT10,cnv,,,,,
MIR1294,mut,,,,,
MIR1294,cnv,,,,,
RN7SL655P,mut,,,,,
RN7SL655P,cnv,,,,,
SAP30L,mut,,,,,
SAP30L,cnv,,,,,
HAND1,mut,,,,,
HAND1,cnv,,,,,
MIR3141,mut,,,,,
MIR3141,cnv,,,,,
MIR1303,mut,,,,,
MIR1303,cnv,,,,,
RN7SL439P,mut,,,,,
RN7SL439P,cnv,,,,,
LARP1,mut,,,,,
LARP1,cnv,,,,,
FAXDC2,mut,,,,,
FAXDC2,cnv,,,,,
MIR378H,mut,,,,,
MIR378H,cnv,,,,,
CNOT8,mut,,,,,
CNOT8,cnv,,,,,
GEMIN5,mut,,,,,
GEMIN5,cnv,,,,,
MRPL22,mut,,,,,
MRPL22,cnv,,,,,
KIF4B,mut,,,,,
KIF4B,cnv,,,,,
RNA5SP199,mut,,,,,
RNA5SP199,cnv,,,,,
SGCD,mut,,,,,
SGCD,cnv,,,,,
TIMD4,mut,,,,,
TIMD4,cnv,,,,,
HAVCR1,mut,,,,,
HAVCR1,cnv,,,,,
HAVCR2,mut,,,,,
HAVCR2,cnv,,,,,
MED7,mut,,,,,
MED7,cnv,,,,,
ITK,mut,,,,,
ITK,cnv,,,,,
FAM71B,mut,,,,,
FAM71B,cnv,,,,,
CYFIP2,mut,,,,,
CYFIP2,cnv,,,,,
FNDC9,mut,,,,,
FNDC9,cnv,,,,,
ADAM19,mut,,,,,
ADAM19,cnv,,,,,
NIPAL4,mut,,,,,
NIPAL4,cnv,,,,,
SOX30,mut,,,,,
SOX30,cnv,,,,,
C5orf52,mut,,,,,
C5orf52,cnv,,,,,
THG1L,mut,,,,,
THG1L,cnv,,,,,
LSM11,mut,,,,,
LSM11,cnv,,,,,
CLINT1,mut,,,,,
CLINT1,cnv,,,,,
EBF1,mut,,,,,
EBF1,cnv,,,,,
RNF145,mut,,,,,
RNF145,cnv,,,,,
UBLCP1,mut,,,,,
UBLCP1,cnv,,,,,
IL12B,mut,,,,,
IL12B,cnv,,,,,
RNU4ATAC2P,mut,,,,,
RNU4ATAC2P,cnv,,,,,
ADRA1B,mut,,,,,
ADRA1B,cnv,,,,,
TTC1,mut,,,,,
TTC1,cnv,,,,,
PWWP2A,mut,,,,,
PWWP2A,cnv,,,,,
FABP6,mut,,,,,
FABP6,cnv,,,,,
CCNJL,mut,,,,,
CCNJL,cnv,,,,,
RN7SL295P,mut,,,,,
RN7SL295P,cnv,,,,,
C1QTNF2,mut,,,,,
C1QTNF2,cnv,,,,,
C5orf54,mut,,,,,
C5orf54,cnv,,,,,
SLU7,mut,,,,,
SLU7,cnv,,,,,
PTTG1,mut,,,,,
PTTG1,cnv,,,,,
MIR146A,mut,,,,,
MIR146A,cnv,,,,,
MIR3142,mut,,,,,
MIR3142,cnv,,,,,
ATP10B,mut,,,,,
ATP10B,cnv,,,,,
GABRB2,mut,,,,,
GABRB2,cnv,,,,,
GABRA6,mut,,,,,
GABRA6,cnv,,,,,
GABRA1,mut,,,,,
GABRA1,cnv,,,,,
GABRG2,mut,,,,,
GABRG2,cnv,,,,,
CCNG1,mut,,,,,
CCNG1,cnv,,,,,
NUDCD2,mut,,,,,
NUDCD2,cnv,,,,,
HMMR,mut,,,,,
HMMR,cnv,,,,,
MAT2B,mut,,,,,
MAT2B,cnv,,,,,
RN7SKP60,mut,,,,,
RN7SKP60,cnv,,,,,
TENM2,mut,,,,,
TENM2,cnv,,,,,
WWC1,mut,,,,,
WWC1,cnv,,,,,
RARS,mut,,,,,
RARS,cnv,,,,,
FBLL1,mut,,,,,
FBLL1,cnv,,,,,
PANK3,mut,,,,,
PANK3,cnv,,,,,
MIR103A1,mut,,,,,
MIR103A1,cnv,,,,,
SLIT3,mut,,,,,
SLIT3,cnv,,,,,
MIR585,mut,,,,,
MIR585,cnv,,,,,
SPDL1,mut,,,,,
SPDL1,cnv,,,,,
DOCK2,mut,,,,,
DOCK2,cnv,,,,,
FAM196B,mut,,,,,
FAM196B,cnv,,,,,
MIR378E,mut,,,,,
MIR378E,cnv,,,,,
FOXI1,mut,,,,,
FOXI1,cnv,,,,,
C5orf58,mut,,,,,
C5orf58,cnv,,,,,
LCP2,mut,,,,,
LCP2,cnv,,,,,
KCNIP1,mut,,,,,
KCNIP1,cnv,,,,,
KCNMB1,mut,,,,,
KCNMB1,cnv,,,,,
MIR4454,mut,,,,,
MIR4454,cnv,,,,,
GABRP,mut,,,,,
GABRP,cnv,,,,,
RANBP17,mut,,,,,
RANBP17,cnv,,,,,
RN7SL623P,mut,,,,,
RN7SL623P,cnv,,,,,
TLX3,mut,,,,,
TLX3,cnv,,,,,
RN7SL339P,mut,,,,,
RN7SL339P,cnv,,,,,
MIR3912,mut,,,,,
MIR3912,cnv,,,,,
NPM1,mut,,,,,
NPM1,cnv,,,,,
FGF18,mut,,,,,
FGF18,cnv,,,,,
C5orf50,mut,,,,,
C5orf50,cnv,,,,,
FBXW11,mut,,,,,
FBXW11,cnv,,,,,
EFCAB9,mut,,,,,
EFCAB9,cnv,,,,,
STK10,mut,,,,,
STK10,cnv,,,,,
UBTD2,mut,,,,,
UBTD2,cnv,,,,,
SH3PXD2B,mut,,,,,
SH3PXD2B,cnv,,,,,
NEURL1B,mut,,,,,
NEURL1B,cnv,,,,,
MIR5003,mut,,,,,
MIR5003,cnv,,,,,
DUSP1,mut,,,,,
DUSP1,cnv,,,,,
ERGIC1,mut,,,,,
ERGIC1,cnv,,,,,
RPL26L1,mut,,,,,
RPL26L1,cnv,,,,,
ATP6V0E1,mut,,,,,
ATP6V0E1,cnv,,,,,
SNORA74B,mut,,,,,
SNORA74B,cnv,,,,,
CREBRF,mut,,,,,
CREBRF,cnv,,,,,
BNIP1,mut,,,,,
BNIP1,cnv,,,,,
RNA5SP200,mut,,,,,
RNA5SP200,cnv,,,,,
STC2,mut,,,,,
STC2,cnv,,,,,
BOD1,mut,,,,,
BOD1,cnv,,,,,
CPEB4,mut,,,,,
CPEB4,cnv,,,,,
C5orf47,mut,,,,,
C5orf47,cnv,,,,,
NSG2,mut,,,,,
NSG2,cnv,,,,,
MIR4634,mut,,,,,
MIR4634,cnv,,,,,
MSX2,mut,,,,,
MSX2,cnv,,,,,
DRD1,mut,,,,,
DRD1,cnv,,,,,
SFXN1,mut,,,,,
SFXN1,cnv,,,,,
RN7SKP148,mut,,,,,
RN7SKP148,cnv,,,,,
HRH2,mut,,,,,
HRH2,cnv,,,,,
CPLX2,mut,,,,,
CPLX2,cnv,,,,,
THOC3,mut,,,,,
THOC3,cnv,,,,,
FAM153B,mut,,,,,
FAM153B,cnv,,,,,
SIMC1,mut,,,,,
SIMC1,cnv,,,,,
KIAA1191,mut,,,,,
KIAA1191,cnv,,,,,
ARL10,mut,,,,,
ARL10,cnv,,,,,
MIR1271,mut,,,,,
MIR1271,cnv,,,,,
NOP16,mut,,,,,
NOP16,cnv,,,,,
HIGD2A,mut,,,,,
HIGD2A,cnv,,,,,
CLTB,mut,,,,,
CLTB,cnv,,,,,
FAF2,mut,,,,,
FAF2,cnv,,,,,
RNF44,mut,,,,,
RNF44,cnv,,,,,
CDHR2,mut,,,,,
CDHR2,cnv,,,,,
RN7SL684P,mut,,,,,
RN7SL684P,cnv,,,,,
GPRIN1,mut,,,,,
GPRIN1,cnv,,,,,
SNCB,mut,,,,,
SNCB,cnv,,,,,
EIF4E1B,mut,,,,,
EIF4E1B,cnv,,,,,
HK3,mut,,,,,
HK3,cnv,,,,,
MIR4281,mut,,,,,
MIR4281,cnv,,,,,
TSPAN17,mut,,,,,
TSPAN17,cnv,,,,,
UNC5A,mut,,,,,
UNC5A,cnv,,,,,
UIMC1,mut,,,,,
UIMC1,cnv,,,,,
ZNF346,mut,,,,,
ZNF346,cnv,,,,,
FGFR4,mut,,,,,
FGFR4,cnv,,,,,
NSD1,mut,,,,,
NSD1,cnv,,,,,
MXD3,mut,,,,,
MXD3,cnv,,,,,
RAB24,mut,,,,,
RAB24,cnv,,,,,
PRELID1,mut,,,,,
PRELID1,cnv,,,,,
LMAN2,mut,,,,,
LMAN2,cnv,,,,,
RN7SL562P,mut,,,,,
RN7SL562P,cnv,,,,,
RGS14,mut,,,,,
RGS14,cnv,,,,,
SLC34A1,mut,,,,,
SLC34A1,cnv,,,,,
F12,mut,,,,,
F12,cnv,,,,,
GRK6,mut,,,,,
GRK6,cnv,,,,,
PFN3,mut,,,,,
PFN3,cnv,,,,,
PRR7,mut,,,,,
PRR7,cnv,,,,,
DBN1,mut,,,,,
DBN1,cnv,,,,,
PDLIM7,mut,,,,,
PDLIM7,cnv,,,,,
DOK3,mut,,,,,
DOK3,cnv,,,,,
DDX41,mut,,,,,
DDX41,cnv,,,,,
FAM193B,mut,,,,,
FAM193B,cnv,,,,,
TMED9,mut,,,,,
TMED9,cnv,,,,,
B4GALT7,mut,,,,,
B4GALT7,cnv,,,,,
FAM153A,mut,,,,,
FAM153A,cnv,,,,,
PROP1,mut,,,,,
PROP1,cnv,,,,,
FAM153C,mut,,,,,
FAM153C,cnv,,,,,
N4BP3,mut,,,,,
N4BP3,cnv,,,,,
RMND5B,mut,,,,,
RMND5B,cnv,,,,,
NHP2,mut,,,,,
NHP2,cnv,,,,,
HNRNPAB,mut,,,,,
HNRNPAB,cnv,,,,,
PHYKPL,mut,,,,,
PHYKPL,cnv,,,,,
COL23A1,mut,,,,,
COL23A1,cnv,,,,,
RN7SL646P,mut,,,,,
RN7SL646P,cnv,,,,,
CLK4,mut,,,,,
CLK4,cnv,,,,,
RN7SKP70,mut,,,,,
RN7SKP70,cnv,,,,,
ZNF354A,mut,,,,,
ZNF354A,cnv,,,,,
AACSP1,mut,,,,,
AACSP1,cnv,,,,,
ZNF354B,mut,,,,,
ZNF354B,cnv,,,,,
ZFP2,mut,,,,,
ZFP2,cnv,,,,,
ZNF454,mut,,,,,
ZNF454,cnv,,,,,
GRM6,mut,,,,,
GRM6,cnv,,,,,
ZNF879,mut,,,,,
ZNF879,cnv,,,,,
ZNF354C,mut,,,,,
ZNF354C,cnv,,,,,
ADAMTS2,mut,,,,,
ADAMTS2,cnv,,,,,
RN7SL71P,mut,,,,,
RN7SL71P,cnv,,,,,
RUFY1,mut,,,,,
RUFY1,cnv,,,,,
HNRNPH1,mut,,,,,
HNRNPH1,cnv,,,,,
C5orf60,mut,,,,,
C5orf60,cnv,,,,,
CANX,mut,,,,,
CANX,cnv,,,,,
CBY3,mut,,,,,
CBY3,cnv,,,,,
HMGB3P22,mut,,,,,
HMGB3P22,cnv,,,,,
MAML1,mut,,,,,
MAML1,cnv,,,,,
LTC4S,mut,,,,,
LTC4S,cnv,,,,,
MGAT4B,mut,,,,,
MGAT4B,cnv,,,,,
MIR1229,mut,,,,,
MIR1229,cnv,,,,,
