dataset,model,fold,macro_f1,accuracy,n_test
brca,MOGAT,1,44.520140876073086,59.61538461538461,104.0
brca,MOGAT,2,41.53392330383481,67.3076923076923,104.0
brca,MOGAT,3,42.78947368421052,70.1923076923077,104.0
brca,MOGAT,4,51.766564282580084,72.81553398058253,103.0
brca,MOGAT,5,50.31157731157732,67.96116504854369,103.0
brca,MOGAT,mean,46.18433589165516,67.57841672890217,518.0
brca,MOGAT,std,4.101618393784371,4.4246918877083585,
