gene,feature,nn_fold_0,nn_fold_1,nn_fold_2,nn_fold_3,nn_fold_4
GRHL3,mut,,,,,
GRHL3,cnv,,,,,
GRHPR,mut,,,,,
GRHPR,cnv,,,,,
GRIA1,mut,,,,,
GRIA1,cnv,,,,,
GRIA2,mut,,,,,
GRIA2,cnv,,,,,
GRIA3,mut,,,,,
GRIA3,cnv,,,,,
GRIA4,mut,,,,,
GRIA4,cnv,,,,,
GRID1,mut,,,,,
GRID1,cnv,,,,,
GRID2,mut,,,,,
GRID2,cnv,,,,,
GRID2IP,mut,,,,,
GRID2IP,cnv,,,,,
GRIFIN,mut,,,,,
GRIFIN,cnv,,,,,
GRIK1,mut,,,,,
GRIK1,cnv,,,,,
GRIK2,mut,,,,,
GRIK2,cnv,,,,,
GRIK3,mut,,,,,
GRIK3,cnv,,,,,
GRIK4,mut,,,,,
GRIK4,cnv,,,,,
GRIK5,mut,,,,,
GRIK5,cnv,,,,,
GRIN1,mut,,,,,
GRIN1,cnv,,,,,
GRIN2A,mut,,,,,
GRIN2A,cnv,,,,,
GRIN2B,mut,,,,,
GRIN2B,cnv,,,,,
GRIN2C,mut,,,,,
GRIN2C,cnv,,,,,
GRIN2D,mut,,,,,
GRIN2D,cnv,,,,,
GRIN3A,mut,,,,,
GRIN3A,cnv,,,,,
GRIN3B,mut,,,,,
GRIN3B,cnv,,,,,
GRINA,mut,,,,,
GRINA,cnv,,,,,
GRIP1,mut,,,,,
GRIP1,cnv,,,,,
GRIP2,mut,,,,,
GRIP2,cnv,,,,,
GRIPAP1,mut,,,,,
GRIPAP1,cnv,,,,,
GRK1,mut,,,,,
GRK1,cnv,,,,,
GRK4,mut,,,,,
GRK4,cnv,,,,,
GRK5,mut,,,,,
GRK5,cnv,,,,,
GRK6,mut,,,,,
GRK6,cnv,,,,,
GRK7,mut,,,,,
GRK7,cnv,,,,,
GRM1,mut,,,,,
GRM1,cnv,,,,,
GRM2,mut,,,,,
GRM2,cnv,,,,,
GRM3,mut,,,,,
GRM3,cnv,,,,,
GRM4,mut,,,,,
GRM4,cnv,,,,,
GRM5,mut,,,,,
GRM5,cnv,,,,,
GRM6,mut,,,,,
GRM6,cnv,,,,,
GRM7,mut,,,,,
GRM7,cnv,,,,,
GRM8,mut,,,,,
GRM8,cnv,,,,,
GRN,mut,,,,,
GRN,cnv,,,,,
GRP,mut,,,,,
GRP,cnv,,,,,
GRPEL1,mut,,,,,
GRPEL1,cnv,,,,,
GRPEL2,mut,,,,,
GRPEL2,cnv,,,,,
GRPR,mut,,,,,
GRPR,cnv,,,,,
GRSF1,mut,,,,,
GRSF1,cnv,,,,,
GRTP1,mut,,,,,
GRTP1,cnv,,,,,
GRWD1,mut,,,,,
GRWD1,cnv,,,,,
GRXCR1,mut,,,,,
GRXCR1,cnv,,,,,
GRXCR2,mut,,,,,
GRXCR2,cnv,,,,,
GSAP,mut,,,,,
GSAP,cnv,,,,,
GSC,mut,,,,,
GSC,cnv,,,,,
GSC2,mut,,,,,
GSC2,cnv,,,,,
GSDMA,mut,,,,,
GSDMA,cnv,,,,,
GSDMB,mut,,,,,
GSDMB,cnv,,,,,
GSDMC,mut,,,,,
GSDMC,cnv,,,,,
GSDMD,mut,,,,,
GSDMD,cnv,,,,,
GSE1,mut,,,,,
GSE1,cnv,,,,,
GSG1,mut,,,,,
GSG1,cnv,,,,,
GSG1L,mut,,,,,
GSG1L,cnv,,,,,
GSG2,mut,,,,,
GSG2,cnv,,,,,
GSK3A,mut,,,,,
GSK3A,cnv,,,,,
GSK3B,mut,,,,,
GSK3B,cnv,,,,,
GSKIP,mut,,,,,
GSKIP,cnv,,,,,
GSN,mut,,,,,
GSN,cnv,,,,,
GSPT1,mut,,,,,
GSPT1,cnv,,,,,
GSPT2,mut,,,,,
GSPT2,cnv,,,,,
GSR,mut,,,,,
GSR,cnv,,,,,
GSS,mut,,,,,
GSS,cnv,,,,,
GSTA1,mut,,,,,
GSTA1,cnv,,,,,
GSTA2,mut,,,,,
GSTA2,cnv,,,,,
GSTA3,mut,,,,,
GSTA3,cnv,,,,,
GSTA4,mut,,,,,
GSTA4,cnv,,,,,
GSTA5,mut,,,,,
GSTA5,cnv,,,,,
GSTCD,mut,,,,,
GSTCD,cnv,,,,,
GSTK1,mut,,,,,
GSTK1,cnv,,,,,
GSTM1,mut,,,,,
GSTM1,cnv,,,,,
GSTM2,mut,,,,,
GSTM2,cnv,,,,,
GSTM3,mut,,,,,
GSTM3,cnv,,,,,
GSTM4,mut,,,,,
GSTM4,cnv,,,,,
GSTM5,mut,,,,,
GSTM5,cnv,,,,,
GSTO1,mut,,,,,
GSTO1,cnv,,,,,
GSTO2,mut,,,,,
GSTO2,cnv,,,,,
GSTP1,mut,,,,,
GSTP1,cnv,,,,,
GSTT1,mut,,,,,
GSTT1,cnv,,,,,
GSTT2,mut,,,,,
GSTT2,cnv,,,,,
GSTT2B,mut,,,,,
GSTT2B,cnv,,,,,
GSTTP2,mut,,,,,
GSTTP2,cnv,,,,,
GSTZ1,mut,,,,,
GSTZ1,cnv,,,,,
GSX1,mut,,,,,
GSX1,cnv,,,,,
GSX2,mut,,,,,
GSX2,cnv,,,,,
GTDC1,mut,,,,,
GTDC1,cnv,,,,,
GTDC2,mut,,,,,
GTDC2,cnv,,,,,
GTF2A1,mut,,,,,
GTF2A1,cnv,,,,,
GTF2A1L,mut,,,,,
GTF2A1L,cnv,,,,,
GTF2A2,mut,,,,,
GTF2A2,cnv,,,,,
GTF2B,mut,,,,,
GTF2B,cnv,,,,,
GTF2E1,mut,,,,,
GTF2E1,cnv,,,,,
GTF2E2,mut,,,,,
GTF2E2,cnv,,,,,
GTF2F1,mut,,,,,
GTF2F1,cnv,,,,,
GTF2F2,mut,,,,,
GTF2F2,cnv,,,,,
GTF2H1,mut,,,,,
GTF2H1,cnv,,,,,
GTF2H2,mut,,,,,
GTF2H2,cnv,,,,,
GTF2H2B,mut,,,,,
GTF2H2B,cnv,,,,,
GTF2H2C,mut,,,,,
GTF2H2C,cnv,,,,,
GTF2H3,mut,,,,,
GTF2H3,cnv,,,,,
GTF2H4,mut,,,,,
GTF2H4,cnv,,,,,
GTF2H5,mut,,,,,
GTF2H5,cnv,,,,,
GTF2I,mut,,,,,
GTF2I,cnv,,,,,
GTF2IRD1,mut,,,,,
GTF2IRD1,cnv,,,,,
GTF2IRD1P1,mut,,,,,
GTF2IRD1P1,cnv,,,,,
GTF2IRD2,mut,,,,,
GTF2IRD2,cnv,,,,,
GTF2IRD2B,mut,,,,,
GTF2IRD2B,cnv,,,,,
GTF2IRD2P1,mut,,,,,
GTF2IRD2P1,cnv,,,,,
GTF3A,mut,,,,,
GTF3A,cnv,,,,,
GTF3C1,mut,,,,,
GTF3C1,cnv,,,,,
GTF3C2,mut,,,,,
GTF3C2,cnv,,,,,
GTF3C3,mut,,,,,
GTF3C3,cnv,,,,,
GTF3C4,mut,,,,,
GTF3C4,cnv,,,,,
GTF3C5,mut,,,,,
GTF3C5,cnv,,,,,
GTF3C6,mut,,,,,
GTF3C6,cnv,,,,,
GTPBP1,mut,,,,,
GTPBP1,cnv,,,,,
GTPBP10,mut,,,,,
GTPBP10,cnv,,,,,
GTPBP2,mut,,,,,
GTPBP2,cnv,,,,,
GTPBP3,mut,,,,,
GTPBP3,cnv,,,,,
GTPBP4,mut,,,,,
GTPBP4,cnv,,,,,
GTPBP8,mut,,,,,
GTPBP8,cnv,,,,,
GTSCR1,mut,,,,,
GTSCR1,cnv,,,,,
GTSE1,mut,,,,,
GTSE1,cnv,,,,,
GTSF1,mut,,,,,
GTSF1,cnv,,,,,
GTSF1L,mut,,,,,
GTSF1L,cnv,,,,,
GUCA1A,mut,,,,,
GUCA1A,cnv,,,,,
GUCA1B,mut,,,,,
GUCA1B,cnv,,,,,
GUCA1C,mut,,,,,
GUCA1C,cnv,,,,,
GUCA2A,mut,,,,,
GUCA2A,cnv,,,,,
GUCA2B,mut,,,,,
GUCA2B,cnv,,,,,
GUCD1,mut,,,,,
GUCD1,cnv,,,,,
GUCY1A2,mut,,,,,
GUCY1A2,cnv,,,,,
GUCY1A3,mut,,,,,
GUCY1A3,cnv,,,,,
GUCY1B2,mut,,,,,
GUCY1B2,cnv,,,,,
GUCY1B3,mut,,,,,
GUCY1B3,cnv,,,,,
GUCY2C,mut,,,,,
GUCY2C,cnv,,,,,
GUCY2D,mut,,,,,
GUCY2D,cnv,,,,,
GUCY2EP,mut,,,,,
GUCY2EP,cnv,,,,,
GUCY2F,mut,,,,,
GUCY2F,cnv,,,,,
GUCY2GP,mut,,,,,
GUCY2GP,cnv,,,,,
GUF1,mut,,,,,
GUF1,cnv,,,,,
GUK1,mut,,,,,
GUK1,cnv,,,,,
GULP1,mut,,,,,
GULP1,cnv,,,,,
GUSB,mut,,,,,
GUSB,cnv,,,,,
GUSBP1,mut,,,,,
GUSBP1,cnv,,,,,
GUSBP11,mut,,,,,
GUSBP11,cnv,,,,,
GUSBP2,mut,,,,,
GUSBP2,cnv,,,,,
GUSBP3,mut,,,,,
GUSBP3,cnv,,,,,
GUSBP5,mut,,,,,
GUSBP5,cnv,,,,,
GVINP1,mut,,,,,
GVINP1,cnv,,,,,
GVQW1,mut,,,,,
GVQW1,cnv,,,,,
GXYLT1,mut,,,,,
GXYLT1,cnv,,,,,
GXYLT2,mut,,,,,
GXYLT2,cnv,,,,,
GYG1,mut,,,,,
GYG1,cnv,,,,,
GYG2,mut,,,,,
GYG2,cnv,,,,,
GYLTL1B,mut,,,,,
GYLTL1B,cnv,,,,,
GYPA,mut,,,,,
GYPA,cnv,,,,,
GYPB,mut,,,,,
GYPB,cnv,,,,,
GYPC,mut,,,,,
GYPC,cnv,,,,,
GYPE,mut,,,,,
GYPE,cnv,,,,,
GYS1,mut,,,,,
GYS1,cnv,,,,,
GYS2,mut,,,,,
GYS2,cnv,,,,,
GZF1,mut,,,,,
GZF1,cnv,,,,,
GZMA,mut,,,,,
GZMA,cnv,,,,,
GZMB,mut,,,,,
GZMB,cnv,,,,,
GZMH,mut,,,,,
GZMH,cnv,,,,,
GZMK,mut,,,,,
GZMK,cnv,,,,,
GZMM,mut,,,,,
GZMM,cnv,,,,,
H19,mut,,,,,
H19,cnv,,,,,
H1F0,mut,,,,,
H1F0,cnv,,,,,
H1FNT,mut,,,,,
H1FNT,cnv,,,,,
H1FOO,mut,,,,,
H1FOO,cnv,,,,,
H1FX,mut,,,,,
H1FX,cnv,,,,,
H2AFB1,mut,,,,,
H2AFB1,cnv,,,,,
H2AFB2,mut,,,,,
H2AFB2,cnv,,,,,
H2AFB3,mut,,,,,
H2AFB3,cnv,,,,,
H2AFJ,mut,,,,,
H2AFJ,cnv,,,,,
H2AFV,mut,,,,,
H2AFV,cnv,,,,,
H2AFX,mut,,,,,
H2AFX,cnv,,,,,
H2AFY,mut,,,,,
H2AFY,cnv,,,,,
H2AFY2,mut,,,,,
H2AFY2,cnv,,,,,
H2AFZ,mut,,,,,
H2AFZ,cnv,,,,,
H2BFM,mut,,,,,
H2BFM,cnv,,,,,
H2BFWT,mut,,,,,
H2BFWT,cnv,,,,,
H3F3A,mut,,,,,
H3F3A,cnv,,,,,
H3F3B,mut,,,,,
H3F3B,cnv,,,,,
H3F3C,mut,,,,,
H3F3C,cnv,,,,,
H6PD,mut,,,,,
H6PD,cnv,,,,,
HAAO,mut,,,,,
HAAO,cnv,,,,,
HABP2,mut,,,,,
HABP2,cnv,,,,,
HABP4,mut,,,,,
HABP4,cnv,,,,,
HACE1,mut,,,,,
HACE1,cnv,,,,,
HACL1,mut,,,,,
HACL1,cnv,,,,,
HADH,mut,,,,,
HADH,cnv,,,,,
HADHA,mut,,,,,
HADHA,cnv,,,,,
HADHB,mut,,,,,
HADHB,cnv,,,,,
HAGH,mut,,,,,
HAGH,cnv,,,,,
HAGHL,mut,,,,,
HAGHL,cnv,,,,,
HAL,mut,,,,,
HAL,cnv,,,,,
HAMP,mut,,,,,
HAMP,cnv,,,,,
HAND1,mut,,,,,
HAND1,cnv,,,,,
HAND2,mut,,,,,
HAND2,cnv,,,,,
HAO1,mut,,,,,
HAO1,cnv,,,,,
HAO2,mut,,,,,
HAO2,cnv,,,,,
HAP1,mut,,,,,
HAP1,cnv,,,,,
HAPLN1,mut,,,,,
HAPLN1,cnv,,,,,
HAPLN2,mut,,,,,
HAPLN2,cnv,,,,,
HAPLN3,mut,,,,,
HAPLN3,cnv,,,,,
HAPLN4,mut,,,,,
HAPLN4,cnv,,,,,
HAR1A,mut,,,,,
HAR1A,cnv,,,,,
HAR1B,mut,,,,,
HAR1B,cnv,,,,,
HARBI1,mut,,,,,
HARBI1,cnv,,,,,
HARS,mut,,,,,
HARS,cnv,,,,,
HARS2,mut,,,,,
HARS2,cnv,,,,,
HAS1,mut,,,,,
HAS1,cnv,,,,,
HAS2,mut,,,,,
HAS2,cnv,,,,,
HAS3,mut,,,,,
HAS3,cnv,,,,,
HAT1,mut,,,,,
HAT1,cnv,,,,,
HAUS1,mut,,,,,
HAUS1,cnv,,,,,
HAUS2,mut,,,,,
HAUS2,cnv,,,,,
HAUS3,mut,,,,,
HAUS3,cnv,,,,,
HAUS4,mut,,,,,
HAUS4,cnv,,,,,
HAUS5,mut,,,,,
HAUS5,cnv,,,,,
HAUS6,mut,,,,,
HAUS6,cnv,,,,,
HAUS7,mut,,,,,
HAUS7,cnv,,,,,
HAUS8,mut,,,,,
HAUS8,cnv,,,,,
HAVCR1,mut,,,,,
HAVCR1,cnv,,,,,
HAVCR2,mut,,,,,
HAVCR2,cnv,,,,,
HAX1,mut,,,,,
HAX1,cnv,,,,,
HBA1,mut,,,,,
HBA1,cnv,,,,,
HBA2,mut,,,,,
HBA2,cnv,,,,,
HBB,mut,,,,,
HBB,cnv,,,,,
HBBP1,mut,,,,,
HBBP1,cnv,,,,,
HBCBP,mut,,,,,
HBCBP,cnv,,,,,
HBD,mut,,,,,
HBD,cnv,,,,,
HBE1,mut,,,,,
HBE1,cnv,,,,,
HBEGF,mut,,,,,
HBEGF,cnv,,,,,
HBG1,mut,,,,,
HBG1,cnv,,,,,
HBG2,mut,,,,,
HBG2,cnv,,,,,
HBM,mut,,,,,
HBM,cnv,,,,,
HBP1,mut,,,,,
HBP1,cnv,,,,,
HBQ1,mut,,,,,
HBQ1,cnv,,,,,
HBS1L,mut,,,,,
HBS1L,cnv,,,,,
HBZ,mut,,,,,
HBZ,cnv,,,,,
HCAR1,mut,,,,,
HCAR1,cnv,,,,,
HCAR2,mut,,,,,
HCAR2,cnv,,,,,
HCAR3,mut,,,,,
HCAR3,cnv,,,,,
HCCAT5,mut,,,,,
HCCAT5,cnv,,,,,
HCCS,mut,,,,,
HCCS,cnv,,,,,
HCFC1,mut,,,,,
HCFC1,cnv,,,,,
HCFC1R1,mut,,,,,
HCFC1R1,cnv,,,,,
HCFC2,mut,,,,,
HCFC2,cnv,,,,,
HCG11,mut,,,,,
HCG11,cnv,,,,,
HCG14,mut,,,,,
HCG14,cnv,,,,,
HCG15,mut,,,,,
HCG15,cnv,,,,,
HCG16,mut,,,,,
HCG16,cnv,,,,,
HCG17,mut,,,,,
HCG17,cnv,,,,,
HCG18,mut,,,,,
HCG18,cnv,,,,,
HCG20,mut,,,,,
HCG20,cnv,,,,,
HCG21,mut,,,,,
HCG21,cnv,,,,,
HCG22,mut,,,,,
HCG22,cnv,,,,,
HCG23,mut,,,,,
HCG23,cnv,,,,,
HCG24,mut,,,,,
HCG24,cnv,,,,,
HCG25,mut,,,,,
HCG25,cnv,,,,,
HCG27,mut,,,,,
HCG27,cnv,,,,,
HCG9,mut,,,,,
HCG9,cnv,,,,,
HCK,mut,,,,,
HCK,cnv,,,,,
HCLS1,mut,,,,,
HCLS1,cnv,,,,,
HCN1,mut,,,,,
HCN1,cnv,,,,,
HCN2,mut,,,,,
HCN2,cnv,,,,,
HCN3,mut,,,,,
HCN3,cnv,,,,,
HCN4,mut,,,,,
HCN4,cnv,,,,,
HCP5,mut,,,,,
HCP5,cnv,,,,,
HCRT,mut,,,,,
HCRT,cnv,,,,,
HCRTR1,mut,,,,,
HCRTR1,cnv,,,,,
HCRTR2,mut,,,,,
HCRTR2,cnv,,,,,
HCST,mut,,,,,
HCST,cnv,,,,,
HDAC1,mut,,,,,
HDAC1,cnv,,,,,
HDAC10,mut,,,,,
HDAC10,cnv,,,,,
HDAC11,mut,,,,,
HDAC11,cnv,,,,,
HDAC1P2,mut,,,,,
HDAC1P2,cnv,,,,,
HDAC2,mut,,,,,
HDAC2,cnv,,,,,
HDAC3,mut,,,,,
HDAC3,cnv,,,,,
HDAC4,mut,,,,,
HDAC4,cnv,,,,,
HDAC5,mut,,,,,
HDAC5,cnv,,,,,
HDAC6,mut,,,,,
HDAC6,cnv,,,,,
HDAC7,mut,,,,,
HDAC7,cnv,,,,,
HDAC8,mut,,,,,
HDAC8,cnv,,,,,
HDAC9,mut,,,,,
HDAC9,cnv,,,,,
HDC,mut,,,,,
HDC,cnv,,,,,
HDDC2,mut,,,,,
HDDC2,cnv,,,,,
HDDC3,mut,,,,,
HDDC3,cnv,,,,,
HDGF,mut,,,,,
HDGF,cnv,,,,,
HDGFL1,mut,,,,,
HDGFL1,cnv,,,,,
HDGFRP2,mut,,,,,
HDGFRP2,cnv,,,,,
HDGFRP3,mut,,,,,
HDGFRP3,cnv,,,,,
HDHD1,mut,,,,,
HDHD1,cnv,,,,,
HDHD2,mut,,,,,
HDHD2,cnv,,,,,
HDHD3,mut,,,,,
HDHD3,cnv,,,,,
HDLBP,mut,,,,,
HDLBP,cnv,,,,,
HDX,mut,,,,,
HDX,cnv,,,,,
HEATR1,mut,,,,,
HEATR1,cnv,,,,,
HEATR2,mut,,,,,
HEATR2,cnv,,,,,
HEATR3,mut,,,,,
HEATR3,cnv,,,,,
HEATR4,mut,,,,,
HEATR4,cnv,,,,,
HEATR5A,mut,,,,,
HEATR5A,cnv,,,,,
HEATR5B,mut,,,,,
HEATR5B,cnv,,,,,
HEATR6,mut,,,,,
HEATR6,cnv,,,,,
HEBP1,mut,,,,,
HEBP1,cnv,,,,,
HEBP2,mut,,,,,
HEBP2,cnv,,,,,
HECA,mut,,,,,
HECA,cnv,,,,,
HECTD1,mut,,,,,
HECTD1,cnv,,,,,
HECTD2,mut,,,,,
HECTD2,cnv,,,,,
HECTD3,mut,,,,,
HECTD3,cnv,,,,,
HECTD4,mut,,,,,
HECTD4,cnv,,,,,
HECW1,mut,,,,,
HECW1,cnv,,,,,
HECW2,mut,,,,,
HECW2,cnv,,,,,
HEG1,mut,,,,,
HEG1,cnv,,,,,
HELB,mut,,,,,
HELB,cnv,,,,,
HELLS,mut,,,,,
HELLS,cnv,,,,,
HELQ,mut,,,,,
HELQ,cnv,,,,,
HELT,mut,,,,,
HELT,cnv,,,,,
HELZ,mut,,,,,
HELZ,cnv,,,,,
HELZ2,mut,,,,,
HELZ2,cnv,,,,,
HEMGN,mut,,,,,
HEMGN,cnv,,,,,
HEMK1,mut,,,,,
HEMK1,cnv,,,,,
HENMT1,mut,,,,,
HENMT1,cnv,,,,,
HEPACAM,mut,,,,,
HEPACAM,cnv,,,,,
HEPACAM2,mut,,,,,
HEPACAM2,cnv,,,,,
HEPH,mut,,,,,
HEPH,cnv,,,,,
HEPHL1,mut,,,,,
HEPHL1,cnv,,,,,
HEPN1,mut,,,,,
HEPN1,cnv,,,,,
HERC1,mut,,,,,
HERC1,cnv,,,,,
HERC2,mut,,,,,
HERC2,cnv,,,,,
HERC2P2,mut,,,,,
HERC2P2,cnv,,,,,
HERC2P3,mut,,,,,
HERC2P3,cnv,,,,,
HERC2P4,mut,,,,,
HERC2P4,cnv,,,,,
HERC2P5,mut,,,,,
HERC2P5,cnv,,,,,
HERC2P8,mut,,,,,
HERC2P8,cnv,,,,,
HERC2P9,mut,,,,,
HERC2P9,cnv,,,,,
HERC3,mut,,,,,
HERC3,cnv,,,,,
HERC4,mut,,,,,
HERC4,cnv,,,,,
HERC5,mut,,,,,
HERC5,cnv,,,,,
HERC6,mut,,,,,
HERC6,cnv,,,,,
HERPUD1,mut,,,,,
HERPUD1,cnv,,,,,
HERPUD2,mut,,,,,
HERPUD2,cnv,,,,,
HES1,mut,,,,,
HES1,cnv,,,,,
HES2,mut,,,,,
HES2,cnv,,,,,
HES3,mut,,,,,
HES3,cnv,,,,,
HES4,mut,,,,,
HES4,cnv,,,,,
HES5,mut,,,,,
HES5,cnv,,,,,
HES6,mut,,,,,
HES6,cnv,,,,,
HES7,mut,,,,,
HES7,cnv,,,,,
HESX1,mut,,,,,
HESX1,cnv,,,,,
HEXA,mut,,,,,
HEXA,cnv,,,,,
HEXB,mut,,,,,
HEXB,cnv,,,,,
HEXDC,mut,,,,,
HEXDC,cnv,,,,,
HEXIM1,mut,,,,,
HEXIM1,cnv,,,,,
HEXIM2,mut,,,,,
HEXIM2,cnv,,,,,
HEY1,mut,,,,,
HEY1,cnv,,,,,
HEY2,mut,,,,,
HEY2,cnv,,,,,
HEYL,mut,,,,,
HEYL,cnv,,,,,
HFE,mut,,,,,
HFE,cnv,,,,,
HFE2,mut,,,,,
HFE2,cnv,,,,,
HFM1,mut,,,,,
HFM1,cnv,,,,,
HGD,mut,,,,,
HGD,cnv,,,,,
HGF,mut,,,,,
HGF,cnv,,,,,
HGFAC,mut,,,,,
HGFAC,cnv,,,,,
HGS,mut,,,,,
HGS,cnv,,,,,
HGSNAT,mut,,,,,
HGSNAT,cnv,,,,,
HHAT,mut,,,,,
HHAT,cnv,,,,,
HHATL,mut,,,,,
HHATL,cnv,,,,,
HHEX,mut,,,,,
HHEX,cnv,,,,,
HHIP,mut,,,,,
HHIP,cnv,,,,,
HHIPL1,mut,,,,,
HHIPL1,cnv,,,,,
HHIPL2,mut,,,,,
HHIPL2,cnv,,,,,
HHLA1,mut,,,,,
HHLA1,cnv,,,,,
HHLA2,mut,,,,,
HHLA2,cnv,,,,,
HHLA3,mut,,,,,
HHLA3,cnv,,,,,
HIAT1,mut,,,,,
HIAT1,cnv,,,,,
HIATL1,mut,,,,,
HIATL1,cnv,,,,,
HIATL2,mut,,,,,
HIATL2,cnv,,,,,
HIBADH,mut,,,,,
HIBADH,cnv,,,,,
HIBCH,mut,,,,,
HIBCH,cnv,,,,,
HIC1,mut,,,,,
HIC1,cnv,,,,,
HIC2,mut,,,,,
HIC2,cnv,,,,,
HID1,mut,,,,,
HID1,cnv,,,,,
HIF1A,mut,,,,,
HIF1A,cnv,,,,,
HIF1AN,mut,,,,,
HIF1AN,cnv,,,,,
HIF3A,mut,,,,,
HIF3A,cnv,,,,,
HIGD1A,mut,,,,,
HIGD1A,cnv,,,,,
HIGD1B,mut,,,,,
HIGD1B,cnv,,,,,
HIGD1C,mut,,,,,
HIGD1C,cnv,,,,,
HIGD2A,mut,,,,,
HIGD2A,cnv,,,,,
HIGD2B,mut,,,,,
HIGD2B,cnv,,,,,
HILPDA,mut,,,,,
HILPDA,cnv,,,,,
HILS1,mut,,,,,
HILS1,cnv,,,,,
HINFP,mut,,,,,
HINFP,cnv,,,,,
HINT1,mut,,,,,
HINT1,cnv,,,,,
HINT2,mut,,,,,
HINT2,cnv,,,,,
HINT3,mut,,,,,
HINT3,cnv,,,,,
HIP1,mut,,,,,
HIP1,cnv,,,,,
HIP1R,mut,,,,,
HIP1R,cnv,,,,,
HIPK1,mut,,,,,
HIPK1,cnv,,,,,
HIPK2,mut,,,,,
HIPK2,cnv,,,,,
HIPK3,mut,,,,,
HIPK3,cnv,,,,,
HIPK4,mut,,,,,
HIPK4,cnv,,,,,
HIRA,mut,,,,,
HIRA,cnv,,,,,
HIRIP3,mut,,,,,
HIRIP3,cnv,,,,,
HIST1H1A,mut,,,,,
HIST1H1A,cnv,,,,,
HIST1H1B,mut,,,,,
HIST1H1B,cnv,,,,,
HIST1H1C,mut,,,,,
HIST1H1C,cnv,,,,,
HIST1H1D,mut,,,,,
HIST1H1D,cnv,,,,,
HIST1H1E,mut,,,,,
HIST1H1E,cnv,,,,,
HIST1H1T,mut,,,,,
HIST1H1T,cnv,,,,,
HIST1H2AA,mut,,,,,
HIST1H2AA,cnv,,,,,
HIST1H2AB,mut,,,,,
HIST1H2AB,cnv,,,,,
HIST1H2AC,mut,,,,,
HIST1H2AC,cnv,,,,,
HIST1H2AD,mut,,,,,
HIST1H2AD,cnv,,,,,
HIST1H2AE,mut,,,,,
HIST1H2AE,cnv,,,,,
HIST1H2AG,mut,,,,,
HIST1H2AG,cnv,,,,,
HIST1H2AH,mut,,,,,
HIST1H2AH,cnv,,,,,
HIST1H2AI,mut,,,,,
HIST1H2AI,cnv,,,,,
HIST1H2AJ,mut,,,,,
HIST1H2AJ,cnv,,,,,
HIST1H2AK,mut,,,,,
HIST1H2AK,cnv,,,,,
HIST1H2AL,mut,,,,,
HIST1H2AL,cnv,,,,,
HIST1H2AM,mut,,,,,
HIST1H2AM,cnv,,,,,
HIST1H2BA,mut,,,,,
HIST1H2BA,cnv,,,,,
HIST1H2BB,mut,,,,,
HIST1H2BB,cnv,,,,,
HIST1H2BC,mut,,,,,
HIST1H2BC,cnv,,,,,
HIST1H2BD,mut,,,,,
HIST1H2BD,cnv,,,,,
HIST1H2BE,mut,,,,,
HIST1H2BE,cnv,,,,,
HIST1H2BF,mut,,,,,
HIST1H2BF,cnv,,,,,
HIST1H2BG,mut,,,,,
HIST1H2BG,cnv,,,,,
HIST1H2BH,mut,,,,,
HIST1H2BH,cnv,,,,,
HIST1H2BI,mut,,,,,
HIST1H2BI,cnv,,,,,
HIST1H2BJ,mut,,,,,
HIST1H2BJ,cnv,,,,,
HIST1H2BK,mut,,,,,
HIST1H2BK,cnv,,,,,
HIST1H2BL,mut,,,,,
HIST1H2BL,cnv,,,,,
HIST1H2BM,mut,,,,,
HIST1H2BM,cnv,,,,,
HIST1H2BN,mut,,,,,
HIST1H2BN,cnv,,,,,
HIST1H2BO,mut,,,,,
HIST1H2BO,cnv,,,,,
HIST1H3A,mut,,,,,
HIST1H3A,cnv,,,,,
HIST1H3B,mut,,,,,
HIST1H3B,cnv,,,,,
HIST1H3C,mut,,,,,
HIST1H3C,cnv,,,,,
HIST1H3D,mut,,,,,
HIST1H3D,cnv,,,,,
HIST1H3E,mut,,,,,
HIST1H3E,cnv,,,,,
HIST1H3F,mut,,,,,
HIST1H3F,cnv,,,,,
HIST1H3G,mut,,,,,
HIST1H3G,cnv,,,,,
HIST1H3H,mut,,,,,
HIST1H3H,cnv,,,,,
HIST1H3I,mut,,,,,
HIST1H3I,cnv,,,,,
HIST1H3J,mut,,,,,
HIST1H3J,cnv,,,,,
HIST1H4A,mut,,,,,
HIST1H4A,cnv,,,,,
HIST1H4B,mut,,,,,
HIST1H4B,cnv,,,,,
HIST1H4C,mut,,,,,
HIST1H4C,cnv,,,,,
HIST1H4D,mut,,,,,
HIST1H4D,cnv,,,,,
HIST1H4E,mut,,,,,
HIST1H4E,cnv,,,,,
HIST1H4F,mut,,,,,
HIST1H4F,cnv,,,,,
HIST1H4G,mut,,,,,
HIST1H4G,cnv,,,,,
HIST1H4H,mut,,,,,
HIST1H4H,cnv,,,,,
HIST1H4I,mut,,,,,
HIST1H4I,cnv,,,,,
HIST1H4J,mut,,,,,
HIST1H4J,cnv,,,,,
HIST1H4K,mut,,,,,
HIST1H4K,cnv,,,,,
HIST1H4L,mut,,,,,
HIST1H4L,cnv,,,,,
HIST2H2AA3,mut,,,,,
HIST2H2AA3,cnv,,,,,
HIST2H2AA4,mut,,,,,
HIST2H2AA4,cnv,,,,,
HIST2H2AB,mut,,,,,
HIST2H2AB,cnv,,,,,
HIST2H2AC,mut,,,,,
HIST2H2AC,cnv,,,,,
HIST2H2BA,mut,,,,,
