gene,feature,nn_fold_0,nn_fold_1,nn_fold_2,nn_fold_3,nn_fold_4
PKIA,cnv,,,,,
PKIB,mut,,,,,
PKIB,cnv,,,,,
PKIG,mut,,,,,
PKIG,cnv,,,,,
PKLR,mut,,,,,
PKLR,cnv,,,,,
PKM,mut,,,,,
PKM,cnv,,,,,
PKMYT1,mut,,,,,
PKMYT1,cnv,,,,,
PKN1,mut,,,,,
PKN1,cnv,,,,,
PKN2,mut,,,,,
PKN2,cnv,,,,,
PKN3,mut,,,,,
PKN3,cnv,,,,,
PKNOX1,mut,,,,,
PKNOX1,cnv,,,,,
PKNOX2,mut,,,,,
PKNOX2,cnv,,,,,
PKP1,mut,,,,,
PKP1,cnv,,,,,
PKP2,mut,,,,,
PKP2,cnv,,,,,
PKP3,mut,,,,,
PKP3,cnv,,,,,
PKP4,mut,,,,,
PKP4,cnv,,,,,
PLA1A,mut,,,,,
PLA1A,cnv,,,,,
PLA2G10,mut,,,,,
PLA2G10,cnv,,,,,
PLA2G12A,mut,,,,,
PLA2G12A,cnv,,,,,
PLA2G12B,mut,,,,,
PLA2G12B,cnv,,,,,
PLA2G15,mut,,,,,
PLA2G15,cnv,,,,,
PLA2G16,mut,,,,,
PLA2G16,cnv,,,,,
PLA2G1B,mut,,,,,
PLA2G1B,cnv,,,,,
PLA2G2A,mut,,,,,
PLA2G2A,cnv,,,,,
PLA2G2C,mut,,,,,
PLA2G2C,cnv,,,,,
PLA2G2D,mut,,,,,
PLA2G2D,cnv,,,,,
PLA2G2E,mut,,,,,
PLA2G2E,cnv,,,,,
PLA2G2F,mut,,,,,
PLA2G2F,cnv,,,,,
PLA2G3,mut,,,,,
PLA2G3,cnv,,,,,
PLA2G4A,mut,,,,,
PLA2G4A,cnv,,,,,
PLA2G4B,mut,,,,,
PLA2G4B,cnv,,,,,
PLA2G4C,mut,,,,,
PLA2G4C,cnv,,,,,
PLA2G4D,mut,,,,,
PLA2G4D,cnv,,,,,
PLA2G4E,mut,,,,,
PLA2G4E,cnv,,,,,
PLA2G4F,mut,,,,,
PLA2G4F,cnv,,,,,
PLA2G5,mut,,,,,
PLA2G5,cnv,,,,,
PLA2G6,mut,,,,,
PLA2G6,cnv,,,,,
PLA2G7,mut,,,,,
PLA2G7,cnv,,,,,
PLA2R1,mut,,,,,
PLA2R1,cnv,,,,,
PLAA,mut,,,,,
PLAA,cnv,,,,,
PLAC1,mut,,,,,
PLAC1,cnv,,,,,
PLAC1L,mut,,,,,
PLAC1L,cnv,,,,,
PLAC8,mut,,,,,
PLAC8,cnv,,,,,
PLAC8L1,mut,,,,,
PLAC8L1,cnv,,,,,
PLAC9,mut,,,,,
PLAC9,cnv,,,,,
PLAG1,mut,,,,,
PLAG1,cnv,,,,,
PLAGL1,mut,,,,,
PLAGL1,cnv,,,,,
PLAGL2,mut,,,,,
PLAGL2,cnv,,,,,
PLAT,mut,,,,,
PLAT,cnv,,,,,
PLAU,mut,,,,,
PLAU,cnv,,,,,
PLAUR,mut,,,,,
PLAUR,cnv,,,,,
PLB1,mut,,,,,
PLB1,cnv,,,,,
PLBD1,mut,,,,,
PLBD1,cnv,,,,,
PLBD2,mut,,,,,
PLBD2,cnv,,,,,
PLCB1,mut,,,,,
PLCB1,cnv,,,,,
PLCB2,mut,,,,,
PLCB2,cnv,,,,,
PLCB3,mut,,,,,
PLCB3,cnv,,,,,
PLCB4,mut,,,,,
PLCB4,cnv,,,,,
PLCD1,mut,,,,,
PLCD1,cnv,,,,,
PLCD3,mut,,,,,
PLCD3,cnv,,,,,
PLCD4,mut,,,,,
PLCD4,cnv,,,,,
PLCE1,mut,,,,,
PLCE1,cnv,,,,,
PLCG1,mut,,,,,
PLCG1,cnv,,,,,
PLCG2,mut,,,,,
PLCG2,cnv,,,,,
PLCH1,mut,,,,,
PLCH1,cnv,,,,,
PLCH2,mut,,,,,
PLCH2,cnv,,,,,
PLCL1,mut,,,,,
PLCL1,cnv,,,,,
PLCL2,mut,,,,,
PLCL2,cnv,,,,,
PLCXD2,mut,,,,,
PLCXD2,cnv,,,,,
PLCXD3,mut,,,,,
PLCXD3,cnv,,,,,
PLCZ1,mut,,,,,
PLCZ1,cnv,,,,,
PLD1,mut,,,,,
PLD1,cnv,,,,,
PLD2,mut,,,,,
PLD2,cnv,,,,,
PLD3,mut,,,,,
PLD3,cnv,,,,,
PLD4,mut,,,,,
PLD4,cnv,,,,,
PLD5,mut,,,,,
PLD5,cnv,,,,,
PLD6,mut,,,,,
PLD6,cnv,,,,,
PLEC,mut,,,,,
PLEC,cnv,,,,,
PLEK,mut,,,,,
PLEK,cnv,,,,,
PLEK2,mut,,,,,
PLEK2,cnv,,,,,
PLEKHA1,mut,,,,,
PLEKHA1,cnv,,,,,
PLEKHA2,mut,,,,,
PLEKHA2,cnv,,,,,
PLEKHA3,mut,,,,,
PLEKHA3,cnv,,,,,
PLEKHA4,mut,,,,,
PLEKHA4,cnv,,,,,
PLEKHA5,mut,,,,,
PLEKHA5,cnv,,,,,
PLEKHA6,mut,,,,,
PLEKHA6,cnv,,,,,
PLEKHA7,mut,,,,,
PLEKHA7,cnv,,,,,
PLEKHA8,mut,,,,,
PLEKHA8,cnv,,,,,
PLEKHA8P1,mut,,,,,
PLEKHA8P1,cnv,,,,,
PLEKHB1,mut,,,,,
PLEKHB1,cnv,,,,,
PLEKHB2,mut,,,,,
PLEKHB2,cnv,,,,,
PLEKHD1,mut,,,,,
PLEKHD1,cnv,,,,,
PLEKHF1,mut,,,,,
PLEKHF1,cnv,,,,,
PLEKHF2,mut,,,,,
PLEKHF2,cnv,,,,,
PLEKHG1,mut,,,,,
PLEKHG1,cnv,,,,,
PLEKHG2,mut,,,,,
PLEKHG2,cnv,,,,,
PLEKHG3,mut,,,,,
PLEKHG3,cnv,,,,,
PLEKHG4,mut,,,,,
PLEKHG4,cnv,,,,,
PLEKHG4B,mut,,,,,
PLEKHG4B,cnv,,,,,
PLEKHG5,mut,,,,,
PLEKHG5,cnv,,,,,
PLEKHG6,mut,,,,,
PLEKHG6,cnv,,,,,
PLEKHG7,mut,,,,,
PLEKHG7,cnv,,,,,
PLEKHH1,mut,,,,,
PLEKHH1,cnv,,,,,
PLEKHH2,mut,,,,,
PLEKHH2,cnv,,,,,
PLEKHH3,mut,,,,,
PLEKHH3,cnv,,,,,
PLEKHJ1,mut,,,,,
PLEKHJ1,cnv,,,,,
PLEKHM1,mut,,,,,
PLEKHM1,cnv,,,,,
PLEKHM1P,mut,,,,,
PLEKHM1P,cnv,,,,,
PLEKHM2,mut,,,,,
PLEKHM2,cnv,,,,,
PLEKHM3,mut,,,,,
PLEKHM3,cnv,,,,,
PLEKHN1,mut,,,,,
PLEKHN1,cnv,,,,,
PLEKHO1,mut,,,,,
PLEKHO1,cnv,,,,,
PLEKHO2,mut,,,,,
PLEKHO2,cnv,,,,,
PLEKHS1,mut,,,,,
PLEKHS1,cnv,,,,,
PLG,mut,,,,,
PLG,cnv,,,,,
PLGLA,mut,,,,,
PLGLA,cnv,,,,,
PLGLB1,mut,,,,,
PLGLB1,cnv,,,,,
PLGLB2,mut,,,,,
PLGLB2,cnv,,,,,
PLGRKT,mut,,,,,
PLGRKT,cnv,,,,,
PLIN1,mut,,,,,
PLIN1,cnv,,,,,
PLIN2,mut,,,,,
PLIN2,cnv,,,,,
PLIN3,mut,,,,,
PLIN3,cnv,,,,,
PLIN4,mut,,,,,
PLIN4,cnv,,,,,
PLIN5,mut,,,,,
PLIN5,cnv,,,,,
PLK1,mut,,,,,
PLK1,cnv,,,,,
PLK1S1,mut,,,,,
PLK1S1,cnv,,,,,
PLK2,mut,,,,,
PLK2,cnv,,,,,
PLK3,mut,,,,,
PLK3,cnv,,,,,
PLK4,mut,,,,,
PLK4,cnv,,,,,
PLK5,mut,,,,,
PLK5,cnv,,,,,
PLLP,mut,,,,,
PLLP,cnv,,,,,
PLN,mut,,,,,
PLN,cnv,,,,,
PLOD1,mut,,,,,
PLOD1,cnv,,,,,
PLOD2,mut,,,,,
PLOD2,cnv,,,,,
PLOD3,mut,,,,,
PLOD3,cnv,,,,,
PLP1,mut,,,,,
PLP1,cnv,,,,,
PLP2,mut,,,,,
PLP2,cnv,,,,,
PLRG1,mut,,,,,
PLRG1,cnv,,,,,
PLS1,mut,,,,,
PLS1,cnv,,,,,
PLS3,mut,,,,,
PLS3,cnv,,,,,
PLSCR1,mut,,,,,
PLSCR1,cnv,,,,,
PLSCR2,mut,,,,,
PLSCR2,cnv,,,,,
PLSCR3,mut,,,,,
PLSCR3,cnv,,,,,
PLSCR4,mut,,,,,
PLSCR4,cnv,,,,,
PLSCR5,mut,,,,,
PLSCR5,cnv,,,,,
PLTP,mut,,,,,
PLTP,cnv,,,,,
PLVAP,mut,,,,,
PLVAP,cnv,,,,,
PLXDC1,mut,,,,,
PLXDC1,cnv,,,,,
PLXDC2,mut,,,,,
PLXDC2,cnv,,,,,
PLXNA1,mut,,,,,
PLXNA1,cnv,,,,,
PLXNA2,mut,,,,,
PLXNA2,cnv,,,,,
PLXNA3,mut,,,,,
PLXNA3,cnv,,,,,
PLXNA4,mut,,,,,
PLXNA4,cnv,,,,,
PLXNB1,mut,,,,,
PLXNB1,cnv,,,,,
PLXNB2,mut,,,,,
PLXNB2,cnv,,,,,
PLXNB3,mut,,,,,
PLXNB3,cnv,,,,,
PLXNC1,mut,,,,,
PLXNC1,cnv,,,,,
PLXND1,mut,,,,,
PLXND1,cnv,,,,,
PM20D1,mut,,,,,
PM20D1,cnv,,,,,
PM20D2,mut,,,,,
PM20D2,cnv,,,,,
PMAIP1,mut,,,,,
PMAIP1,cnv,,,,,
PMCH,mut,,,,,
PMCH,cnv,,,,,
PMCHL1,mut,,,,,
PMCHL1,cnv,,,,,
PMCHL2,mut,,,,,
PMCHL2,cnv,,,,,
PMEL,mut,,,,,
PMEL,cnv,,,,,
PMEPA1,mut,,,,,
PMEPA1,cnv,,,,,
PMF1,mut,,,,,
PMF1,cnv,,,,,
PMFBP1,mut,,,,,
PMFBP1,cnv,,,,,
PML,mut,,,,,
PML,cnv,,,,,
PMM1,mut,,,,,
PMM1,cnv,,,,,
PMM2,mut,,,,,
PMM2,cnv,,,,,
PMP2,mut,,,,,
PMP2,cnv,,,,,
PMP22,mut,,,,,
PMP22,cnv,,,,,
PMPCA,mut,,,,,
PMPCA,cnv,,,,,
PMPCB,mut,,,,,
PMPCB,cnv,,,,,
PMS1,mut,,,,,
PMS1,cnv,,,,,
PMS2,mut,,,,,
PMS2,cnv,,,,,
PMS2CL,mut,,,,,
PMS2CL,cnv,,,,,
PMS2P3,mut,,,,,
PMS2P3,cnv,,,,,
PMS2P4,mut,,,,,
PMS2P4,cnv,,,,,
PMVK,mut,,,,,
PMVK,cnv,,,,,
PNCK,mut,,,,,
PNCK,cnv,,,,,
PNISR,mut,,,,,
PNISR,cnv,,,,,
PNKD,mut,,,,,
PNKD,cnv,,,,,
PNKP,mut,,,,,
PNKP,cnv,,,,,
PNLDC1,mut,,,,,
PNLDC1,cnv,,,,,
PNLIP,mut,,,,,
PNLIP,cnv,,,,,
PNLIPRP1,mut,,,,,
PNLIPRP1,cnv,,,,,
PNLIPRP2,mut,,,,,
PNLIPRP2,cnv,,,,,
PNLIPRP3,mut,,,,,
PNLIPRP3,cnv,,,,,
PNMA1,mut,,,,,
PNMA1,cnv,,,,,
PNMA2,mut,,,,,
PNMA2,cnv,,,,,
PNMA3,mut,,,,,
PNMA3,cnv,,,,,
PNMA5,mut,,,,,
PNMA5,cnv,,,,,
PNMA6A,mut,,,,,
PNMA6A,cnv,,,,,
PNMA6B,mut,,,,,
PNMA6B,cnv,,,,,
PNMA6C,mut,,,,,
PNMA6C,cnv,,,,,
PNMA6D,mut,,,,,
PNMA6D,cnv,,,,,
PNMAL1,mut,,,,,
PNMAL1,cnv,,,,,
PNMAL2,mut,,,,,
PNMAL2,cnv,,,,,
PNMT,mut,,,,,
PNMT,cnv,,,,,
PNN,mut,,,,,
PNN,cnv,,,,,
PNO1,mut,,,,,
PNO1,cnv,,,,,
PNOC,mut,,,,,
PNOC,cnv,,,,,
PNP,mut,,,,,
PNP,cnv,,,,,
PNPLA1,mut,,,,,
PNPLA1,cnv,,,,,
PNPLA2,mut,,,,,
PNPLA2,cnv,,,,,
PNPLA3,mut,,,,,
PNPLA3,cnv,,,,,
PNPLA4,mut,,,,,
PNPLA4,cnv,,,,,
PNPLA5,mut,,,,,
PNPLA5,cnv,,,,,
PNPLA6,mut,,,,,
PNPLA6,cnv,,,,,
PNPLA7,mut,,,,,
PNPLA7,cnv,,,,,
PNPLA8,mut,,,,,
PNPLA8,cnv,,,,,
PNPO,mut,,,,,
PNPO,cnv,,,,,
PNPT1,mut,,,,,
PNPT1,cnv,,,,,
PNRC1,mut,,,,,
PNRC1,cnv,,,,,
PNRC2,mut,,,,,
PNRC2,cnv,,,,,
POC1A,mut,,,,,
POC1A,cnv,,,,,
POC1B,mut,,,,,
POC1B,cnv,,,,,
POC5,mut,,,,,
POC5,cnv,,,,,
PODN,mut,,,,,
PODN,cnv,,,,,
PODNL1,mut,,,,,
PODNL1,cnv,,,,,
PODXL,mut,,,,,
PODXL,cnv,,,,,
PODXL2,mut,,,,,
PODXL2,cnv,,,,,
POF1B,mut,,,,,
POF1B,cnv,,,,,
POFUT1,mut,,,,,
POFUT1,cnv,,,,,
POFUT2,mut,,,,,
POFUT2,cnv,,,,,
POGK,mut,,,,,
POGK,cnv,,,,,
POGLUT1,mut,,,,,
POGLUT1,cnv,,,,,
POGZ,mut,,,,,
POGZ,cnv,,,,,
POLA1,mut,,,,,
POLA1,cnv,,,,,
POLA2,mut,,,,,
POLA2,cnv,,,,,
POLB,mut,,,,,
POLB,cnv,,,,,
POLD1,mut,,,,,
POLD1,cnv,,,,,
POLD2,mut,,,,,
POLD2,cnv,,,,,
POLD3,mut,,,,,
POLD3,cnv,,,,,
POLD4,mut,,,,,
POLD4,cnv,,,,,
POLDIP2,mut,,,,,
POLDIP2,cnv,,,,,
POLDIP3,mut,,,,,
POLDIP3,cnv,,,,,
POLE,mut,,,,,
POLE,cnv,,,,,
POLE2,mut,,,,,
POLE2,cnv,,,,,
POLE3,mut,,,,,
POLE3,cnv,,,,,
POLE4,mut,,,,,
POLE4,cnv,,,,,
POLG,mut,,,,,
POLG,cnv,,,,,
POLG2,mut,,,,,
POLG2,cnv,,,,,
POLH,mut,,,,,
POLH,cnv,,,,,
POLI,mut,,,,,
POLI,cnv,,,,,
POLK,mut,,,,,
POLK,cnv,,,,,
POLL,mut,,,,,
POLL,cnv,,,,,
POLM,mut,,,,,
POLM,cnv,,,,,
POLN,mut,,,,,
POLN,cnv,,,,,
POLQ,mut,,,,,
POLQ,cnv,,,,,
POLR1A,mut,,,,,
POLR1A,cnv,,,,,
POLR1B,mut,,,,,
POLR1B,cnv,,,,,
POLR1C,mut,,,,,
POLR1C,cnv,,,,,
POLR1D,mut,,,,,
POLR1D,cnv,,,,,
POLR1E,mut,,,,,
POLR1E,cnv,,,,,
POLR2A,mut,,,,,
POLR2A,cnv,,,,,
POLR2B,mut,,,,,
POLR2B,cnv,,,,,
POLR2C,mut,,,,,
POLR2C,cnv,,,,,
POLR2D,mut,,,,,
POLR2D,cnv,,,,,
POLR2E,mut,,,,,
POLR2E,cnv,,,,,
POLR2F,mut,,,,,
POLR2F,cnv,,,,,
POLR2G,mut,,,,,
POLR2G,cnv,,,,,
POLR2H,mut,,,,,
POLR2H,cnv,,,,,
POLR2I,mut,,,,,
POLR2I,cnv,,,,,
POLR2J,mut,,,,,
POLR2J,cnv,,,,,
POLR2J2,mut,,,,,
POLR2J2,cnv,,,,,
POLR2J3,mut,,,,,
POLR2J3,cnv,,,,,
POLR2J4,mut,,,,,
POLR2J4,cnv,,,,,
POLR2K,mut,,,,,
POLR2K,cnv,,,,,
POLR2L,mut,,,,,
POLR2L,cnv,,,,,
POLR2M,mut,,,,,
POLR2M,cnv,,,,,
POLR3A,mut,,,,,
POLR3A,cnv,,,,,
POLR3B,mut,,,,,
POLR3B,cnv,,,,,
POLR3C,mut,,,,,
POLR3C,cnv,,,,,
POLR3D,mut,,,,,
POLR3D,cnv,,,,,
POLR3E,mut,,,,,
POLR3E,cnv,,,,,
POLR3F,mut,,,,,
POLR3F,cnv,,,,,
POLR3G,mut,,,,,
POLR3G,cnv,,,,,
POLR3GL,mut,,,,,
POLR3GL,cnv,,,,,
POLR3H,mut,,,,,
POLR3H,cnv,,,,,
POLR3K,mut,,,,,
POLR3K,cnv,,,,,
POLRMT,mut,,,,,
POLRMT,cnv,,,,,
POM121,mut,,,,,
POM121,cnv,,,,,
POM121C,mut,,,,,
POM121C,cnv,,,,,
POM121L12,mut,,,,,
POM121L12,cnv,,,,,
POM121L1P,mut,,,,,
POM121L1P,cnv,,,,,
POM121L2,mut,,,,,
POM121L2,cnv,,,,,
POM121L4P,mut,,,,,
POM121L4P,cnv,,,,,
POM121L7,mut,,,,,
POM121L7,cnv,,,,,
POM121L9P,mut,,,,,
POM121L9P,cnv,,,,,
POMC,mut,,,,,
POMC,cnv,,,,,
POMGNT1,mut,,,,,
POMGNT1,cnv,,,,,
POMP,mut,,,,,
POMP,cnv,,,,,
POMT1,mut,,,,,
POMT1,cnv,,,,,
POMT2,mut,,,,,
POMT2,cnv,,,,,
POMZP3,mut,,,,,
POMZP3,cnv,,,,,
PON1,mut,,,,,
PON1,cnv,,,,,
PON2,mut,,,,,
PON2,cnv,,,,,
PON3,mut,,,,,
PON3,cnv,,,,,
POP1,mut,,,,,
POP1,cnv,,,,,
POP4,mut,,,,,
POP4,cnv,,,,,
POP5,mut,,,,,
POP5,cnv,,,,,
POP7,mut,,,,,
POP7,cnv,,,,,
POPDC2,mut,,,,,
POPDC2,cnv,,,,,
POPDC3,mut,,,,,
POPDC3,cnv,,,,,
POR,mut,,,,,
POR,cnv,,,,,
PORCN,mut,,,,,
PORCN,cnv,,,,,
POSTN,mut,,,,,
POSTN,cnv,,,,,
POT1,mut,,,,,
POT1,cnv,,,,,
POTEA,mut,,,,,
POTEA,cnv,,,,,
POTEB,mut,,,,,
POTEB,cnv,,,,,
POTEB2,mut,,,,,
POTEB2,cnv,,,,,
POTEC,mut,,,,,
POTEC,cnv,,,,,
POTED,mut,,,,,
POTED,cnv,,,,,
POTEE,mut,,,,,
POTEE,cnv,,,,,
POTEF,mut,,,,,
POTEF,cnv,,,,,
POTEG,mut,,,,,
POTEG,cnv,,,,,
POTEH,mut,,,,,
POTEH,cnv,,,,,
POTEI,mut,,,,,
POTEI,cnv,,,,,
POTEJ,mut,,,,,
POTEJ,cnv,,,,,
POTEM,mut,,,,,
POTEM,cnv,,,,,
POU1F1,mut,,,,,
POU1F1,cnv,,,,,
POU2AF1,mut,,,,,
POU2AF1,cnv,,,,,
POU2F1,mut,,,,,
POU2F1,cnv,,,,,
POU2F2,mut,,,,,
POU2F2,cnv,,,,,
POU2F3,mut,,,,,
POU2F3,cnv,,,,,
POU3F1,mut,,,,,
POU3F1,cnv,,,,,
POU3F2,mut,,,,,
POU3F2,cnv,,,,,
POU3F3,mut,,,,,
POU3F3,cnv,,,,,
POU3F4,mut,,,,,
POU3F4,cnv,,,,,
POU4F1,mut,,,,,
POU4F1,cnv,,,,,
POU4F2,mut,,,,,
POU4F2,cnv,,,,,
POU4F3,mut,,,,,
POU4F3,cnv,,,,,
POU5F1,mut,,,,,
POU5F1,cnv,,,,,
POU5F1B,mut,,,,,
POU5F1B,cnv,,,,,
POU5F2,mut,,,,,
POU5F2,cnv,,,,,
POU6F1,mut,,,,,
POU6F1,cnv,,,,,
POU6F2,mut,,,,,
POU6F2,cnv,,,,,
PP2D1,mut,,,,,
PP2D1,cnv,,,,,
PPA1,mut,,,,,
PPA1,cnv,,,,,
PPA2,mut,,,,,
PPA2,cnv,,,,,
PPAN,mut,,,,,
PPAN,cnv,,,,,
PPAP2A,mut,,,,,
PPAP2A,cnv,,,,,
PPAP2B,mut,,,,,
PPAP2B,cnv,,,,,
PPAP2C,mut,,,,,
PPAP2C,cnv,,,,,
PPAPDC1A,mut,,,,,
PPAPDC1A,cnv,,,,,
PPAPDC1B,mut,,,,,
PPAPDC1B,cnv,,,,,
PPAPDC2,mut,,,,,
PPAPDC2,cnv,,,,,
PPAPDC3,mut,,,,,
PPAPDC3,cnv,,,,,
PPARA,mut,,,,,
PPARA,cnv,,,,,
PPARD,mut,,,,,
PPARD,cnv,,,,,
PPARG,mut,,,,,
PPARG,cnv,,,,,
PPARGC1A,mut,,,,,
PPARGC1A,cnv,,,,,
PPARGC1B,mut,,,,,
PPARGC1B,cnv,,,,,
PPAT,mut,,,,,
PPAT,cnv,,,,,
PPBP,mut,,,,,
PPBP,cnv,,,,,
PPBPP2,mut,,,,,
PPBPP2,cnv,,,,,
PPCDC,mut,,,,,
PPCDC,cnv,,,,,
PPCS,mut,,,,,
PPCS,cnv,,,,,
PPDPF,mut,,,,,
PPDPF,cnv,,,,,
PPEF1,mut,,,,,
PPEF1,cnv,,,,,
PPEF2,mut,,,,,
PPEF2,cnv,,,,,
PPFIA1,mut,,,,,
PPFIA1,cnv,,,,,
PPFIA2,mut,,,,,
PPFIA2,cnv,,,,,
PPFIA3,mut,,,,,
PPFIA3,cnv,,,,,
PPFIA4,mut,,,,,
PPFIA4,cnv,,,,,
PPFIBP1,mut,,,,,
PPFIBP1,cnv,,,,,
PPFIBP2,mut,,,,,
PPFIBP2,cnv,,,,,
PPHLN1,mut,,,,,
PPHLN1,cnv,,,,,
PPIA,mut,,,,,
PPIA,cnv,,,,,
PPIAL4A,mut,,,,,
PPIAL4A,cnv,,,,,
PPIAL4B,mut,,,,,
PPIAL4B,cnv,,,,,
PPIAL4C,mut,,,,,
PPIAL4C,cnv,,,,,
PPIAL4D,mut,,,,,
PPIAL4D,cnv,,,,,
PPIAL4G,mut,,,,,
PPIAL4G,cnv,,,,,
PPIB,mut,,,,,
PPIB,cnv,,,,,
PPIC,mut,,,,,
PPIC,cnv,,,,,
PPID,mut,,,,,
PPID,cnv,,,,,
PPIE,mut,,,,,
PPIE,cnv,,,,,
PPIF,mut,,,,,
PPIF,cnv,,,,,
PPIG,mut,,,,,
PPIG,cnv,,,,,
PPIH,mut,,,,,
PPIH,cnv,,,,,
PPIL1,mut,,,,,
PPIL1,cnv,,,,,
PPIL2,mut,,,,,
PPIL2,cnv,,,,,
PPIL3,mut,,,,,
PPIL3,cnv,,,,,
PPIL4,mut,,,,,
PPIL4,cnv,,,,,
PPIL6,mut,,,,,
PPIL6,cnv,,,,,
PPIP5K1,mut,,,,,
PPIP5K1,cnv,,,,,
PPIP5K2,mut,,,,,
PPIP5K2,cnv,,,,,
PPL,mut,,,,,
PPL,cnv,,,,,
PPM1A,mut,,,,,
PPM1A,cnv,,,,,
PPM1B,mut,,,,,
PPM1B,cnv,,,,,
PPM1D,mut,,,,,
PPM1D,cnv,,,,,
PPM1E,mut,,,,,
PPM1E,cnv,,,,,
PPM1F,mut,,,,,
PPM1F,cnv,,,,,
PPM1G,mut,,,,,
PPM1G,cnv,,,,,
PPM1H,mut,,,,,
PPM1H,cnv,,,,,
PPM1J,mut,,,,,
PPM1J,cnv,,,,,
PPM1K,mut,,,,,
PPM1K,cnv,,,,,
PPM1L,mut,,,,,
PPM1L,cnv,,,,,
PPM1M,mut,,,,,
PPM1M,cnv,,,,,
PPM1N,mut,,,,,
PPM1N,cnv,,,,,
PPME1,mut,,,,,
PPME1,cnv,,,,,
PPOX,mut,,,,,
PPOX,cnv,,,,,
PPP1CA,mut,,,,,
PPP1CA,cnv,,,,,
PPP1CB,mut,,,,,
PPP1CB,cnv,,,,,
PPP1CC,mut,,,,,
PPP1CC,cnv,,,,,
PPP1R10,mut,,,,,
PPP1R10,cnv,,,,,
PPP1R11,mut,,,,,
PPP1R11,cnv,,,,,
PPP1R12A,mut,,,,,
PPP1R12A,cnv,,,,,
PPP1R12B,mut,,,,,
PPP1R12B,cnv,,,,,
PPP1R12C,mut,,,,,
PPP1R12C,cnv,,,,,
PPP1R13B,mut,,,,,
PPP1R13B,cnv,,,,,
PPP1R13L,mut,,,,,
PPP1R13L,cnv,,,,,
PPP1R14A,mut,,,,,
PPP1R14A,cnv,,,,,
PPP1R14B,mut,,,,,
PPP1R14B,cnv,,,,,
PPP1R14C,mut,,,,,
PPP1R14C,cnv,,,,,
PPP1R14D,mut,,,,,
PPP1R14D,cnv,,,,,
PPP1R15A,mut,,,,,
PPP1R15A,cnv,,,,,
PPP1R15B,mut,,,,,
PPP1R15B,cnv,,,,,
PPP1R16A,mut,,,,,
PPP1R16A,cnv,,,,,
PPP1R16B,mut,,,,,
PPP1R16B,cnv,,,,,
PPP1R17,mut,,,,,
PPP1R17,cnv,,,,,
PPP1R18,mut,,,,,
PPP1R18,cnv,,,,,
PPP1R1A,mut,,,,,
PPP1R1A,cnv,,,,,
PPP1R1B,mut,,,,,
PPP1R1B,cnv,,,,,
PPP1R1C,mut,,,,,
PPP1R1C,cnv,,,,,
PPP1R2,mut,,,,,
PPP1R2,cnv,,,,,
PPP1R21,mut,,,,,
PPP1R21,cnv,,,,,
PPP1R26,mut,,,,,
PPP1R26,cnv,,,,,
PPP1R27,mut,,,,,
PPP1R27,cnv,,,,,
PPP1R2P1,mut,,,,,
PPP1R2P1,cnv,,,,,
PPP1R32,mut,,,,,
PPP1R32,cnv,,,,,
PPP1R35,mut,,,,,
PPP1R35,cnv,,,,,
PPP1R36,mut,,,,,
PPP1R36,cnv,,,,,
PPP1R37,mut,,,,,
PPP1R37,cnv,,,,,
PPP1R3A,mut,,,,,
PPP1R3A,cnv,,,,,
PPP1R3B,mut,,,,,
PPP1R3B,cnv,,,,,
PPP1R3C,mut,,,,,
PPP1R3C,cnv,,,,,
PPP1R3D,mut,,,,,
PPP1R3D,cnv,,,,,
PPP1R3E,mut,,,,,
PPP1R3E,cnv,,,,,
PPP1R3F,mut,,,,,
PPP1R3F,cnv,,,,,
PPP1R3G,mut,,,,,
PPP1R3G,cnv,,,,,
PPP1R42,mut,,,,,
PPP1R42,cnv,,,,,
PPP1R7,mut,,,,,
PPP1R7,cnv,,,,,
PPP1R8,mut,,,,,
PPP1R8,cnv,,,,,
PPP1R9A,mut,,,,,
PPP1R9A,cnv,,,,,
PPP1R9B,mut,,,,,
PPP1R9B,cnv,,,,,
PPP2CA,mut,,,,,
PPP2CA,cnv,,,,,
PPP2CB,mut,,,,,
PPP2CB,cnv,,,,,
PPP2R1A,mut,,,,,
PPP2R1A,cnv,,,,,
PPP2R1B,mut,,,,,
PPP2R1B,cnv,,,,,
PPP2R2A,mut,,,,,
PPP2R2A,cnv,,,,,
PPP2R2B,mut,,,,,
PPP2R2B,cnv,,,,,
PPP2R2C,mut,,,,,
PPP2R2C,cnv,,,,,
PPP2R2D,mut,,,,,
PPP2R2D,cnv,,,,,
PPP2R3A,mut,,,,,
PPP2R3A,cnv,,,,,
PPP2R3C,mut,,,,,
PPP2R3C,cnv,,,,,
PPP2R4,mut,,,,,
PPP2R4,cnv,,,,,
PPP2R5A,mut,,,,,
PPP2R5A,cnv,,,,,
PPP2R5B,mut,,,,,
PPP2R5B,cnv,,,,,
PPP2R5C,mut,,,,,
PPP2R5C,cnv,,,,,
PPP2R5D,mut,,,,,
PPP2R5D,cnv,,,,,
PPP2R5E,mut,,,,,
PPP2R5E,cnv,,,,,
PPP3CA,mut,,,,,
PPP3CA,cnv,,,,,
PPP3CB,mut,,,,,
PPP3CB,cnv,,,,,
PPP3CC,mut,,,,,
PPP3CC,cnv,,,,,
PPP3R1,mut,,,,,
PPP3R1,cnv,,,,,
PPP3R2,mut,,,,,
PPP3R2,cnv,,,,,
