gene,feature,nn_fold_0,nn_fold_1,nn_fold_2,nn_fold_3,nn_fold_4
CPLX2,cnv,,,,,
CPN1,mut,,,,,
CPN1,cnv,,,,,
CPN2,mut,,,,,
CPN2,cnv,,,,,
CPNE3,mut,,,,,
CPNE3,cnv,,,,,
CPNE4,mut,,,,,
CPNE4,cnv,,,,,
CPNE5,mut,,,,,
CPNE5,cnv,,,,,
CPNE9,mut,,,,,
CPNE9,cnv,,,,,
CPO,mut,,,,,
CPO,cnv,,,,,
CPOX,mut,,,,,
CPOX,cnv,,,,,
CPS1,mut,,,,,
CPS1,cnv,,,,,
CPSF1,mut,,,,,
CPSF1,cnv,,,,,
CPSF3,mut,,,,,
CPSF3,cnv,,,,,
CPSF3L,mut,,,,,
CPSF3L,cnv,,,,,
CPSF7,mut,,,,,
CPSF7,cnv,,,,,
CPT1A,mut,,,,,
CPT1A,cnv,,,,,
CPT2,mut,,,,,
CPT2,cnv,,,,,
CPVL,mut,,,,,
CPVL,cnv,,,,,
CPXM2,mut,,,,,
CPXM2,cnv,,,,,
CPZ,mut,,,,,
CPZ,cnv,,,,,
CR1,mut,,,,,
CR1,cnv,,,,,
CR1L,mut,,,,,
CR1L,cnv,,,,,
CR2,mut,,,,,
CR2,cnv,,,,,
CRABP2,mut,,,,,
CRABP2,cnv,,,,,
CRAT,mut,,,,,
CRAT,cnv,,,,,
CRB1,mut,,,,,
CRB1,cnv,,,,,
CRB2,mut,,,,,
CRB2,cnv,,,,,
CRBN,mut,,,,,
CRBN,cnv,,,,,
CRCT1,mut,,,,,
CRCT1,cnv,,,,,
CREB1,mut,,,,,
CREB1,cnv,,,,,
CREB3L1,mut,,,,,
CREB3L1,cnv,,,,,
CREB3L2,mut,,,,,
CREB3L2,cnv,,,,,
CREB3L4,mut,,,,,
CREB3L4,cnv,,,,,
CREB5,mut,,,,,
CREB5,cnv,,,,,
CREBBP,mut,,,,,
CREBBP,cnv,,,,,
CREG2,mut,,,,,
CREG2,cnv,,,,,
CRELD1,mut,,,,,
CRELD1,cnv,,,,,
CRHBP,mut,,,,,
CRHBP,cnv,,,,,
CRHR2,mut,,,,,
CRHR2,cnv,,,,,
CRIM1,mut,,,,,
CRIM1,cnv,,,,,
CRIP3,mut,,,,,
CRIP3,cnv,,,,,
CRIPAK,mut,,,,,
CRIPAK,cnv,,,,,
CRISP1,mut,,,,,
CRISP1,cnv,,,,,
CRISPLD1,mut,,,,,
CRISPLD1,cnv,,,,,
CRMP1,mut,,,,,
CRMP1,cnv,,,,,
CRNN,mut,,,,,
CRNN,cnv,,,,,
CROCC,mut,,,,,
CROCC,cnv,,,,,
CROT,mut,,,,,
CROT,cnv,,,,,
CRP,mut,,,,,
CRP,cnv,,,,,
CRTAC1,mut,,,,,
CRTAC1,cnv,,,,,
CRTAP,mut,,,,,
CRTAP,cnv,,,,,
CRTC2,mut,,,,,
CRTC2,cnv,,,,,
CRY2,mut,,,,,
CRY2,cnv,,,,,
CRYAB,mut,,,,,
CRYAB,cnv,,,,,
CRYGA,mut,,,,,
CRYGA,cnv,,,,,
CRYGB,mut,,,,,
CRYGB,cnv,,,,,
CRYGC,mut,,,,,
CRYGC,cnv,,,,,
CRYGD,mut,,,,,
CRYGD,cnv,,,,,
CRYGN,mut,,,,,
CRYGN,cnv,,,,,
CSDE1,mut,,,,,
CSDE1,cnv,,,,,
CSF1,mut,,,,,
CSF1,cnv,,,,,
CSF1R,mut,,,,,
CSF1R,cnv,,,,,
CSF2,mut,,,,,
CSF2,cnv,,,,,
CSF3R,mut,,,,,
CSF3R,cnv,,,,,
CSGALNACT1,mut,,,,,
CSGALNACT1,cnv,,,,,
CSGALNACT2,mut,,,,,
CSGALNACT2,cnv,,,,,
CSMD1,mut,,,,,
CSMD1,cnv,,,,,
CSMD2,mut,,,,,
CSMD2,cnv,,,,,
CSMD3,mut,,,,,
CSMD3,cnv,,,,,
CSN2,mut,,,,,
CSN2,cnv,,,,,
CSNK1A1,mut,,,,,
CSNK1A1,cnv,,,,,
CSNK1G3,mut,,,,,
CSNK1G3,cnv,,,,,
CSNK2B,mut,,,,,
CSNK2B,cnv,,,,,
CSPG5,mut,,,,,
CSPG5,cnv,,,,,
CSPP1,mut,,,,,
CSPP1,cnv,,,,,
CSRNP1,mut,,,,,
CSRNP1,cnv,,,,,
CSRNP3,mut,,,,,
CSRNP3,cnv,,,,,
CSRP3,mut,,,,,
CSRP3,cnv,,,,,
CST6,mut,,,,,
CST6,cnv,,,,,
CSTF2T,mut,,,,,
CSTF2T,cnv,,,,,
CSTF3,mut,,,,,
CSTF3,cnv,,,,,
CTBP1,mut,,,,,
CTBP1,cnv,,,,,
CTBP2,mut,,,,,
CTBP2,cnv,,,,,
CTBS,mut,,,,,
CTBS,cnv,,,,,
CTCF,mut,,,,,
CTCF,cnv,,,,,
CTDSP1,mut,,,,,
CTDSP1,cnv,,,,,
CTGF,mut,,,,,
CTGF,cnv,,,,,
CTH,mut,,,,,
CTH,cnv,,,,,
CTHRC1,mut,,,,,
CTHRC1,cnv,,,,,
CTNNA1,mut,,,,,
CTNNA1,cnv,,,,,
CTNNA2,mut,,,,,
CTNNA2,cnv,,,,,
CTNNA3,mut,,,,,
CTNNA3,cnv,,,,,
CTNNAL1,mut,,,,,
CTNNAL1,cnv,,,,,
CTNNB1,mut,,,,,
CTNNB1,cnv,,,,,
CTNNBIP1,mut,,,,,
CTNNBIP1,cnv,,,,,
CTNND1,mut,,,,,
CTNND1,cnv,,,,,
CTNND2,mut,,,,,
CTNND2,cnv,,,,,
CTR9,mut,,,,,
CTR9,cnv,,,,,
CTSB,mut,,,,,
CTSB,cnv,,,,,
CTSC,mut,,,,,
CTSC,cnv,,,,,
CTSD,mut,,,,,
CTSD,cnv,,,,,
CTSE,mut,,,,,
CTSE,cnv,,,,,
CTSF,mut,,,,,
CTSF,cnv,,,,,
CTSK,mut,,,,,
CTSK,cnv,,,,,
CTSO,mut,,,,,
CTSO,cnv,,,,,
CTSS,mut,,,,,
CTSS,cnv,,,,,
CTSW,mut,,,,,
CTSW,cnv,,,,,
CTTN,mut,,,,,
CTTN,cnv,,,,,
CTTNBP2,mut,,,,,
CTTNBP2,cnv,,,,,
CTTNBP2NL,mut,,,,,
CTTNBP2NL,cnv,,,,,
CUBN,mut,,,,,
CUBN,cnv,,,,,
CUL1,mut,,,,,
CUL1,cnv,,,,,
CUL2,mut,,,,,
CUL2,cnv,,,,,
CUL3,mut,,,,,
CUL3,cnv,,,,,
CUL5,mut,,,,,
CUL5,cnv,,,,,
CUL7,mut,,,,,
CUL7,cnv,,,,,
CUL9,mut,,,,,
CUL9,cnv,,,,,
CUTA,mut,,,,,
CUTA,cnv,,,,,
CUTC,mut,,,,,
CUTC,cnv,,,,,
CUX1,mut,,,,,
CUX1,cnv,,,,,
CUZD1,mut,,,,,
CUZD1,cnv,,,,,
CWC22,mut,,,,,
CWC22,cnv,,,,,
CWC27,mut,,,,,
CWC27,cnv,,,,,
CWF19L1,mut,,,,,
CWF19L1,cnv,,,,,
CWF19L2,mut,,,,,
CWF19L2,cnv,,,,,
CWH43,mut,,,,,
CWH43,cnv,,,,,
CX3CR1,mut,,,,,
CX3CR1,cnv,,,,,
CXCL13,mut,,,,,
CXCL13,cnv,,,,,
CXCL14,mut,,,,,
CXCL14,cnv,,,,,
CXCL9,mut,,,,,
CXCL9,cnv,,,,,
CXCR1,mut,,,,,
CXCR1,cnv,,,,,
CXCR2,mut,,,,,
CXCR2,cnv,,,,,
CXCR4,mut,,,,,
CXCR4,cnv,,,,,
CXCR5,mut,,,,,
CXCR5,cnv,,,,,
CXCR6,mut,,,,,
CXCR6,cnv,,,,,
CXXC4,mut,,,,,
CXXC4,cnv,,,,,
CXXC5,mut,,,,,
CXXC5,cnv,,,,,
CYB561D2,mut,,,,,
CYB561D2,cnv,,,,,
CYB5R1,mut,,,,,
CYB5R1,cnv,,,,,
CYB5R4,mut,,,,,
CYB5R4,cnv,,,,,
CYBRD1,mut,,,,,
CYBRD1,cnv,,,,,
CYC1,mut,,,,,
CYC1,cnv,,,,,
CYCS,mut,,,,,
CYCS,cnv,,,,,
CYFIP2,mut,,,,,
CYFIP2,cnv,,,,,
CYHR1,mut,,,,,
CYHR1,cnv,,,,,
CYLC2,mut,,,,,
CYLC2,cnv,,,,,
CYP11B1,mut,,,,,
CYP11B1,cnv,,,,,
CYP11B2,mut,,,,,
CYP11B2,cnv,,,,,
CYP17A1,mut,,,,,
CYP17A1,cnv,,,,,
CYP1B1,mut,,,,,
CYP1B1,cnv,,,,,
CYP20A1,mut,,,,,
CYP20A1,cnv,,,,,
CYP21A2,mut,,,,,
CYP21A2,cnv,,,,,
CYP26A1,mut,,,,,
CYP26A1,cnv,,,,,
CYP26B1,mut,,,,,
CYP26B1,cnv,,,,,
CYP26C1,mut,,,,,
CYP26C1,cnv,,,,,
CYP27A1,mut,,,,,
CYP27A1,cnv,,,,,
CYP27C1,mut,,,,,
CYP27C1,cnv,,,,,
CYP2C18,mut,,,,,
CYP2C18,cnv,,,,,
CYP2C19,mut,,,,,
CYP2C19,cnv,,,,,
CYP2C8,mut,,,,,
CYP2C8,cnv,,,,,
CYP2C9,mut,,,,,
CYP2C9,cnv,,,,,
CYP2E1,mut,,,,,
CYP2E1,cnv,,,,,
CYP2J2,mut,,,,,
CYP2J2,cnv,,,,,
CYP2R1,mut,,,,,
CYP2R1,cnv,,,,,
CYP2U1,mut,,,,,
CYP2U1,cnv,,,,,
CYP2W1,mut,,,,,
CYP2W1,cnv,,,,,
CYP3A4,mut,,,,,
CYP3A4,cnv,,,,,
CYP3A43,mut,,,,,
CYP3A43,cnv,,,,,
CYP3A5,mut,,,,,
CYP3A5,cnv,,,,,
CYP3A7,mut,,,,,
CYP3A7,cnv,,,,,
CYP4A11,mut,,,,,
CYP4A11,cnv,,,,,
CYP4A22,mut,,,,,
CYP4A22,cnv,,,,,
CYP4B1,mut,,,,,
CYP4B1,cnv,,,,,
CYP4V2,mut,,,,,
CYP4V2,cnv,,,,,
CYP4X1,mut,,,,,
CYP4X1,cnv,,,,,
CYP4Z1,mut,,,,,
CYP4Z1,cnv,,,,,
CYP51A1,mut,,,,,
CYP51A1,cnv,,,,,
CYP7A1,mut,,,,,
CYP7A1,cnv,,,,,
CYP7B1,mut,,,,,
CYP7B1,cnv,,,,,
CYP8B1,mut,,,,,
CYP8B1,cnv,,,,,
CYR61,mut,,,,,
CYR61,cnv,,,,,
CYS1,mut,,,,,
CYS1,cnv,,,,,
CYTH3,mut,,,,,
CYTH3,cnv,,,,,
CYTIP,mut,,,,,
CYTIP,cnv,,,,,
CYTL1,mut,,,,,
CYTL1,cnv,,,,,
D2HGDH,mut,,,,,
D2HGDH,cnv,,,,,
DAAM2,mut,,,,,
DAAM2,cnv,,,,,
DAB1,mut,,,,,
DAB1,cnv,,,,,
DAB2,mut,,,,,
DAB2,cnv,,,,,
DAB2IP,mut,,,,,
DAB2IP,cnv,,,,,
DAG1,mut,,,,,
DAG1,cnv,,,,,
DAGLA,mut,,,,,
DAGLA,cnv,,,,,
DAGLB,mut,,,,,
DAGLB,cnv,,,,,
DAK,mut,,,,,
DAK,cnv,,,,,
DALRD3,mut,,,,,
DALRD3,cnv,,,,,
DAP,mut,,,,,
DAP,cnv,,,,,
DAP3,mut,,,,,
DAP3,cnv,,,,,
DAPK1,mut,,,,,
DAPK1,cnv,,,,,
DAPP1,mut,,,,,
DAPP1,cnv,,,,,
DARC,mut,,,,,
DARC,cnv,,,,,
DARS2,mut,,,,,
DARS2,cnv,,,,,
DAXX,mut,,,,,
DAXX,cnv,,,,,
DAZL,mut,,,,,
DAZL,cnv,,,,,
DBF4,mut,,,,,
DBF4,cnv,,,,,
DBH,mut,,,,,
DBH,cnv,,,,,
DBI,mut,,,,,
DBI,cnv,,,,,
DBN1,mut,,,,,
DBN1,cnv,,,,,
DBNL,mut,,,,,
DBNL,cnv,,,,,
DBR1,mut,,,,,
DBR1,cnv,,,,,
DBT,mut,,,,,
DBT,cnv,,,,,
DBX1,mut,,,,,
DBX1,cnv,,,,,
DCAF10,mut,,,,,
DCAF10,cnv,,,,,
DCAF12,mut,,,,,
DCAF12,cnv,,,,,
DCAF13,mut,,,,,
DCAF13,cnv,,,,,
DCAF17,mut,,,,,
DCAF17,cnv,,,,,
DCAF4L1,mut,,,,,
DCAF4L1,cnv,,,,,
DCAF4L2,mut,,,,,
DCAF4L2,cnv,,,,,
DCAF6,mut,,,,,
DCAF6,cnv,,,,,
DCAF8,mut,,,,,
DCAF8,cnv,,,,,
DCBLD1,mut,,,,,
DCBLD1,cnv,,,,,
DCBLD2,mut,,,,,
DCBLD2,cnv,,,,,
DCDC1,mut,,,,,
DCDC1,cnv,,,,,
DCDC2,mut,,,,,
DCDC2,cnv,,,,,
DCDC2B,mut,,,,,
DCDC2B,cnv,,,,,
DCHS1,mut,,,,,
DCHS1,cnv,,,,,
DCHS2,mut,,,,,
DCHS2,cnv,,,,,
DCK,mut,,,,,
DCK,cnv,,,,,
DCLK2,mut,,,,,
DCLK2,cnv,,,,,
DCLK3,mut,,,,,
DCLK3,cnv,,,,,
DCLRE1A,mut,,,,,
DCLRE1A,cnv,,,,,
DCLRE1B,mut,,,,,
DCLRE1B,cnv,,,,,
DCLRE1C,mut,,,,,
DCLRE1C,cnv,,,,,
DCP2,mut,,,,,
DCP2,cnv,,,,,
DCST1,mut,,,,,
DCST1,cnv,,,,,
DCST2,mut,,,,,
DCST2,cnv,,,,,
DCTN1,mut,,,,,
DCTN1,cnv,,,,,
DCTN4,mut,,,,,
DCTN4,cnv,,,,,
DCTN6,mut,,,,,
DCTN6,cnv,,,,,
DCUN1D1,mut,,,,,
DCUN1D1,cnv,,,,,
DCUN1D4,mut,,,,,
DCUN1D4,cnv,,,,,
DCUN1D5,mut,,,,,
DCUN1D5,cnv,,,,,
DDAH2,mut,,,,,
DDAH2,cnv,,,,,
DDB1,mut,,,,,
DDB1,cnv,,,,,
DDB2,mut,,,,,
DDB2,cnv,,,,,
DDHD2,mut,,,,,
DDHD2,cnv,,,,,
DDI1,mut,,,,,
DDI1,cnv,,,,,
DDI2,mut,,,,,
DDI2,cnv,,,,,
DDIT4,mut,,,,,
DDIT4,cnv,,,,,
DDIT4L,mut,,,,,
DDIT4L,cnv,,,,,
DDO,mut,,,,,
DDO,cnv,,,,,
DDOST,mut,,,,,
DDOST,cnv,,,,,
DDR1,mut,,,,,
DDR1,cnv,,,,,
DDR2,mut,,,,,
DDR2,cnv,,,,,
DDX1,mut,,,,,
DDX1,cnv,,,,,
DDX10,mut,,,,,
DDX10,cnv,,,,,
DDX18,mut,,,,,
DDX18,cnv,,,,,
DDX20,mut,,,,,
DDX20,cnv,,,,,
DDX21,mut,,,,,
DDX21,cnv,,,,,
DDX31,mut,,,,,
DDX31,cnv,,,,,
DDX4,mut,,,,,
DDX4,cnv,,,,,
DDX41,mut,,,,,
DDX41,cnv,,,,,
DDX43,mut,,,,,
DDX43,cnv,,,,,
DDX46,mut,,,,,
DDX46,cnv,,,,,
DDX50,mut,,,,,
DDX50,cnv,,,,,
DDX56,mut,,,,,
DDX56,cnv,,,,,
DDX58,mut,,,,,
DDX58,cnv,,,,,
DDX59,mut,,,,,
DDX59,cnv,,,,,
DDX6,mut,,,,,
DDX6,cnv,,,,,
DDX60,mut,,,,,
DDX60,cnv,,,,,
DDX60L,mut,,,,,
DDX60L,cnv,,,,,
DEAF1,mut,,,,,
DEAF1,cnv,,,,,
DEF6,mut,,,,,
DEF6,cnv,,,,,
DEFA3,mut,,,,,
DEFA3,cnv,,,,,
DEFA4,mut,,,,,
DEFA4,cnv,,,,,
DEFB1,mut,,,,,
DEFB1,cnv,,,,,
DEFB112,mut,,,,,
DEFB112,cnv,,,,,
DEFB131,mut,,,,,
DEFB131,cnv,,,,,
DEFB135,mut,,,,,
DEFB135,cnv,,,,,
DEGS1,mut,,,,,
DEGS1,cnv,,,,,
DEK,mut,,,,,
DEK,cnv,,,,,
DENND1A,mut,,,,,
DENND1A,cnv,,,,,
DENND1B,mut,,,,,
DENND1B,cnv,,,,,
DENND2A,mut,,,,,
DENND2A,cnv,,,,,
DENND2C,mut,,,,,
DENND2C,cnv,,,,,
DENND2D,mut,,,,,
DENND2D,cnv,,,,,
DENND3,mut,,,,,
DENND3,cnv,,,,,
DENND4B,mut,,,,,
DENND4B,cnv,,,,,
DENND4C,mut,,,,,
DENND4C,cnv,,,,,
DENND5A,mut,,,,,
DENND5A,cnv,,,,,
DEPDC1,mut,,,,,
DEPDC1,cnv,,,,,
DEPDC1B,mut,,,,,
DEPDC1B,cnv,,,,,
DEPDC7,mut,,,,,
DEPDC7,cnv,,,,,
DERL1,mut,,,,,
DERL1,cnv,,,,,
DES,mut,,,,,
DES,cnv,,,,,
DFFA,mut,,,,,
DFFA,cnv,,,,,
DFFB,mut,,,,,
DFFB,cnv,,,,,
DFNA5,mut,,,,,
DFNA5,cnv,,,,,
DFNB31,mut,,,,,
DFNB31,cnv,,,,,
DFNB59,mut,,,,,
DFNB59,cnv,,,,,
DGAT1,mut,,,,,
DGAT1,cnv,,,,,
DGAT2,mut,,,,,
DGAT2,cnv,,,,,
DGKB,mut,,,,,
DGKB,cnv,,,,,
DGKD,mut,,,,,
DGKD,cnv,,,,,
DGKG,mut,,,,,
DGKG,cnv,,,,,
DGKI,mut,,,,,
DGKI,cnv,,,,,
DGKQ,mut,,,,,
DGKQ,cnv,,,,,
DGKZ,mut,,,,,
DGKZ,cnv,,,,,
DGUOK,mut,,,,,
DGUOK,cnv,,,,,
DHCR24,mut,,,,,
DHCR24,cnv,,,,,
DHCR7,mut,,,,,
DHCR7,cnv,,,,,
DHDDS,mut,,,,,
DHDDS,cnv,,,,,
DHFR,mut,,,,,
DHFR,cnv,,,,,
DHRS3,mut,,,,,
DHRS3,cnv,,,,,
DHRS9,mut,,,,,
DHRS9,cnv,,,,,
DHTKD1,mut,,,,,
DHTKD1,cnv,,,,,
DHX15,mut,,,,,
DHX15,cnv,,,,,
DHX16,mut,,,,,
DHX16,cnv,,,,,
DHX29,mut,,,,,
DHX29,cnv,,,,,
DHX30,mut,,,,,
DHX30,cnv,,,,,
DHX32,mut,,,,,
DHX32,cnv,,,,,
DHX36,mut,,,,,
DHX36,cnv,,,,,
DHX57,mut,,,,,
DHX57,cnv,,,,,
DHX9,mut,,,,,
DHX9,cnv,,,,,
DIAPH1,mut,,,,,
DIAPH1,cnv,,,,,
DIO1,mut,,,,,
DIO1,cnv,,,,,
DIP2C,mut,,,,,
DIP2C,cnv,,,,,
DIRAS2,mut,,,,,
DIRAS2,cnv,,,,,
DIRAS3,mut,,,,,
DIRAS3,cnv,,,,,
DIRC2,mut,,,,,
DIRC2,cnv,,,,,
DIS3L2,mut,,,,,
DIS3L2,cnv,,,,,
DISC1,mut,,,,,
DISC1,cnv,,,,,
DISP1,mut,,,,,
DISP1,cnv,,,,,
DIXDC1,mut,,,,,
DIXDC1,cnv,,,,,
DKK1,mut,,,,,
DKK1,cnv,,,,,
DKK2,mut,,,,,
DKK2,cnv,,,,,
DLAT,mut,,,,,
DLAT,cnv,,,,,
DLC1,mut,,,,,
DLC1,cnv,,,,,
DLD,mut,,,,,
DLD,cnv,,,,,
DLEC1,mut,,,,,
DLEC1,cnv,,,,,
DLG1,mut,,,,,
DLG1,cnv,,,,,
DLG2,mut,,,,,
DLG2,cnv,,,,,
DLG5,mut,,,,,
DLG5,cnv,,,,,
DLGAP2,mut,,,,,
DLGAP2,cnv,,,,,
DLGAP3,mut,,,,,
DLGAP3,cnv,,,,,
DLK2,mut,,,,,
DLK2,cnv,,,,,
DLL1,mut,,,,,
DLL1,cnv,,,,,
DLX2,mut,,,,,
DLX2,cnv,,,,,
DLX5,mut,,,,,
DLX5,cnv,,,,,
DLX6,mut,,,,,
DLX6,cnv,,,,,
DMAP1,mut,,,,,
DMAP1,cnv,,,,,
DMBT1,mut,,,,,
DMBT1,cnv,,,,,
DMBX1,mut,,,,,
DMBX1,cnv,,,,,
DMGDH,mut,,,,,
DMGDH,cnv,,,,,
DMP1,mut,,,,,
DMP1,cnv,,,,,
DMRT1,mut,,,,,
DMRT1,cnv,,,,,
DMRT2,mut,,,,,
DMRT2,cnv,,,,,
DMRT3,mut,,,,,
DMRT3,cnv,,,,,
DMRTA2,mut,,,,,
DMRTA2,cnv,,,,,
DMRTB1,mut,,,,,
DMRTB1,cnv,,,,,
DMTF1,mut,,,,,
DMTF1,cnv,,,,,
DMXL1,mut,,,,,
DMXL1,cnv,,,,,
DNA2,mut,,,,,
DNA2,cnv,,,,,
DNAH1,mut,,,,,
DNAH1,cnv,,,,,
DNAH11,mut,,,,,
DNAH11,cnv,,,,,
DNAH12,mut,,,,,
DNAH12,cnv,,,,,
DNAH5,mut,,,,,
DNAH5,cnv,,,,,
DNAH7,mut,,,,,
DNAH7,cnv,,,,,
DNAH8,mut,,,,,
DNAH8,cnv,,,,,
DNAI1,mut,,,,,
DNAI1,cnv,,,,,
DNAJA1,mut,,,,,
DNAJA1,cnv,,,,,
DNAJB11,mut,,,,,
DNAJB11,cnv,,,,,
DNAJB12,mut,,,,,
DNAJB12,cnv,,,,,
DNAJB13,mut,,,,,
DNAJB13,cnv,,,,,
DNAJB14,mut,,,,,
DNAJB14,cnv,,,,,
DNAJB2,mut,,,,,
DNAJB2,cnv,,,,,
DNAJB4,mut,,,,,
DNAJB4,cnv,,,,,
DNAJB5,mut,,,,,
DNAJB5,cnv,,,,,
DNAJB6,mut,,,,,
DNAJB6,cnv,,,,,
DNAJB8,mut,,,,,
DNAJB8,cnv,,,,,
DNAJC10,mut,,,,,
DNAJC10,cnv,,,,,
DNAJC13,mut,,,,,
DNAJC13,cnv,,,,,
DNAJC16,mut,,,,,
DNAJC16,cnv,,,,,
DNAJC18,mut,,,,,
DNAJC18,cnv,,,,,
DNAJC19,mut,,,,,
DNAJC19,cnv,,,,,
DNAJC2,mut,,,,,
DNAJC2,cnv,,,,,
DNAJC21,mut,,,,,
DNAJC21,cnv,,,,,
DNAJC24,mut,,,,,
DNAJC24,cnv,,,,,
DNAJC30,mut,,,,,
DNAJC30,cnv,,,,,
DNAJC4,mut,,,,,
DNAJC4,cnv,,,,,
DNAJC5B,mut,,,,,
DNAJC5B,cnv,,,,,
DNAJC5G,mut,,,,,
DNAJC5G,cnv,,,,,
DNAJC6,mut,,,,,
DNAJC6,cnv,,,,,
DNASE1L3,mut,,,,,
DNASE1L3,cnv,,,,,
DNASE2B,mut,,,,,
DNASE2B,cnv,,,,,
DND1,mut,,,,,
DND1,cnv,,,,,
DNER,mut,,,,,
DNER,cnv,,,,,
DNHD1,mut,,,,,
DNHD1,cnv,,,,,
DNM1,mut,,,,,
DNM1,cnv,,,,,
DNM3,mut,,,,,
DNM3,cnv,,,,,
DNMBP,mut,,,,,
DNMBP,cnv,,,,,
DNMT3A,mut,,,,,
DNMT3A,cnv,,,,,
DNPEP,mut,,,,,
DNPEP,cnv,,,,,
DNTT,mut,,,,,
DNTT,cnv,,,,,
DNTTIP2,mut,,,,,
DNTTIP2,cnv,,,,,
DOCK1,mut,,,,,
DOCK1,cnv,,,,,
DOCK10,mut,,,,,
DOCK10,cnv,,,,,
DOCK2,mut,,,,,
DOCK2,cnv,,,,,
DOCK3,mut,,,,,
DOCK3,cnv,,,,,
DOCK4,mut,,,,,
DOCK4,cnv,,,,,
DOCK5,mut,,,,,
DOCK5,cnv,,,,,
DOCK7,mut,,,,,
DOCK7,cnv,,,,,
DOCK8,mut,,,,,
DOCK8,cnv,,,,,
DOK1,mut,,,,,
DOK1,cnv,,,,,
DOK2,mut,,,,,
DOK2,cnv,,,,,
DOK3,mut,,,,,
DOK3,cnv,,,,,
DOK7,mut,,,,,
DOK7,cnv,,,,,
DOLK,mut,,,,,
DOLK,cnv,,,,,
DOLPP1,mut,,,,,
DOLPP1,cnv,,,,,
DOPEY1,mut,,,,,
DOPEY1,cnv,,,,,
DPAGT1,mut,,,,,
DPAGT1,cnv,,,,,
DPCR1,mut,,,,,
DPCR1,cnv,,,,,
DPF2,mut,,,,,
DPF2,cnv,,,,,
DPH2,mut,,,,,
DPH2,cnv,,,,,
DPP10,mut,,,,,
DPP10,cnv,,,,,
DPP3,mut,,,,,
DPP3,cnv,,,,,
DPP4,mut,,,,,
DPP4,cnv,,,,,
DPP6,mut,,,,,
DPP6,cnv,,,,,
DPP7,mut,,,,,
DPP7,cnv,,,,,
DPPA2,mut,,,,,
DPPA2,cnv,,,,,
DPPA4,mut,,,,,
DPPA4,cnv,,,,,
DPPA5,mut,,,,,
DPPA5,cnv,,,,,
DPT,mut,,,,,
DPT,cnv,,,,,
DPY19L1,mut,,,,,
DPY19L1,cnv,,,,,
DPY19L4,mut,,,,,
DPY19L4,cnv,,,,,
DPYD,mut,,,,,
DPYD,cnv,,,,,
DPYS,mut,,,,,
DPYS,cnv,,,,,
DPYSL2,mut,,,,,
DPYSL2,cnv,,,,,
DPYSL3,mut,,,,,
DPYSL3,cnv,,,,,
DPYSL4,mut,,,,,
DPYSL4,cnv,,,,,
DPYSL5,mut,,,,,
DPYSL5,cnv,,,,,
DQX1,mut,,,,,
DQX1,cnv,,,,,
DR1,mut,,,,,
DR1,cnv,,,,,
DRAM2,mut,,,,,
DRAM2,cnv,,,,,
DRD1,mut,,,,,
DRD1,cnv,,,,,
DRD2,mut,,,,,
DRD2,cnv,,,,,
DRD3,mut,,,,,
DRD3,cnv,,,,,
DRD4,mut,,,,,
DRD4,cnv,,,,,
DRD5,mut,,,,,
DRD5,cnv,,,,,
DSCAML1,mut,,,,,
DSCAML1,cnv,,,,,
DSCC1,mut,,,,,
DSCC1,cnv,,,,,
DSE,mut,,,,,
DSE,cnv,,,,,
DSP,mut,,,,,
DSP,cnv,,,,,
DSPP,mut,,,,,
DSPP,cnv,,,,,
DST,mut,,,,,
DST,cnv,,,,,
DSTYK,mut,,,,,
DSTYK,cnv,,,,,
DTL,mut,,,,,
DTL,cnv,,,,,
DTNB,mut,,,,,
DTNB,cnv,,,,,
DTNBP1,mut,,,,,
DTNBP1,cnv,,,,,
DTX2,mut,,,,,
DTX2,cnv,,,,,
DTX3L,mut,,,,,
DTX3L,cnv,,,,,
DTX4,mut,,,,,
DTX4,cnv,,,,,
DUS4L,mut,,,,,
DUS4L,cnv,,,,,
DUSP1,mut,,,,,
DUSP1,cnv,,,,,
DUSP10,mut,,,,,
DUSP10,cnv,,,,,
DUSP11,mut,,,,,
DUSP11,cnv,,,,,
DUSP12,mut,,,,,
DUSP12,cnv,,,,,
DUSP13,mut,,,,,
DUSP13,cnv,,,,,
DUSP19,mut,,,,,
DUSP19,cnv,,,,,
DUSP2,mut,,,,,
DUSP2,cnv,,,,,
DUSP22,mut,,,,,
DUSP22,cnv,,,,,
DUSP23,mut,,,,,
DUSP23,cnv,,,,,
DUSP27,mut,,,,,
DUSP27,cnv,,,,,
DUSP4,mut,,,,,
DUSP4,cnv,,,,,
DUSP5,mut,,,,,
DUSP5,cnv,,,,,
DUSP7,mut,,,,,
DUSP7,cnv,,,,,
DUSP8,mut,,,,,
DUSP8,cnv,,,,,
DVL1,mut,,,,,
DVL1,cnv,,,,,
DVL3,mut,,,,,
DVL3,cnv,,,,,
DYDC1,mut,,,,,
DYDC1,cnv,,,,,
DYNC1I1,mut,,,,,
DYNC1I1,cnv,,,,,
DYNC1LI1,mut,,,,,
DYNC1LI1,cnv,,,,,
DYNC2H1,mut,,,,,
DYNC2H1,cnv,,,,,
DYNC2LI1,mut,,,,,
DYNC2LI1,cnv,,,,,
DYNLT1,mut,,,,,
DYNLT1,cnv,,,,,
DYRK3,mut,,,,,
DYRK3,cnv,,,,,
