gene,feature,nn_fold_0,nn_fold_1,nn_fold_2,nn_fold_3,nn_fold_4
MRGPRE,cnv,,,,,
MRGPRF,mut,,,,,
MRGPRF,cnv,,,,,
MRGPRX1,mut,,,,,
MRGPRX1,cnv,,,,,
MRGPRX2,mut,,,,,
MRGPRX2,cnv,,,,,
MRGPRX3,mut,,,,,
MRGPRX3,cnv,,,,,
MRGPRX4,mut,,,,,
MRGPRX4,cnv,,,,,
MRPL1,mut,,,,,
MRPL1,cnv,,,,,
MRPL11,mut,,,,,
MRPL11,cnv,,,,,
MRPL13,mut,,,,,
MRPL13,cnv,,,,,
MRPL14,mut,,,,,
MRPL14,cnv,,,,,
MRPL15,mut,,,,,
MRPL15,cnv,,,,,
MRPL17,mut,,,,,
MRPL17,cnv,,,,,
MRPL18,mut,,,,,
MRPL18,cnv,,,,,
MRPL19,mut,,,,,
MRPL19,cnv,,,,,
MRPL20,mut,,,,,
MRPL20,cnv,,,,,
MRPL21,mut,,,,,
MRPL21,cnv,,,,,
MRPL22,mut,,,,,
MRPL22,cnv,,,,,
MRPL23,mut,,,,,
MRPL23,cnv,,,,,
MRPL24,mut,,,,,
MRPL24,cnv,,,,,
MRPL3,mut,,,,,
MRPL3,cnv,,,,,
MRPL36,mut,,,,,
MRPL36,cnv,,,,,
MRPL37,mut,,,,,
MRPL37,cnv,,,,,
MRPL41,mut,,,,,
MRPL41,cnv,,,,,
MRPL43,mut,,,,,
MRPL43,cnv,,,,,
MRPL44,mut,,,,,
MRPL44,cnv,,,,,
MRPL47,mut,,,,,
MRPL47,cnv,,,,,
MRPL48,mut,,,,,
MRPL48,cnv,,,,,
MRPL9,mut,,,,,
MRPL9,cnv,,,,,
MRPS10,mut,,,,,
MRPS10,cnv,,,,,
MRPS16,mut,,,,,
MRPS16,cnv,,,,,
MRPS18A,mut,,,,,
MRPS18A,cnv,,,,,
MRPS18B,mut,,,,,
MRPS18B,cnv,,,,,
MRPS2,mut,,,,,
MRPS2,cnv,,,,,
MRPS22,mut,,,,,
MRPS22,cnv,,,,,
MRPS24,mut,,,,,
MRPS24,cnv,,,,,
MRPS25,mut,,,,,
MRPS25,cnv,,,,,
MRPS28,mut,,,,,
MRPS28,cnv,,,,,
MRPS30,mut,,,,,
MRPS30,cnv,,,,,
MRPS5,mut,,,,,
MRPS5,cnv,,,,,
MRPS9,mut,,,,,
MRPS9,cnv,,,,,
MRS2,mut,,,,,
MRS2,cnv,,,,,
MRTO4,mut,,,,,
MRTO4,cnv,,,,,
MRVI1,mut,,,,,
MRVI1,cnv,,,,,
MS4A13,mut,,,,,
MS4A13,cnv,,,,,
MS4A14,mut,,,,,
MS4A14,cnv,,,,,
MS4A2,mut,,,,,
MS4A2,cnv,,,,,
MS4A3,mut,,,,,
MS4A3,cnv,,,,,
MS4A4A,mut,,,,,
MS4A4A,cnv,,,,,
MS4A5,mut,,,,,
MS4A5,cnv,,,,,
MS4A6A,mut,,,,,
MS4A6A,cnv,,,,,
MS4A7,mut,,,,,
MS4A7,cnv,,,,,
MSC,mut,,,,,
MSC,cnv,,,,,
MSGN1,mut,,,,,
MSGN1,cnv,,,,,
MSH2,mut,,,,,
MSH2,cnv,,,,,
MSH3,mut,,,,,
MSH3,cnv,,,,,
MSH4,mut,,,,,
MSH4,cnv,,,,,
MSH5,mut,,,,,
MSH5,cnv,,,,,
MSH6,mut,,,,,
MSH6,cnv,,,,,
MSL2,mut,,,,,
MSL2,cnv,,,,,
MSMP,mut,,,,,
MSMP,cnv,,,,,
MSR1,mut,,,,,
MSR1,cnv,,,,,
MSRA,mut,,,,,
MSRA,cnv,,,,,
MSRB2,mut,,,,,
MSRB2,cnv,,,,,
MST1R,mut,,,,,
MST1R,cnv,,,,,
MSTN,mut,,,,,
MSTN,cnv,,,,,
MSX1,mut,,,,,
MSX1,cnv,,,,,
MSX2,mut,,,,,
MSX2,cnv,,,,,
MTA2,mut,,,,,
MTA2,cnv,,,,,
MTA3,mut,,,,,
MTA3,cnv,,,,,
MTAP,mut,,,,,
MTAP,cnv,,,,,
MTBP,mut,,,,,
MTBP,cnv,,,,,
MTCH1,mut,,,,,
MTCH1,cnv,,,,,
MTCH2,mut,,,,,
MTCH2,cnv,,,,,
MTDH,mut,,,,,
MTDH,cnv,,,,,
MTERF,mut,,,,,
MTERF,cnv,,,,,
MTERFD1,mut,,,,,
MTERFD1,cnv,,,,,
MTERFD2,mut,,,,,
MTERFD2,cnv,,,,,
MTF1,mut,,,,,
MTF1,cnv,,,,,
MTF2,mut,,,,,
MTF2,cnv,,,,,
MTFR1,mut,,,,,
MTFR1,cnv,,,,,
MTG1,mut,,,,,
MTG1,cnv,,,,,
MTHFD1L,mut,,,,,
MTHFD1L,cnv,,,,,
MTHFD2,mut,,,,,
MTHFD2,cnv,,,,,
MTHFR,mut,,,,,
MTHFR,cnv,,,,,
MTIF2,mut,,,,,
MTIF2,cnv,,,,,
MTL5,mut,,,,,
MTL5,cnv,,,,,
MTMR11,mut,,,,,
MTMR11,cnv,,,,,
MTMR12,mut,,,,,
MTMR12,cnv,,,,,
MTMR14,mut,,,,,
MTMR14,cnv,,,,,
MTMR2,mut,,,,,
MTMR2,cnv,,,,,
MTMR7,mut,,,,,
MTMR7,cnv,,,,,
MTMR9,mut,,,,,
MTMR9,cnv,,,,,
MTNR1A,mut,,,,,
MTNR1A,cnv,,,,,
MTNR1B,mut,,,,,
MTNR1B,cnv,,,,,
MTO1,mut,,,,,
MTO1,cnv,,,,,
MTOR,mut,,,,,
MTOR,cnv,,,,,
MTPAP,mut,,,,,
MTPAP,cnv,,,,,
MTPN,mut,,,,,
MTPN,cnv,,,,,
MTR,mut,,,,,
MTR,cnv,,,,,
MTRF1L,mut,,,,,
MTRF1L,cnv,,,,,
MTRR,mut,,,,,
MTRR,cnv,,,,,
MTSS1,mut,,,,,
MTSS1,cnv,,,,,
MTTP,mut,,,,,
MTTP,cnv,,,,,
MTUS1,mut,,,,,
MTUS1,cnv,,,,,
MTX1,mut,,,,,
MTX1,cnv,,,,,
MTX3,mut,,,,,
MTX3,cnv,,,,,
MUC13,mut,,,,,
MUC13,cnv,,,,,
MUC15,mut,,,,,
MUC15,cnv,,,,,
MUC17,mut,,,,,
MUC17,cnv,,,,,
MUC2,mut,,,,,
MUC2,cnv,,,,,
MUC20,mut,,,,,
MUC20,cnv,,,,,
MUC21,mut,,,,,
MUC21,cnv,,,,,
MUC4,mut,,,,,
MUC4,cnv,,,,,
MUC5B,mut,,,,,
MUC5B,cnv,,,,,
MUC6,mut,,,,,
MUC6,cnv,,,,,
MUL1,mut,,,,,
MUL1,cnv,,,,,
MURC,mut,,,,,
MURC,cnv,,,,,
MUS81,mut,,,,,
MUS81,cnv,,,,,
MUSK,mut,,,,,
MUSK,cnv,,,,,
MUSTN1,mut,,,,,
MUSTN1,cnv,,,,,
MUT,mut,,,,,
MUT,cnv,,,,,
MUTYH,mut,,,,,
MUTYH,cnv,,,,,
MXD1,mut,,,,,
MXD1,cnv,,,,,
MXD3,mut,,,,,
MXD3,cnv,,,,,
MXI1,mut,,,,,
MXI1,cnv,,,,,
MXRA8,mut,,,,,
MXRA8,cnv,,,,,
MYB,mut,,,,,
MYB,cnv,,,,,
MYBL1,mut,,,,,
MYBL1,cnv,,,,,
MYBPC3,mut,,,,,
MYBPC3,cnv,,,,,
MYBPH,mut,,,,,
MYBPH,cnv,,,,,
MYBPHL,mut,,,,,
MYBPHL,cnv,,,,,
MYC,mut,,,,,
MYC,cnv,,,,,
MYCN,mut,,,,,
MYCN,cnv,,,,,
MYCT1,mut,,,,,
MYCT1,cnv,,,,,
MYD88,mut,,,,,
MYD88,cnv,,,,,
MYEOV,mut,,,,,
MYEOV,cnv,,,,,
MYH15,mut,,,,,
MYH15,cnv,,,,,
MYL1,mut,,,,,
MYL1,cnv,,,,,
MYL5,mut,,,,,
MYL5,cnv,,,,,
MYLIP,mut,,,,,
MYLIP,cnv,,,,,
MYLK,mut,,,,,
MYLK,cnv,,,,,
MYLK4,mut,,,,,
MYLK4,cnv,,,,,
MYNN,mut,,,,,
MYNN,cnv,,,,,
MYO10,mut,,,,,
MYO10,cnv,,,,,
MYO1B,mut,,,,,
MYO1B,cnv,,,,,
MYO1G,mut,,,,,
MYO1G,cnv,,,,,
MYO3A,mut,,,,,
MYO3A,cnv,,,,,
MYO3B,mut,,,,,
MYO3B,cnv,,,,,
MYO6,mut,,,,,
MYO6,cnv,,,,,
MYO7A,mut,,,,,
MYO7A,cnv,,,,,
MYO7B,mut,,,,,
MYO7B,cnv,,,,,
MYOC,mut,,,,,
MYOC,cnv,,,,,
MYOD1,mut,,,,,
MYOD1,cnv,,,,,
MYOF,mut,,,,,
MYOF,cnv,,,,,
MYOG,mut,,,,,
MYOG,cnv,,,,,
MYOM2,mut,,,,,
MYOM2,cnv,,,,,
MYOM3,mut,,,,,
MYOM3,cnv,,,,,
MYOT,mut,,,,,
MYOT,cnv,,,,,
MYOZ1,mut,,,,,
MYOZ1,cnv,,,,,
MYOZ2,mut,,,,,
MYOZ2,cnv,,,,,
MYPN,mut,,,,,
MYPN,cnv,,,,,
MYRIP,mut,,,,,
MYRIP,cnv,,,,,
MYSM1,mut,,,,,
MYSM1,cnv,,,,,
MYT1L,mut,,,,,
MYT1L,cnv,,,,,
N4BP2,mut,,,,,
N4BP2,cnv,,,,,
N4BP3,mut,,,,,
N4BP3,cnv,,,,,
NAA15,mut,,,,,
NAA15,cnv,,,,,
NAA50,mut,,,,,
NAA50,cnv,,,,,
NAAA,mut,,,,,
NAAA,cnv,,,,,
NAALAD2,mut,,,,,
NAALAD2,cnv,,,,,
NAALADL1,mut,,,,,
NAALADL1,cnv,,,,,
NAALADL2,mut,,,,,
NAALADL2,cnv,,,,,
NAB1,mut,,,,,
NAB1,cnv,,,,,
NADK,mut,,,,,
NADK,cnv,,,,,
NADSYN1,mut,,,,,
NADSYN1,cnv,,,,,
NAF1,mut,,,,,
NAF1,cnv,,,,,
NAGK,mut,,,,,
NAGK,cnv,,,,,
NAIF1,mut,,,,,
NAIF1,cnv,,,,,
NAIP,mut,,,,,
NAIP,cnv,,,,,
NANOS1,mut,,,,,
NANOS1,cnv,,,,,
NANS,mut,,,,,
NANS,cnv,,,,,
NAP1L4,mut,,,,,
NAP1L4,cnv,,,,,
NAPEPLD,mut,,,,,
NAPEPLD,cnv,,,,,
NAPRT1,mut,,,,,
NAPRT1,cnv,,,,,
NARS2,mut,,,,,
NARS2,cnv,,,,,
NASP,mut,,,,,
NASP,cnv,,,,,
NAT10,mut,,,,,
NAT10,cnv,,,,,
NAT2,mut,,,,,
NAT2,cnv,,,,,
NAT6,mut,,,,,
NAT6,cnv,,,,,
NAT8L,mut,,,,,
NAT8L,cnv,,,,,
NAV1,mut,,,,,
NAV1,cnv,,,,,
NAV2,mut,,,,,
NAV2,cnv,,,,,
NBAS,mut,,,,,
NBAS,cnv,,,,,
NBEAL1,mut,,,,,
NBEAL1,cnv,,,,,
NBEAL2,mut,,,,,
NBEAL2,cnv,,,,,
NBN,mut,,,,,
NBN,cnv,,,,,
NBPF1,mut,,,,,
NBPF1,cnv,,,,,
NBPF14,mut,,,,,
NBPF14,cnv,,,,,
NBPF15,mut,,,,,
NBPF15,cnv,,,,,
NBPF3,mut,,,,,
NBPF3,cnv,,,,,
NCALD,mut,,,,,
NCALD,cnv,,,,,
NCAM1,mut,,,,,
NCAM1,cnv,,,,,
NCAPG,mut,,,,,
NCAPG,cnv,,,,,
NCAPG2,mut,,,,,
NCAPG2,cnv,,,,,
NCAPH,mut,,,,,
NCAPH,cnv,,,,,
NCBP1,mut,,,,,
NCBP1,cnv,,,,,
NCDN,mut,,,,,
NCDN,cnv,,,,,
NCEH1,mut,,,,,
NCEH1,cnv,,,,,
NCF2,mut,,,,,
NCF2,cnv,,,,,
NCK1,mut,,,,,
NCK1,cnv,,,,,
NCK2,mut,,,,,
NCK2,cnv,,,,,
NCKAP1,mut,,,,,
NCKAP1,cnv,,,,,
NCKAP5,mut,,,,,
NCKAP5,cnv,,,,,
NCKIPSD,mut,,,,,
NCKIPSD,cnv,,,,,
NCL,mut,,,,,
NCL,cnv,,,,,
NCOA1,mut,,,,,
NCOA1,cnv,,,,,
NCOA2,mut,,,,,
NCOA2,cnv,,,,,
NCOA4,mut,,,,,
NCOA4,cnv,,,,,
NCOA7,mut,,,,,
NCOA7,cnv,,,,,
NCOR1,mut,,,,,
NCOR1,cnv,,,,,
NCR2,mut,,,,,
NCR2,cnv,,,,,
NCR3,mut,,,,,
NCR3,cnv,,,,,
NCS1,mut,,,,,
NCS1,cnv,,,,,
NCSTN,mut,,,,,
NCSTN,cnv,,,,,
NDFIP1,mut,,,,,
NDFIP1,cnv,,,,,
NDOR1,mut,,,,,
NDOR1,cnv,,,,,
NDRG1,mut,,,,,
NDRG1,cnv,,,,,
NDST1,mut,,,,,
NDST1,cnv,,,,,
NDST2,mut,,,,,
NDST2,cnv,,,,,
NDST3,mut,,,,,
NDST3,cnv,,,,,
NDST4,mut,,,,,
NDST4,cnv,,,,,
NDUFA10,mut,,,,,
NDUFA10,cnv,,,,,
NDUFA5,mut,,,,,
NDUFA5,cnv,,,,,
NDUFA8,mut,,,,,
NDUFA8,cnv,,,,,
NDUFB3,mut,,,,,
NDUFB3,cnv,,,,,
NDUFB9,mut,,,,,
NDUFB9,cnv,,,,,
NDUFC2,mut,,,,,
NDUFC2,cnv,,,,,
NDUFS1,mut,,,,,
NDUFS1,cnv,,,,,
NDUFS2,mut,,,,,
NDUFS2,cnv,,,,,
NDUFS3,mut,,,,,
NDUFS3,cnv,,,,,
NDUFS6,mut,,,,,
NDUFS6,cnv,,,,,
NDUFS8,mut,,,,,
NDUFS8,cnv,,,,,
NDUFV1,mut,,,,,
NDUFV1,cnv,,,,,
NEB,mut,,,,,
NEB,cnv,,,,,
NEBL,mut,,,,,
NEBL,cnv,,,,,
NECAB1,mut,,,,,
NECAB1,cnv,,,,,
NECAP2,mut,,,,,
NECAP2,cnv,,,,,
NEDD9,mut,,,,,
NEDD9,cnv,,,,,
NEFM,mut,,,,,
NEFM,cnv,,,,,
NEGR1,mut,,,,,
NEGR1,cnv,,,,,
NEIL3,mut,,,,,
NEIL3,cnv,,,,,
NEK1,mut,,,,,
NEK1,cnv,,,,,
NEK10,mut,,,,,
NEK10,cnv,,,,,
NEK11,mut,,,,,
NEK11,cnv,,,,,
NEK2,mut,,,,,
NEK2,cnv,,,,,
NEK4,mut,,,,,
NEK4,cnv,,,,,
NEK6,mut,,,,,
NEK6,cnv,,,,,
NEK7,mut,,,,,
NEK7,cnv,,,,,
NELL1,mut,,,,,
NELL1,cnv,,,,,
NES,mut,,,,,
NES,cnv,,,,,
NET1,mut,,,,,
NET1,cnv,,,,,
NEU1,mut,,,,,
NEU1,cnv,,,,,
NEU2,mut,,,,,
NEU2,cnv,,,,,
NEU4,mut,,,,,
NEU4,cnv,,,,,
NEURL,mut,,,,,
NEURL,cnv,,,,,
NEUROD1,mut,,,,,
NEUROD1,cnv,,,,,
NEUROD6,mut,,,,,
NEUROD6,cnv,,,,,
NEUROG1,mut,,,,,
NEUROG1,cnv,,,,,
NEUROG2,mut,,,,,
NEUROG2,cnv,,,,,
NEUROG3,mut,,,,,
NEUROG3,cnv,,,,,
NEXN,mut,,,,,
NEXN,cnv,,,,,
NF1,mut,,,,,
NF1,cnv,,,,,
NF2,mut,,,,,
NF2,cnv,,,,,
NFASC,mut,,,,,
NFASC,cnv,,,,,
NFE2L2,mut,,,,,
NFE2L2,cnv,,,,,
NFE2L3,mut,,,,,
NFE2L3,cnv,,,,,
NFIA,mut,,,,,
NFIA,cnv,,,,,
NFIB,mut,,,,,
NFIB,cnv,,,,,
NFIL3,mut,,,,,
NFIL3,cnv,,,,,
NFKB1,mut,,,,,
NFKB1,cnv,,,,,
NFKB2,mut,,,,,
NFKB2,cnv,,,,,
NFKBIA,mut,,,,,
NFKBIA,cnv,,,,,
NFKBIE,mut,,,,,
NFKBIE,cnv,,,,,
NFKBIZ,mut,,,,,
NFKBIZ,cnv,,,,,
NFX1,mut,,,,,
NFX1,cnv,,,,,
NFXL1,mut,,,,,
NFXL1,cnv,,,,,
NFYA,mut,,,,,
NFYA,cnv,,,,,
NFYC,mut,,,,,
NFYC,cnv,,,,,
NGEF,mut,,,,,
NGEF,cnv,,,,,
NGF,mut,,,,,
NGF,cnv,,,,,
NGLY1,mut,,,,,
NGLY1,cnv,,,,,
NHLH1,mut,,,,,
NHLH1,cnv,,,,,
NHLH2,mut,,,,,
NHLH2,cnv,,,,,
NHLRC1,mut,,,,,
NHLRC1,cnv,,,,,
NHLRC2,mut,,,,,
NHLRC2,cnv,,,,,
NHP2,mut,,,,,
NHP2,cnv,,,,,
NID1,mut,,,,,
NID1,cnv,,,,,
NIF3L1,mut,,,,,
NIF3L1,cnv,,,,,
NIPAL1,mut,,,,,
NIPAL1,cnv,,,,,
NIPAL2,mut,,,,,
NIPAL2,cnv,,,,,
NIPAL3,mut,,,,,
NIPAL3,cnv,,,,,
NIPAL4,mut,,,,,
NIPAL4,cnv,,,,,
NIPBL,mut,,,,,
NIPBL,cnv,,,,,
NIPSNAP3A,mut,,,,,
NIPSNAP3A,cnv,,,,,
NIPSNAP3B,mut,,,,,
NIPSNAP3B,cnv,,,,,
NISCH,mut,,,,,
NISCH,cnv,,,,,
NIT2,mut,,,,,
NIT2,cnv,,,,,
NKAIN2,mut,,,,,
NKAIN2,cnv,,,,,
NKAIN3,mut,,,,,
NKAIN3,cnv,,,,,
NKAPL,mut,,,,,
NKAPL,cnv,,,,,
NKD2,mut,,,,,
NKD2,cnv,,,,,
NKIRAS1,mut,,,,,
NKIRAS1,cnv,,,,,
NKTR,mut,,,,,
NKTR,cnv,,,,,
NKX2-5,mut,,,,,
NKX2-5,cnv,,,,,
NKX3-1,mut,,,,,
NKX3-1,cnv,,,,,
NKX3-2,mut,,,,,
NKX3-2,cnv,,,,,
NKX6-1,mut,,,,,
NKX6-1,cnv,,,,,
NKX6-3,mut,,,,,
NKX6-3,cnv,,,,,
NLGN1,mut,,,,,
NLGN1,cnv,,,,,
NLN,mut,,,,,
NLN,cnv,,,,,
NLRC4,mut,,,,,
NLRC4,cnv,,,,,
NLRP10,mut,,,,,
NLRP10,cnv,,,,,
NLRP14,mut,,,,,
NLRP14,cnv,,,,,
NLRP3,mut,,,,,
NLRP3,cnv,,,,,
NLRP6,mut,,,,,
NLRP6,cnv,,,,,
NLRX1,mut,,,,,
NLRX1,cnv,,,,,
NMBR,mut,,,,,
NMBR,cnv,,,,,
NMD3,mut,,,,,
NMD3,cnv,,,,,
NME5,mut,,,,,
NME5,cnv,,,,,
NME7,mut,,,,,
NME7,cnv,,,,,
NMI,mut,,,,,
NMI,cnv,,,,,
NMNAT1,mut,,,,,
NMNAT1,cnv,,,,,
NMNAT2,mut,,,,,
NMNAT2,cnv,,,,,
NMNAT3,mut,,,,,
NMNAT3,cnv,,,,,
NMS,mut,,,,,
NMS,cnv,,,,,
NMT2,mut,,,,,
NMT2,cnv,,,,,
NMU,mut,,,,,
NMU,cnv,,,,,
NMUR1,mut,,,,,
NMUR1,cnv,,,,,
NMUR2,mut,,,,,
NMUR2,cnv,,,,,
NNMT,mut,,,,,
NNMT,cnv,,,,,
NNT,mut,,,,,
NNT,cnv,,,,,
NOBOX,mut,,,,,
NOBOX,cnv,,,,,
NOC2L,mut,,,,,
NOC2L,cnv,,,,,
NOC3L,mut,,,,,
NOC3L,cnv,,,,,
NOD1,mut,,,,,
NOD1,cnv,,,,,
NODAL,mut,,,,,
NODAL,cnv,,,,,
NOL10,mut,,,,,
NOL10,cnv,,,,,
NOL6,mut,,,,,
NOL6,cnv,,,,,
NOL8,mut,,,,,
NOL8,cnv,,,,,
NOL9,mut,,,,,
NOL9,cnv,,,,,
NOLC1,mut,,,,,
NOLC1,cnv,,,,,
NOM1,mut,,,,,
NOM1,cnv,,,,,
NOP14,mut,,,,,
NOP14,cnv,,,,,
NOP16,mut,,,,,
NOP16,cnv,,,,,
NOP58,mut,,,,,
NOP58,cnv,,,,,
NOS1AP,mut,,,,,
NOS1AP,cnv,,,,,
NOS3,mut,,,,,
NOS3,cnv,,,,,
NOSTRIN,mut,,,,,
NOSTRIN,cnv,,,,,
NOTCH1,mut,,,,,
NOTCH1,cnv,,,,,
NOTCH2,mut,,,,,
NOTCH2,cnv,,,,,
NOTCH2NL,mut,,,,,
NOTCH2NL,cnv,,,,,
NOTCH4,mut,,,,,
NOTCH4,cnv,,,,,
NOV,mut,,,,,
NOV,cnv,,,,,
NOX3,mut,,,,,
NOX3,cnv,,,,,
NOX4,mut,,,,,
NOX4,cnv,,,,,
NOXA1,mut,,,,,
NOXA1,cnv,,,,,
NPAS2,mut,,,,,
NPAS2,cnv,,,,,
NPAS4,mut,,,,,
NPAS4,cnv,,,,,
NPAT,mut,,,,,
NPAT,cnv,,,,,
NPBWR1,mut,,,,,
NPBWR1,cnv,,,,,
NPC1L1,mut,,,,,
NPC1L1,cnv,,,,,
NPDC1,mut,,,,,
NPDC1,cnv,,,,,
NPFFR1,mut,,,,,
NPFFR1,cnv,,,,,
NPFFR2,mut,,,,,
NPFFR2,cnv,,,,,
NPHP1,mut,,,,,
NPHP1,cnv,,,,,
NPHP3,mut,,,,,
NPHP3,cnv,,,,,
NPHP4,mut,,,,,
NPHP4,cnv,,,,,
NPHS2,mut,,,,,
NPHS2,cnv,,,,,
NPM2,mut,,,,,
NPM2,cnv,,,,,
NPM3,mut,,,,,
NPM3,cnv,,,,,
NPNT,mut,,,,,
NPNT,cnv,,,,,
NPPA,mut,,,,,
NPPA,cnv,,,,,
NPR1,mut,,,,,
NPR1,cnv,,,,,
NPR2,mut,,,,,
NPR2,cnv,,,,,
NPR3,mut,,,,,
NPR3,cnv,,,,,
NPS,mut,,,,,
NPS,cnv,,,,,
NPSR1,mut,,,,,
NPSR1,cnv,,,,,
NPTX2,mut,,,,,
NPTX2,cnv,,,,,
NPY1R,mut,,,,,
NPY1R,cnv,,,,,
NPY2R,mut,,,,,
NPY2R,cnv,,,,,
NPY5R,mut,,,,,
NPY5R,cnv,,,,,
NQO2,mut,,,,,
NQO2,cnv,,,,,
NR0B2,mut,,,,,
NR0B2,cnv,,,,,
NR1D2,mut,,,,,
NR1D2,cnv,,,,,
NR1H3,mut,,,,,
NR1H3,cnv,,,,,
NR1I2,mut,,,,,
NR1I2,cnv,,,,,
NR1I3,mut,,,,,
NR1I3,cnv,,,,,
NR2C2,mut,,,,,
NR2C2,cnv,,,,,
NR2E1,mut,,,,,
NR2E1,cnv,,,,,
NR2F1,mut,,,,,
NR2F1,cnv,,,,,
NR3C1,mut,,,,,
NR3C1,cnv,,,,,
NR3C2,mut,,,,,
NR3C2,cnv,,,,,
NR4A2,mut,,,,,
NR4A2,cnv,,,,,
NR4A3,mut,,,,,
NR4A3,cnv,,,,,
NR5A1,mut,,,,,
NR5A1,cnv,,,,,
NR6A1,mut,,,,,
NR6A1,cnv,,,,,
NRAP,mut,,,,,
NRAP,cnv,,,,,
NRBP1,mut,,,,,
NRBP1,cnv,,,,,
NRBP2,mut,,,,,
NRBP2,cnv,,,,,
NRCAM,mut,,,,,
NRCAM,cnv,,,,,
NRD1,mut,,,,,
NRD1,cnv,,,,,
NRF1,mut,,,,,
NRF1,cnv,,,,,
NRG1,mut,,,,,
NRG1,cnv,,,,,
NRG2,mut,,,,,
NRG2,cnv,,,,,
NRG3,mut,,,,,
NRG3,cnv,,,,,
NRIP3,mut,,,,,
NRIP3,cnv,,,,,
NRN1,mut,,,,,
NRN1,cnv,,,,,
NRP1,mut,,,,,
NRP1,cnv,,,,,
NRP2,mut,,,,,
NRP2,cnv,,,,,
NRSN1,mut,,,,,
NRSN1,cnv,,,,,
NRXN1,mut,,,,,
NRXN1,cnv,,,,,
NRXN2,mut,,,,,
NRXN2,cnv,,,,,
NSA2,mut,,,,,
NSA2,cnv,,,,,
NSD1,mut,,,,,
NSD1,cnv,,,,,
NSL1,mut,,,,,
NSL1,cnv,,,,,
NSMAF,mut,,,,,
NSMAF,cnv,,,,,
NSMCE2,mut,,,,,
NSMCE2,cnv,,,,,
NSMCE4A,mut,,,,,
NSMCE4A,cnv,,,,,
NSUN2,mut,,,,,
NSUN2,cnv,,,,,
NSUN4,mut,,,,,
NSUN4,cnv,,,,,
NSUN6,mut,,,,,
NSUN6,cnv,,,,,
NSUN7,mut,,,,,
NSUN7,cnv,,,,,
NT5C1A,mut,,,,,
NT5C1A,cnv,,,,,
NT5C1B,mut,,,,,
NT5C1B,cnv,,,,,
NT5C2,mut,,,,,
NT5C2,cnv,,,,,
NT5DC1,mut,,,,,
NT5DC1,cnv,,,,,
NT5DC2,mut,,,,,
NT5DC2,cnv,,,,,
NTNG1,mut,,,,,
NTNG1,cnv,,,,,
NTNG2,mut,,,,,
NTNG2,cnv,,,,,
NTRK1,mut,,,,,
NTRK1,cnv,,,,,
NTRK2,mut,,,,,
NTRK2,cnv,,,,,
NTRK3,mut,,,,,
NTRK3,cnv,,,,,
NTSR2,mut,,,,,
NTSR2,cnv,,,,,
NUAK2,mut,,,,,
NUAK2,cnv,,,,,
NUB1,mut,,,,,
NUB1,cnv,,,,,
NUCB2,mut,,,,,
NUCB2,cnv,,,,,
NUDC,mut,,,,,
NUDC,cnv,,,,,
NUDCD1,mut,,,,,
NUDCD1,cnv,,,,,
NUDCD3,mut,,,,,
NUDCD3,cnv,,,,,
NUDT1,mut,,,,,
NUDT1,cnv,,,,,
NUDT12,mut,,,,,
NUDT12,cnv,,,,,
NUDT13,mut,,,,,
NUDT13,cnv,,,,,
NUDT16,mut,,,,,
NUDT16,cnv,,,,,
NUDT18,mut,,,,,
NUDT18,cnv,,,,,
NUDT2,mut,,,,,
NUDT2,cnv,,,,,
NUDT22,mut,,,,,
NUDT22,cnv,,,,,
NUDT5,mut,,,,,
NUDT5,cnv,,,,,
NUDT6,mut,,,,,
NUDT6,cnv,,,,,
NUMA1,mut,,,,,
NUMA1,cnv,,,,,
NUP133,mut,,,,,
NUP133,cnv,,,,,
NUP153,mut,,,,,
NUP153,cnv,,,,,
NUP155,mut,,,,,
NUP155,cnv,,,,,
NUP160,mut,,,,,
NUP160,cnv,,,,,
NUP188,mut,,,,,
NUP188,cnv,,,,,
NUP205,mut,,,,,
NUP205,cnv,,,,,
NUP210,mut,,,,,
NUP210,cnv,,,,,
NUP210L,mut,,,,,
NUP210L,cnv,,,,,
NUP214,mut,,,,,
NUP214,cnv,,,,,
NUP35,mut,,,,,
NUP35,cnv,,,,,
NUP43,mut,,,,,
NUP43,cnv,,,,,
NUP54,mut,,,,,
NUP54,cnv,,,,,
NUP98,mut,,,,,
NUP98,cnv,,,,,
NUPL2,mut,,,,,
NUPL2,cnv,,,,,
NUS1,mut,,,,,
NUS1,cnv,,,,,
NVL,mut,,,,,
NVL,cnv,,,,,
NXF1,mut,,,,,
NXF1,cnv,,,,,
NXNL2,mut,,,,,
NXNL2,cnv,,,,,
NXPH1,mut,,,,,
NXPH1,cnv,,,,,
NXPH2,mut,,,,,
NXPH2,cnv,,,,,
OAF,mut,,,,,
OAF,cnv,,,,,
OAT,mut,,,,,
OAT,cnv,,,,,
OBP2B,mut,,,,,
OBP2B,cnv,,,,,
OBSCN,mut,,,,,
OBSCN,cnv,,,,,
OBSL1,mut,,,,,
OBSL1,cnv,,,,,
OC90,mut,,,,,
OC90,cnv,,,,,
OCIAD1,mut,,,,,
OCIAD1,cnv,,,,,
OCLN,mut,,,,,
OCLN,cnv,,,,,
OCM2,mut,,,,,
OCM2,cnv,,,,,
ODAM,mut,,,,,
ODAM,cnv,,,,,
ODC1,mut,,,,,
